candidate,batch,length,cap,substring-cap,s-o-sCap,all-cap,non-cap,non-discriminative,cumulative,Z_ScoreUnweighted,normalized_cap,normalized_capnormalized_substring-cap,normalized_s-o-sCap,normalized_all-cap,normalized_non-cap,normalized_non-discriminative,probability,status,class
dc,0,1,0,0,0,3,0,2,5,-0.0893658016,0,0,0,0.6,0,0.4,0.8143208831,g,1
usa,0,1,0,0,0,3,0,2,5,-0.0893658016,0,0,0,0.6,0,0.4,0.8143208831,g,1
jill,0,1,3,0,2,0,0,4,9,-0.085585052,0.3333333333,0,0.2222222222,0,0,0.4444444444,0.8084645275,g,1
do something about malcolm x,0,5,15,0,0,0,0,0,15,-0.0799139276,1,0,0,0,0,0,0.7969830773,g,1
huey p newton gun club,0,5,5,0,0,0,0,0,5,-0.0893658016,1,0,0,0,0,0,0.7969830773,g,1
malcolm x speaks on housing,0,5,10,0,0,0,0,0,10,-0.0846398646,1,0,0,0,0,0,0.7969830773,g,1
organizers of black power march,0,5,6,0,0,0,0,0,6,-0.0884206142,1,0,0,0,0,0,0.7969830773,g,1
el hajj malik el shabazz,0,5,370,1,0,0,0,1,372,0.2575179732,0.9946236559,0.002688172,0,0,0,0.002688172,0.7958447982,g,1
talcum x,0,2,10,0,0,0,0,14,24,-0.071407241,0.4166666667,0,0,0,0,0.5833333333,0.787453248,g,1
common sense,0,2,0,0,0,21,2,0,23,-0.0723524284,0,0,0,0.9130434783,0.0869565217,0,0.7848828247,g,1
tom hardy,0,2,9,0,0,0,0,13,22,-0.0732976158,0.4090909091,0,0,0,0,0.5909090909,0.7805537916,g,1
ho chi minh,0,3,232,0,0,0,0,239,471,0.3510915255,0.4925690021,0,0,0,0,0.5074309979,0.7797040577,g,1
field negro,0,2,5,0,0,1,1,4,11,-0.0836946772,0.4545454545,0,0,0.0909090909,0.0909090909,0.3636363636,0.7742140345,g,1
x,0,1,34,0,2,158,11,170,375,0.2603535354,0.0906666667,0,0.0053333333,0.4213333333,0.0293333333,0.4533333333,0.7609856317,g,1
claim malcolm x day,0,4,4,0,0,0,0,3,7,-0.0874754268,0.5714285714,0,0,0,0,0.4285714286,0.7571154465,g,1
malcolm x a happy birthday,0,5,5,1,0,0,0,0,6,-0.0884206142,0.8333333333,0.1666666667,0,0,0,0,0.7530192871,g,1
malcolm x park,0,3,4,3,0,0,0,1,8,-0.0865302394,0.5,0.375,0,0,0,0.125,0.7527561122,g,1
malcolm x may,0,3,4,3,0,0,0,1,8,-0.0865302394,0.5,0.375,0,0,0,0.125,0.7527561122,g,1
house negro,0,2,5,0,0,2,2,1,10,-0.0846398646,0.5,0,0,0.2,0.2,0.1,0.7522790691,g,1
malik,0,1,2,0,1,0,0,4,7,-0.0874754268,0.2857142857,0,0.1428571429,0,0,0.5714285714,0.7504433479,g,1
el hajj malik shabazz,0,4,4,1,0,0,0,2,7,-0.0874754268,0.5714285714,0.1428571429,0,0,0,0.2857142857,0.747986275,a,2
times square,0,2,3,0,0,0,0,5,8,-0.0865302394,0.375,0,0,0,0,0.625,0.7476721672,a,2
the ballot or the bullet,0,5,23,0,0,0,1,5,29,-0.066681304,0.7931034483,0,0,0,0.0344827586,0.1724137931,0.7413631953,a,2
drjillstein,0,1,1,0,3,0,0,1,5,-0.0893658016,0.2,0,0.6,0,0,0.2,0.7409028092,a,2
malcolm x talks,0,3,3,3,0,0,0,0,6,-0.0884206142,0.5,0.5,0,0,0,0,0.7366735905,a,2
honoring malcolm x,0,3,4,4,0,0,0,0,8,-0.0865302394,0.5,0.5,0,0,0,0,0.7366735905,a,2
grace,0,1,7,0,0,0,3,2,12,-0.0827494898,0.5833333333,0,0,0,0.25,0.1666666667,0.7331327846,a,2
twitter celebrates malcolm x,0,4,15,0,0,0,0,14,29,-0.066681304,0.5172413793,0,0,0,0,0.4827586207,0.7280194675,a,2
anthony weiner,0,2,27,0,0,0,0,49,76,-0.0222574964,0.3552631579,0,0,0,0,0.6447368421,0.7273221543,a,2
tl,0,1,0,0,0,4,1,0,5,-0.0893658016,0,0,0,0.8,0.2,0,0.7229356653,a,2
malcolmx,0,1,2,0,0,0,0,5,7,-0.0874754268,0.2857142857,0,0,0,0,0.7142857143,0.7227449934,a,2
cannabis peddler,0,2,20,0,0,0,0,37,57,-0.0402160569,0.350877193,0,0,0,0,0.649122807,0.7226764532,a,2
oscar,0,1,4,0,0,0,2,0,6,-0.0884206142,0.6666666667,0,0,0,0.3333333333,0,0.715534465,a,2
legendary malcolm x,0,3,5,5,0,0,0,1,11,-0.0836946772,0.4545454545,0.4545454545,0,0,0,0.0909090909,0.7039803061,a,2
mandela,0,1,5,0,26,0,0,5,36,-0.0600649923,0.1388888889,0,0.7222222222,0,0,0.1388888889,0.6951118802,a,2
shaun king,0,2,2,1,0,0,0,3,6,-0.0884206142,0.3333333333,0.1666666667,0,0,0,0.5,0.6930368406,a,2
jfk,0,1,0,0,0,2,0,3,5,-0.0893658016,0,0,0,0.4,0,0.6,0.6875188809,a,2
asian,0,1,2,0,0,0,0,6,8,-0.0865302394,0.25,0,0,0,0,0.75,0.6836692519,a,2
martin luther king an malcolm x,0,6,43,0,0,0,0,0,43,-0.0534486805,1,0,0,0,0,0,0.6816224287,a,2
renzo gracie malaak shabazz on mma,0,6,22,0,0,0,0,0,22,-0.0732976158,1,0,0,0,0,0,0.6816224287,a,2
black families create big govt dependency,0,6,24,0,0,0,0,0,24,-0.071407241,1,0,0,0,0,0,0.6816224287,a,2
great good brother malcolm x birthday.it,0,6,5,0,0,0,0,0,5,-0.0893658016,1,0,0,0,0,0,0.6816224287,a,2
malcolm x by robert penn warren,0,6,23,0,0,0,0,0,23,-0.0723524284,1,0,0,0,0,0,0.6816224287,a,2
happy malcolm x,0,3,3,0,0,0,0,5,8,-0.0865302394,0.375,0,0,0,0,0.625,0.6810406422,a,2
ballot or the bullet,0,4,5,1,0,0,1,2,9,-0.085585052,0.5555555556,0.1111111111,0,0,0.1111111111,0.2222222222,0.6778249248,a,2
elijah,0,1,1,0,10,0,0,0,11,-0.0836946772,0.0909090909,0,0.9090909091,0,0,0,0.6724985032,a,2
happy birthday king malcolm x,0,5,4,0,0,1,0,3,8,-0.0865302394,0.5,0,0,0.125,0,0.375,0.6713749403,a,2
fidel castro,0,2,3,0,0,0,0,7,10,-0.0846398646,0.3,0,0,0,0,0.7,0.6658599964,a,2
kendzior,0,1,3,0,0,0,0,10,13,-0.0818043024,0.2307692308,0,0,0,0,0.7692307692,0.6616743318,a,2
black history,0,2,9,1,0,0,4,1,15,-0.0799139276,0.6,0.0666666667,0,0,0.2666666667,0.0666666667,0.6610781261,a,2
father malcolm x,0,3,2,2,0,0,0,1,5,-0.0893658016,0.4,0.4,0,0,0,0.2,0.6605741309,a,2
malcolm x on death,0,4,2,0,0,0,0,3,5,-0.0893658016,0.4,0,0,0,0,0.6,0.6584015617,a,2
the democrats are dixiecrats,0,4,2,0,0,0,0,3,5,-0.0893658016,0.4,0,0,0,0,0.6,0.6584015617,a,2
malcolm x ave se,0,4,2,0,0,0,0,3,5,-0.0893658016,0.4,0,0,0,0,0.6,0.6584015617,a,2
black power,0,2,4,3,0,0,0,6,13,-0.0818043024,0.3076923077,0.2307692308,0,0,0,0.4615384615,0.6574121106,a,2
plain,0,1,23,0,0,0,7,36,66,-0.0317093703,0.3484848485,0,0,0,0.1060606061,0.5454545455,0.6564213873,a,2
democrat party,0,2,3,2,0,0,1,0,6,-0.0884206142,0.5,0.3333333333,0,0,0.1666666667,0,0.6536628003,a,2
great one,0,2,4,0,0,0,2,0,6,-0.0884206142,0.6666666667,0,0,0,0.3333333333,0,0.6536334411,a,2
his book,0,2,8,0,0,0,4,0,12,-0.0827494898,0.6666666667,0,0,0,0.3333333333,0,0.6536334411,a,2
happy bornday,0,2,3,1,0,1,0,7,12,-0.0827494898,0.25,0.0833333333,0,0.0833333333,0,0.5833333333,0.6521491091,a,2
malcolm x festival,0,3,3,3,0,1,0,2,9,-0.085585052,0.3333333333,0.3333333333,0,0.1111111111,0,0.2222222222,0.6487441814,a,2
who taught you to hate yourself,0,6,11,4,0,0,0,0,15,-0.0799139276,0.7333333333,0.2666666667,0,0,0,0,0.645568441,a,2
el hajj malik,0,3,6,0,0,0,0,13,19,-0.076133178,0.3157894737,0,0,0,0,0.6842105263,0.6266242374,a,2
predators,0,1,1,0,1,0,0,4,6,-0.0884206142,0.1666666667,0,0.1666666667,0,0,0.6666666667,0.6215905743,a,2
reemergence of malcolm x,0,4,11,14,0,0,0,1,26,-0.0695168662,0.4230769231,0.5384615385,0,0,0,0.0384615385,0.6188883363,a,2
rebel,0,1,4,0,0,0,2,3,9,-0.085585052,0.4444444444,0,0,0,0.2222222222,0.3333333333,0.606689529,a,2
anytime,0,1,6,0,150,0,2,0,158,0.0552478702,0.0379746835,0,0.9493670886,0,0.0126582278,0,0.6022428576,a,2
iconic civil rights activist,0,4,18,0,0,0,0,41,59,-0.0383256821,0.3050847458,0,0,0,0,0.6949152542,0.5984359071,a,2
change america,0,2,9,1,0,0,0,27,37,-0.0591198049,0.2432432432,0.027027027,0,0,0,0.7297297297,0.5962387125,a,2
malcolm x b day,0,4,2,3,0,0,0,0,5,-0.0893658016,0.4,0.6,0,0,0,0,0.594668356,a,2
one of the greatest revolutionaries,0,5,4,0,0,0,2,1,7,-0.0874754268,0.5714285714,0,0,0,0.2857142857,0.1428571429,0.5933679844,a,2
happy g day,0,3,3,2,0,0,1,0,6,-0.0884206142,0.5,0.3333333333,0,0,0.1666666667,0,0.5914281467,a,2
interviews by civil rights icon,0,5,2,0,0,0,0,5,7,-0.0874754268,0.2857142857,0,0,0,0,0.7142857143,0.5893218269,a,2
amen,0,1,2,0,0,0,0,10,12,-0.0827494898,0.1666666667,0,0,0,0,0.8333333333,0.5855321158,a,2
anthony weiner malcolm x,0,4,3,0,0,0,1,3,7,-0.0874754268,0.4285714286,0,0,0,0.1428571429,0.4285714286,0.5835281382,a,2
the autobiography of malcolm x,0,5,236,10,0,0,1,621,868,0.7263309221,0.2718894009,0.0115207373,0,0,0.0011520737,0.715437788,0.5834043589,a,2
gone,0,1,2,0,3397,0,12,3,3414,3.1327780352,0.0005858231,0,0.9950205038,0,0.0035149385,0.0008787346,0.5788288899,a,2
malcolm x assassinated,0,3,2,1,0,0,0,4,7,-0.0874754268,0.2857142857,0.1428571429,0,0,0,0.5714285714,0.5785866317,a,2
i am malcolm x,0,4,7,0,0,0,0,19,26,-0.0695168662,0.2692307692,0,0,0,0,0.7307692308,0.5745264881,a,2
king malcolm x,0,3,3,5,0,0,0,1,9,-0.085585052,0.3333333333,0.5555555556,0,0,0,0.1111111111,0.5701914145,a,2
change black people,0,3,9,0,0,0,0,26,35,-0.0610101797,0.2571428571,0,0,0,0,0.7428571429,0.5662626203,a,2
king,0,1,21,0,5,0,10,30,66,-0.0317093703,0.3181818182,0,0.0757575758,0,0.1515151515,0.4545454545,0.5659058843,a,2
along,0,1,0,0,3,27,10,1,41,-0.0553390553,0,0,0.0731707317,0.6585365854,0.243902439,0.0243902439,0.5601148086,a,2
malcolm x sought,0,3,9,0,0,0,0,27,36,-0.0600649923,0.25,0,0,0,0,0.75,0.559023795,a,2
brother malcolm,0,2,20,44,0,0,0,14,78,-0.0203671216,0.2564102564,0.5641025641,0,0,0,0.1794871795,0.5539327006,a,2
martin luther king jr,0,4,3,0,0,0,0,10,13,-0.0818043024,0.2307692308,0,0,0,0,0.7692307692,0.5492723117,a,2
rest in peace malcolm x,0,5,2,3,0,0,0,4,9,-0.085585052,0.2222222222,0.3333333333,0,0,0,0.4444444444,0.5445512585,a,2
roger ailes,0,2,1,0,0,0,0,4,5,-0.0893658016,0.2,0,0,0,0,0.8,0.5440208944,a,2
black thing,0,2,1,0,0,0,0,4,5,-0.0893658016,0.2,0,0,0,0,0.8,0.5440208944,a,2
civil,0,1,2,0,143,0,5,0,150,0.047686371,0.0133333333,0,0.9533333333,0,0.0333333333,0,0.5425504582,a,2
republican,0,1,3,0,1,0,2,0,6,-0.0884206142,0.5,0,0.1666666667,0,0.3333333333,0,0.5399189117,a,2
malcolm x day,0,3,82,81,0,4,0,157,324,0.2121489781,0.2530864198,0.25,0,0.012345679,0,0.4845679012,0.5353214424,a,2
jummah,0,1,1,0,0,0,0,7,8,-0.0865302394,0.125,0,0,0,0,0.875,0.5340975716,a,2
sell,0,1,1,0,0,0,0,7,8,-0.0865302394,0.125,0,0,0,0,0.875,0.5340975716,a,2
happy birthday malcom x,0,4,2,1,0,0,0,6,9,-0.085585052,0.2222222222,0.1111111111,0,0,0,0.6666666667,0.5316537968,a,2
islamic,0,1,3,0,0,0,2,0,5,-0.0893658016,0.6,0,0,0,0.4,0,0.5315248831,a,2
jail,0,1,3,0,0,0,2,0,5,-0.0893658016,0.6,0,0,0,0.4,0,0.5315248831,a,2
education,0,1,6,0,161,0,10,1,178,0.0741516181,0.0337078652,0,0.904494382,0,0.0561797753,0.0056179775,0.5235101601,a,2
happy born day malcolm x,0,5,1,3,0,0,0,12,16,-0.0789687402,0.0625,0.1875,0,0,0,0.75,0.5,a,2
rest in power malcolm x,0,5,1,4,0,0,0,6,11,-0.0836946772,0.0909090909,0.3636363636,0,0,0,0.5454545455,0.5,a,2
human rights activist malcolm x,0,5,1,4,0,0,0,0,5,-0.0893658016,0.2,0.8,0,0,0,0,0.5,a,2
warriors game,0,2,1,0,0,0,0,5,6,-0.0884206142,0.1666666667,0,0,0,0,0.8333333333,0.5,a,2
civil rights movement,0,3,5,0,0,0,3,1,9,-0.085585052,0.5555555556,0,0,0,0.3333333333,0.1111111111,0.4946800388,a,2
fun fact,0,2,1,3,0,0,0,1,5,-0.0893658016,0.2,0.6,0,0,0,0.2,0.4756611067,a,2
happy 92nd birthday malcolm x,0,5,0,6,0,0,0,12,18,-0.0770783654,0,0.3333333333,0,0,0,0.6666666667,0.468304631,a,2
ny,0,1,0,0,0,3,0,26,29,-0.066681304,0,0,0,0.1034482759,0,0.8965517241,0.4597264562,a,2
malc,0,1,2,0,0,0,0,31,33,-0.0629005545,0.0606060606,0,0,0,0,0.9393939394,0.4567955526,a,2
civil rights activist malcolm x,0,5,1,11,0,0,0,1,13,-0.0818043024,0.0769230769,0.8461538462,0,0,0,0.0769230769,0.4566126679,a,2
rest in peace,0,3,8,6,0,0,3,11,28,-0.0676264914,0.2857142857,0.2142857143,0,0,0.1071428571,0.3928571429,0.4447795839,a,2
bob beckel malcolm x,0,4,2,0,0,0,0,30,32,-0.0638457419,0.0625,0,0,0,0,0.9375,0.4447473647,a,2
malcolm x inspired muhammad ali,0,5,1,17,0,0,0,0,18,-0.0770783654,0.0555555556,0.9444444444,0,0,0,0,0.4439537547,a,2
malik el shabazz,0,3,3,0,0,0,1,10,14,-0.080859115,0.2142857143,0,0,0,0.0714285714,0.7142857143,0.4423676182,a,2
6 lessons american muslims,0,4,0,1,0,2,0,4,7,-0.0874754268,0,0.1428571429,0,0.2857142857,0,0.5714285714,0.44197186,a,2
may,0,1,5,0,122,0,14,18,159,0.0561930576,0.0314465409,0,0.7672955975,0,0.0880503145,0.1132075472,0.4411218715,a,2
malcolm x in the 21st,0,5,0,5,0,0,0,2,7,-0.0874754268,0,0.7142857143,0,0,0,0.2857142857,0.4395649482,a,2
happy malcolm x day,0,4,34,81,0,3,1,194,313,0.2017519167,0.1086261981,0.2587859425,0,0.0095846645,0.0031948882,0.6198083067,0.4391215184,a,2
malcolm x day panel,0,4,1,4,0,0,0,0,5,-0.0893658016,0.2,0.8,0,0,0,0,0.4346880582,a,2
malcolm x yuri kochiyama,0,4,7,0,0,0,0,237,244,0.1365339863,0.0286885246,0,0,0,0,0.9713114754,0.4256239593,a,2
r.i.p malcolm x,0,3,1,0,0,0,0,8,9,-0.085585052,0.1111111111,0,0,0,0,0.8888888889,0.4236059708,a,2
happy born,0,2,1,0,0,0,0,9,10,-0.0846398646,0.1,0,0,0,0,0.9,0.4230173926,a,2
malcolm x speaks,0,3,5,0,0,0,0,41,46,-0.0506131183,0.1086956522,0,0,0,0,0.8913043478,0.4214153948,a,2
become heavyweight champion of the world,0,6,1,0,0,0,17,0,18,-0.0770783654,0.0555555556,0,0,0,0.9444444444,0,0.4193294879,a,2
dark,0,1,2,0,0,1,2,0,5,-0.0893658016,0.4,0,0,0.2,0.4,0,0.416944549,a,2
opinion,0,1,0,0,0,4,2,0,6,-0.0884206142,0,0,0,0.6666666667,0.3333333333,0,0.4143604082,a,2
become malcolm x,0,3,3,11,0,0,0,0,14,-0.080859115,0.2142857143,0.7857142857,0,0,0,0,0.4128251803,a,2
sarah,0,1,1,0,0,0,0,49,50,-0.0468323687,0.02,0,0,0,0,0.98,0.4109246832,a,2
one of malcolm x,0,4,1,5,0,0,0,0,6,-0.0884206142,0.1666666667,0.8333333333,0,0,0,0,0.4100057599,a,2
hbd,0,1,0,0,0,6,2,305,313,0.2017519167,0,0,0,0.0191693291,0.0063897764,0.9744408946,0.3928989241,b,3
indeed,0,1,1,0,2,0,1,3,7,-0.0874754268,0.1428571429,0,0.2857142857,0,0.1428571429,0.4285714286,0.3924044471,b,3
happy earth day,0,3,1,3,0,0,0,3,7,-0.0874754268,0.1428571429,0.4285714286,0,0,0,0.4285714286,0.3916355132,b,3
cartoon,0,1,0,0,0,2,1,2,5,-0.0893658016,0,0,0,0.4,0.2,0.4,0.3880936217,b,3
twitter,0,1,12,0,2,0,10,3,27,-0.0685716788,0.4444444444,0,0.0740740741,0,0.3703703704,0.1111111111,0.3839092802,b,3
brother malcolm x,0,3,20,67,0,1,0,60,148,0.0457959962,0.1351351351,0.4527027027,0,0.0067567568,0,0.4054054054,0.3835743243,b,3
hero malcolm x,0,3,1,3,0,0,0,4,8,-0.0865302394,0.125,0.375,0,0,0,0.5,0.3823444611,b,3
birth of malcolm x,0,4,1,7,0,0,0,0,8,-0.0865302394,0.125,0.875,0,0,0,0,0.3807923911,b,3
happy bday malcolm x,0,4,1,14,0,0,0,24,39,-0.0572294301,0.0256410256,0.358974359,0,0,0,0.6153846154,0.3774486812,b,3
happy birthday malcolm x,0,4,114,1113,0,4,0,1083,2314,2.0930718984,0.0492653414,0.4809853068,0,0.0017286085,0,0.4680207433,0.3766505743,b,3
war,0,1,6,0,0,0,5,0,11,-0.0836946772,0.5454545455,0,0,0,0.4545454545,0,0.3719081873,b,3
day in history 1965,0,4,0,2,0,0,0,4,6,-0.0884206142,0,0.3333333333,0,0,0,0.6666666667,0.3665151164,b,3
words of malcolm x,0,4,3,27,0,0,0,0,30,-0.0657361166,0.1,0.9,0,0,0,0,0.3642361839,b,3
tupac,0,1,1,0,1,0,1,2,5,-0.0893658016,0.2,0,0.2,0,0.2,0.4,0.3601861469,b,3
days,0,1,0,0,0,21,12,12,45,-0.0515583057,0,0,0,0.4666666667,0.2666666667,0.2666666667,0.3446922939,b,3
birthday of malcolm x,0,4,16,228,0,0,0,0,244,0.1365339863,0.0655737705,0.9344262295,0,0,0,0,0.3426742395,b,3
celebrate malcolm x,0,3,2,11,0,0,0,4,17,-0.0780235528,0.1176470588,0.6470588235,0,0,0,0.2352941176,0.3406703075,b,3
watching malcolm x,0,3,1,6,0,0,0,0,7,-0.0874754268,0.1428571429,0.8571428571,0,0,0,0,0.3395880864,b,3
listen,0,1,20,0,3,0,18,4,45,-0.0515583057,0.4444444444,0,0.0666666667,0,0.4,0.0888888889,0.3394957501,b,3
malcolm x speech,0,3,1,6,0,0,0,2,9,-0.085585052,0.1111111111,0.6666666667,0,0,0,0.2222222222,0.3328824372,b,3
woke,0,1,0,0,1,258,152,2,413,0.2962706565,0,0,0.0024213075,0.6246973366,0.3680387409,0.004842615,0.3308758434,b,3
reading malcolm x,0,3,2,13,0,0,0,0,15,-0.0799139276,0.1333333333,0.8666666667,0,0,0,0,0.3307338049,b,3
minister malcolm x,0,3,2,13,0,0,0,54,69,-0.0288738082,0.0289855072,0.1884057971,0,0,0,0.7826086957,0.323410797,b,3
happy birthday,0,2,729,5326,0,4,77,3112,9248,8.64700131,0.0788278547,0.5759083045,0,0.000432526,0.0083261246,0.3365051903,0.3198875608,b,3
bob beckel,0,2,18,0,0,0,17,1570,1605,1.4229340338,0.0112149533,0,0,0,0.0105919003,0.9781931464,0.3145705204,b,3
—malcolm x,0,2,0,1,0,0,0,14,15,-0.0799139276,0,0.0666666667,0,0,0,0.9333333333,0.3083406795,b,3
im,0,1,1,0,2,0,2,13,18,-0.0770783654,0.0555555556,0,0.1111111111,0,0.1111111111,0.7222222222,0.3077034075,b,3
little,0,1,16,0,1,0,15,4,36,-0.0600649923,0.4444444444,0,0.0277777778,0,0.4166666667,0.1111111111,0.305315208,b,3
may 19 in 1925,0,4,0,7,0,0,0,0,7,-0.0874754268,0,1,0,0,0,0,0.3002886313,b,3
born 19 may 1925,0,4,0,23,0,0,0,0,23,-0.0723524284,0,1,0,0,0,0,0.3002886313,b,3
day malcolm x,0,3,1,9,0,0,0,1,11,-0.0836946772,0.0909090909,0.8181818182,0,0,0,0.0909090909,0.2958758772,b,3
master teacher,0,2,0,0,0,2,1,5,8,-0.0865302394,0,0,0,0.25,0.125,0.625,0.2880963116,b,3
20 famous phrases,0,3,0,2,0,0,0,5,7,-0.0874754268,0,0.2857142857,0,0,0,0.7142857143,0.2864745671,b,3
thought,0,1,28,0,2,0,27,0,57,-0.0402160569,0.4912280702,0,0.0350877193,0,0.4736842105,0,0.2836605403,b,3
truth,0,1,8,0,1188,9,279,5,1489,1.3132922958,0.0053727334,0,0.7978509066,0.0060443251,0.1873740766,0.0033579584,0.2820262372,b,3
malcolm x hated,0,3,0,5,0,1,0,0,6,-0.0884206142,0,0.8333333333,0,0.1666666667,0,0,0.2799340734,b,3
malcolm x speeches,0,3,0,11,0,2,0,1,14,-0.080859115,0,0.7857142857,0,0.1428571429,0,0.0714285714,0.2755128616,b,3
happy,0,1,0,0,26,0,13,87,126,0.0250018735,0,0,0.2063492063,0,0.1031746032,0.6904761905,0.275200085,b,3
–malcolm x,0,2,0,20,0,0,0,20,40,-0.0562842427,0,0.5,0,0,0,0.5,0.2579302125,b,3
rompers,0,1,3,0,0,0,3,0,6,-0.0884206142,0.5,0,0,0,0.5,0,0.2538776506,b,3
happy bday,0,2,6,38,0,0,5,22,71,-0.0269834334,0.0845070423,0.5352112676,0,0,0.0704225352,0.3098591549,0.2531122928,b,3
top 10,0,2,0,4,0,0,0,2,6,-0.0884206142,0,0.6666666667,0,0,0,0.3333333333,0.2433132437,b,3
american muslim minister,0,3,1,29,0,0,0,0,30,-0.0657361166,0.0333333333,0.9666666667,0,0,0,0,0.2407060185,b,3
happy born day,0,3,11,52,0,0,34,244,341,0.2282171639,0.0322580645,0.1524926686,0,0,0.0997067449,0.715542522,0.2369944025,b,3
malcolm x birthday,0,3,1,66,0,0,0,8,75,-0.0232026838,0.0133333333,0.88,0,0,0,0.1066666667,0.232466981,b,3
remember malcolm x,0,3,1,71,0,1,0,0,73,-0.0250930586,0.0136986301,0.9726027397,0,0.0136986301,0,0,0.2309599646,b,3
may 19,0,2,0,680,0,0,4,130,814,0.6752908027,0,0.8353808354,0,0,0.0049140049,0.1597051597,0.2269766587,b,3
great malcolm x,0,3,2,182,0,0,0,10,194,0.0892746165,0.0103092784,0.9381443299,0,0,0,0.0515463918,0.2267606198,b,3
black leaders,0,2,1,2,0,0,1,1,5,-0.0893658016,0.2,0.4,0,0,0.2,0.2,0.2266957142,b,3
malcolm x bday,0,3,1,8,0,0,1,1,11,-0.0836946772,0.0909090909,0.7272727273,0,0,0.0909090909,0.0909090909,0.2266605362,b,3
may 19th,0,2,0,263,0,0,0,11,274,0.1648896083,0,0.9598540146,0,0,0,0.0401459854,0.2258011037,b,3
nov 1963,0,2,0,7,0,0,0,0,7,-0.0874754268,0,1,0,0,0,0,0.2242774212,b,3
11x14 bristol,0,2,0,8,0,0,0,0,8,-0.0865302394,0,1,0,0,0,0,0.2242774212,b,3
december 3,0,2,0,8,0,0,0,0,8,-0.0865302394,0,1,0,0,0,0,0.2242774212,b,3
19 may,0,2,0,9,0,0,0,0,9,-0.085585052,0,1,0,0,0,0,0.2242774212,b,3
4 harlem,0,2,0,116,0,0,0,0,116,0.0155499995,0,1,0,0,0,0,0.2242774212,b,3
happy 92nd birthday,0,3,0,159,0,0,5,73,237,0.1299176746,0,0.6708860759,0,0,0.0210970464,0.3080168776,0.223383221,b,3
malcolm x stared,0,3,1,228,0,0,0,0,229,0.1223561754,0.0043668122,0.9956331878,0,0,0,0,0.2198102501,b,3
love malcolm x,0,3,1,310,0,0,0,3,314,0.2026971041,0.0031847134,0.9872611465,0,0,0,0.0095541401,0.2194627723,b,3
1925 malcolm x,0,3,0,36,0,0,0,1,37,-0.0591198049,0,0.972972973,0,0,0,0.027027027,0.2181434683,b,3
1925 in omaha,0,3,0,114,0,0,0,1,115,0.0146048121,0,0.9913043478,0,0,0,0.0086956522,0.2172329222,b,3
nigeria in 1964,0,3,0,54,0,0,0,0,54,-0.0430516191,0,1,0,0,0,0,0.2168189219,b,3
pete townshend 1945,0,3,0,5,0,0,0,0,5,-0.0893658016,0,1,0,0,0,0,0.2168189219,b,3
malcolm x 1925,0,3,0,5,0,0,0,0,5,-0.0893658016,0,1,0,0,0,0,0.2168189219,b,3
39 in ne,0,3,0,9,0,0,0,0,9,-0.085585052,0,1,0,0,0,0,0.2168189219,b,3
johns hopkins 1795,0,3,0,5,0,0,0,0,5,-0.0893658016,0,1,0,0,0,0,0.2168189219,b,3
joey ramone 1951,0,3,0,5,0,0,0,0,5,-0.0893658016,0,1,0,0,0,0,0.2168189219,b,3
may 19 1925,0,3,0,116,0,0,0,0,116,0.0155499995,0,1,0,0,0,0,0.2168189219,b,3
grace jones 1948,0,3,0,5,0,0,0,0,5,-0.0893658016,0,1,0,0,0,0,0.2168189219,b,3
nora ephron 1941,0,3,0,5,0,0,0,0,5,-0.0893658016,0,1,0,0,0,0,0.2168189219,b,3
1930 grace jones,0,3,0,8,0,0,0,0,8,-0.0865302394,0,1,0,0,0,0,0.2168189219,b,3
happy birthday malcolm,0,3,0,14,0,0,2,15,31,-0.0647909292,0,0.4516129032,0,0,0.064516129,0.4838709677,0.2099697759,b,3
democratic party,0,2,3,0,0,0,3,0,6,-0.0884206142,0.5,0,0,0,0.5,0,0.2096303276,b,3
young people,0,2,3,0,0,0,3,0,6,-0.0884206142,0.5,0,0,0,0.5,0,0.2096303276,b,3
black woman,0,2,2,87,0,0,6,1,96,-0.0033537484,0.0208333333,0.90625,0,0,0.0625,0.0104166667,0.18765181,b,3
nation,0,1,5,0,0,0,6,2,13,-0.0818043024,0.3846153846,0,0,0,0.4615384615,0.1538461538,0.1867460847,b,3
blessed,0,1,1,0,1,0,3,8,13,-0.0818043024,0.0769230769,0,0.0769230769,0,0.2307692308,0.6153846154,0.1817287934,b,3
god,0,1,18,0,21,4,33,12,88,-0.0109152476,0.2045454545,0,0.2386363636,0.0454545455,0.375,0.1363636364,0.1759168116,b,3
growing,0,1,1,0,1,3,4,0,9,-0.085585052,0.1111111111,0,0.1111111111,0.3333333333,0.4444444444,0,0.1635278722,b,3
happy 92nd,0,2,0,4,0,0,1,4,9,-0.085585052,0,0.4444444444,0,0,0.1111111111,0.4444444444,0.1533547561,b,3
19 may 1925,0,3,0,7,0,0,1,0,8,-0.0865302394,0,0.875,0,0,0.125,0,0.1447879611,b,3
conference,0,1,2,0,0,0,4,5,11,-0.0836946772,0.1818181818,0,0,0,0.3636363636,0.4545454545,0.1294178391,b,3
wake,0,1,0,0,0,10,10,2,22,-0.0732976158,0,0,0,0.4545454545,0.4545454545,0.0909090909,0.12901218,b,3
courageous,0,1,2,0,0,0,3,1,6,-0.0884206142,0.3333333333,0,0,0,0.5,0.1666666667,0.1187086882,b,3
