,candidate,batch,length,cap,substring-cap,s-o-sCap,all-cap,non-cap,non-discriminative,cumulative,normalized_cap,normalized_capnormalized_substring-cap,normalized_s-o-sCap,normalized_all-cap,normalized_non-cap,normalized_non-discriminative,probability,status
96613,reveal,4,1,2,0,0,0,5,8,15,0.13333333333333333,0.0,0.0,0.0,0.3333333333333333,0.5333333333333333,0.4398480293784191,a
96773,unite,0,1,1,0,2,2,4,3,12,0.08333333333333333,0.0,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.25,0.4125469254148883,a
96787,adakah,3,1,3,0,3,0,2,2,10,0.3,0.0,0.3,0.0,0.2,0.2,0.5996133667656591,a
96828,hitch,0,1,4,0,1,0,3,1,9,0.4444444444444444,0.0,0.1111111111111111,0.0,0.3333333333333333,0.1111111111111111,0.6196139338820674,a
96854,gabe,1,1,3,0,1,0,4,1,9,0.3333333333333333,0.0,0.1111111111111111,0.0,0.4444444444444444,0.1111111111111111,0.4006927226249058,a
97003,pretty girls,2,2,4,3,0,0,3,3,13,0.3076923076923077,0.23076923076923078,0.0,0.0,0.23076923076923078,0.23076923076923078,0.5667089835399151,a
97020,clyde,1,1,2,0,0,0,2,2,6,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.58681772774408,a
97027,w e e,0,3,0,0,0,8,1,28,37,0.0,0.0,0.0,0.21621621621621623,0.02702702702702703,0.7567567567567568,0.5857392168193523,a
97125,yuck,1,1,1,0,0,2,7,13,23,0.043478260869565216,0.0,0.0,0.08695652173913043,0.30434782608695654,0.5652173913043478,0.4514846469335009,a
97132,dvr,0,1,1,0,0,14,11,4,30,0.03333333333333333,0.0,0.0,0.4666666666666667,0.36666666666666664,0.13333333333333333,0.547738526036227,a
97147,haren,0,1,2,0,1,0,2,1,6,0.3333333333333333,0.0,0.16666666666666666,0.0,0.3333333333333333,0.16666666666666666,0.5186086736548681,a
97226,bienvenue,0,1,1,0,1,0,1,3,6,0.16666666666666666,0.0,0.16666666666666666,0.0,0.16666666666666666,0.5,0.5950847654209117,a
97250,celine,2,1,2,0,1,0,2,0,5,0.4,0.0,0.2,0.0,0.4,0.0,0.4669900428994846,a
97296,karla,1,1,2,0,1,0,2,0,5,0.4,0.0,0.2,0.0,0.4,0.0,0.4669900428994846,a
97411,5a,0,1,0,0,0,3,3,1,7,0.0,0.0,0.0,0.42857142857142855,0.42857142857142855,0.14285714285714285,0.43014551187891426,a
97520,urb,0,1,1,0,0,0,2,2,5,0.2,0.0,0.0,0.0,0.4,0.4,0.40681216509875745,a
97525,gates,1,1,6,0,0,1,9,3,19,0.3157894736842105,0.0,0.0,0.05263157894736842,0.47368421052631576,0.15789473684210525,0.4217221077706018,a
97628,tribunal,2,1,1,0,2,0,1,2,6,0.16666666666666666,0.0,0.3333333333333333,0.0,0.16666666666666666,0.3333333333333333,0.5278394870308596,a
97713,hpe,1,1,1,0,0,0,1,3,5,0.2,0.0,0.0,0.0,0.2,0.6,0.6401381209401223,a
97730,the dilemma,0,2,2,0,0,0,2,2,6,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.5951466319754747,a
97752,herman,1,1,2,0,0,0,4,8,14,0.14285714285714285,0.0,0.0,0.0,0.2857142857142857,0.5714285714285714,0.5043697706606394,a
97804,pkg,1,1,1,0,0,1,2,1,5,0.2,0.0,0.0,0.2,0.4,0.2,0.5007045183365324,a
97893,danielle,0,1,5,0,0,0,5,4,14,0.35714285714285715,0.0,0.0,0.0,0.35714285714285715,0.2857142857142857,0.5753088223205859,a
98024,rozay,1,1,1,0,0,0,2,2,5,0.2,0.0,0.0,0.0,0.4,0.4,0.40681216509875745,a
98084,damnn,1,1,5,0,6,0,5,5,21,0.23809523809523808,0.0,0.2857142857142857,0.0,0.23809523809523808,0.23809523809523808,0.5151399485788986,a
98104,rn,0,1,1,0,0,12,16,21,50,0.02,0.0,0.0,0.24,0.32,0.42,0.4906832546488264,a
98117,dow,0,1,1,0,0,0,2,3,6,0.16666666666666666,0.0,0.0,0.0,0.3333333333333333,0.5,0.46458691989523615,a
98153,yahtzee on the rs games,0,5,7,0,0,0,0,0,7,1.0,0.0,0.0,0.0,0.0,0.0,0.48684132647573675,a
98208,rpm,1,1,0,0,0,3,2,0,5,0.0,0.0,0.0,0.6,0.4,0.0,0.5418907847013104,a
98314,woops,1,1,1,0,2,0,2,5,10,0.1,0.0,0.2,0.0,0.2,0.5,0.4941109079284948,a
98324,o.ort,0,1,1,3,0,1,0,0,5,0.2,0.6,0.0,0.2,0.0,0.0,0.6317356182035965,a
98358,junsu,1,1,6,0,0,0,6,6,18,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.58681772774408,a
98408,zomg,2,1,0,0,1,2,1,2,6,0.0,0.0,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.630496242076177,a
98577,burguer,3,1,1,0,0,0,2,2,5,0.2,0.0,0.0,0.0,0.4,0.4,0.40681216509875745,a
98610,flush,4,1,3,0,0,0,4,1,8,0.375,0.0,0.0,0.0,0.5,0.125,0.4072796876150271,a
98703,adee,4,1,1,0,0,0,2,3,6,0.16666666666666666,0.0,0.0,0.0,0.3333333333333333,0.5,0.46458691989523615,a
98707,tn,0,1,0,0,1,10,7,8,26,0.0,0.0,0.038461538461538464,0.38461538461538464,0.2692307692307692,0.3076923076923077,0.5893258050738682,a
98762,bonamana,0,1,2,0,0,0,2,2,6,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.58681772774408,a
98791,3 im,0,2,2,0,0,0,2,1,5,0.4,0.0,0.0,0.0,0.4,0.2,0.5690848983030309,a
98829,definately,1,1,1,0,0,1,4,6,12,0.08333333333333333,0.0,0.0,0.08333333333333333,0.3333333333333333,0.5,0.4437126636650996,a
98886,ksian,1,1,6,0,5,0,7,3,21,0.2857142857142857,0.0,0.23809523809523808,0.0,0.3333333333333333,0.14285714285714285,0.451753923596669,a
99019,kane,0,1,4,0,1,0,4,7,16,0.25,0.0,0.0625,0.0,0.25,0.4375,0.6005244003422745,a
99045,playboy party,0,2,1,3,0,0,0,1,5,0.2,0.6,0.0,0.0,0.0,0.2,0.5048320428748453,a
99087,loreley,2,1,2,0,1,0,2,3,8,0.25,0.0,0.125,0.0,0.25,0.375,0.5768242384848564,a
99097,sands,2,1,1,0,0,0,2,3,6,0.16666666666666666,0.0,0.0,0.0,0.3333333333333333,0.5,0.46458691989523615,a
99140,mila,1,1,3,0,0,0,5,4,12,0.25,0.0,0.0,0.0,0.4166666666666667,0.3333333333333333,0.4224503575951615,a
99151,coastal,0,1,2,0,0,0,2,2,6,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.58681772774408,a
99206,inalillahi,1,1,3,0,3,0,2,2,10,0.3,0.0,0.3,0.0,0.2,0.2,0.5996133667656591,a
99258,devin,1,1,1,0,1,1,2,1,6,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.16666666666666666,0.473005200929971,a
99299,pres,1,1,8,0,1,0,13,10,32,0.25,0.0,0.03125,0.0,0.40625,0.3125,0.422452134440535,a
99328,google translate,0,2,3,0,0,0,3,1,7,0.42857142857142855,0.0,0.0,0.0,0.42857142857142855,0.14285714285714285,0.5568713329889696,a
99358,maarja,2,1,1,0,3,0,1,4,9,0.1111111111111111,0.0,0.3333333333333333,0.0,0.1111111111111111,0.4444444444444444,0.5511548822918944,a
99367,brittney,0,1,1,0,0,0,2,4,7,0.14285714285714285,0.0,0.0,0.0,0.2857142857142857,0.5714285714285714,0.5043697706606394,a
99391,saliendo para,2,2,1,3,0,0,0,1,5,0.2,0.6,0.0,0.0,0.0,0.2,0.5048320428748453,a
99435,lee,0,1,22,0,4,0,47,52,125,0.176,0.0,0.032,0.0,0.376,0.416,0.4057797164390589,a
99437,carr,1,1,2,0,0,0,2,1,5,0.4,0.0,0.0,0.0,0.4,0.2,0.5532578001388209,a
99446,cass,1,1,3,0,0,1,5,2,11,0.2727272727272727,0.0,0.0,0.09090909090909091,0.45454545454545453,0.18181818181818182,0.43258795430865116,a
99464,indonesia,0,1,92,0,3,5,93,46,239,0.38493723849372385,0.0,0.012552301255230125,0.02092050209205021,0.3891213389121339,0.19246861924686193,0.5602326358362396,a
99499,new products,0,2,1,0,0,0,2,2,5,0.2,0.0,0.0,0.0,0.4,0.4,0.4146098373234487,a
99501,cachorra,0,1,2,0,0,0,7,12,21,0.09523809523809523,0.0,0.0,0.0,0.3333333333333333,0.5714285714285714,0.41196884991138205,a
99506,omar,0,1,5,0,2,0,6,3,16,0.3125,0.0,0.125,0.0,0.375,0.1875,0.4681992423010679,a
99520,billie,0,1,5,0,1,0,5,6,17,0.29411764705882354,0.0,0.058823529411764705,0.0,0.29411764705882354,0.35294117647058826,0.5826350539589837,a
99562,diver,0,1,1,0,0,0,1,3,5,0.2,0.0,0.0,0.0,0.2,0.6,0.6401381209401223,a
99600,gah,3,1,1,0,4,0,4,11,20,0.05,0.0,0.2,0.0,0.2,0.55,0.45644070209044985,a
99616,brea,0,1,1,0,0,0,1,3,5,0.2,0.0,0.0,0.0,0.2,0.6,0.6401381209401223,a
99717,hennessey,1,1,2,0,1,0,2,0,5,0.4,0.0,0.2,0.0,0.4,0.0,0.4669900428994846,a
99775,fid,1,1,1,0,0,3,4,1,9,0.1111111111111111,0.0,0.0,0.3333333333333333,0.4444444444444444,0.1111111111111111,0.4420397065618582,a
99889,4x,0,1,0,0,0,1,1,6,8,0.0,0.0,0.0,0.125,0.125,0.75,0.6355058148871928,a
99924,confetti,2,1,1,0,0,0,1,3,5,0.2,0.0,0.0,0.0,0.2,0.6,0.6401381209401223,a
100111,taee,2,1,2,0,2,0,1,0,5,0.4,0.0,0.4,0.0,0.2,0.0,0.6248609156196052,a
100117,fusion,0,1,5,0,0,0,6,9,20,0.25,0.0,0.0,0.0,0.3,0.45,0.5664946297759433,a
100131,assistant,1,1,4,0,0,0,6,10,20,0.2,0.0,0.0,0.0,0.3,0.5,0.5298694308266991,a
100171,internet explorer,0,2,5,0,0,0,4,2,11,0.45454545454545453,0.0,0.0,0.0,0.36363636363636365,0.18181818181818182,0.647764173341918,a
100223,sci-fi,4,1,1,0,0,1,2,1,5,0.2,0.0,0.0,0.2,0.4,0.2,0.5007045183365324,a
100291,agnes monica,0,2,3,1,0,0,3,0,7,0.42857142857142855,0.14285714285714285,0.0,0.0,0.42857142857142855,0.0,0.4769612138977902,a
100352,bkk,1,1,0,0,0,2,2,1,5,0.0,0.0,0.0,0.4,0.4,0.2,0.4530293267240119,a
100400,nite2,0,1,1,0,2,0,1,2,6,0.16666666666666666,0.0,0.3333333333333333,0.0,0.16666666666666666,0.3333333333333333,0.5278394870308596,a
100454,riverside,1,1,3,0,1,0,3,3,10,0.3,0.0,0.1,0.0,0.3,0.3,0.5636178732550112,a
100460,international,0,1,8,0,0,0,36,67,111,0.07207207207207207,0.0,0.0,0.0,0.32432432432432434,0.6036036036036037,0.4059635186143259,a
100479,kebohongan,1,1,0,0,0,2,2,2,6,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.5050153475316219,a
100533,roca,4,1,1,0,0,0,2,2,5,0.2,0.0,0.0,0.0,0.4,0.4,0.40681216509875745,a
100592,scrappy,0,1,1,0,0,0,2,2,5,0.2,0.0,0.0,0.0,0.4,0.4,0.40681216509875745,a
100600,causando,1,1,1,0,0,0,2,3,6,0.16666666666666666,0.0,0.0,0.0,0.3333333333333333,0.5,0.46458691989523615,a
100609,kredit,3,1,1,0,0,1,2,1,5,0.2,0.0,0.0,0.2,0.4,0.2,0.5007045183365324,a
100620,think again,2,2,1,0,0,0,2,3,6,0.16666666666666666,0.0,0.0,0.0,0.3333333333333333,0.5,0.4660341011811632,a
100675,king,0,1,35,1,5,2,61,58,162,0.21604938271604937,0.006172839506172839,0.030864197530864196,0.012345679012345678,0.3765432098765432,0.35802469135802467,0.43762969163687987,a
100724,b.o,0,1,0,0,1,1,1,2,5,0.0,0.0,0.2,0.2,0.2,0.4,0.5180171076376487,a
100779,lolrt,4,1,1,5,3,2,0,1,12,0.08333333333333333,0.4166666666666667,0.25,0.16666666666666666,0.0,0.08333333333333333,0.5472633732387508,a
100831,luan manda,2,2,1,2,0,0,1,1,5,0.2,0.4,0.0,0.0,0.2,0.2,0.41545443017564754,a
100932,cj,1,1,1,0,0,5,4,9,19,0.05263157894736842,0.0,0.0,0.2631578947368421,0.21052631578947367,0.47368421052631576,0.648035814495832,a
101028,btl,1,1,2,0,0,0,2,2,6,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.58681772774408,a
101040,mas adji,1,2,3,2,0,0,3,2,10,0.3,0.2,0.0,0.0,0.3,0.2,0.49829576006210957,a
101058,power balance,1,2,2,0,0,0,2,1,5,0.4,0.0,0.0,0.0,0.4,0.2,0.5690848983030309,a
101087,henry,1,1,9,1,5,0,10,18,43,0.20930232558139536,0.023255813953488372,0.11627906976744186,0.0,0.23255813953488372,0.4186046511627907,0.5600284071969057,a
101095,braga,0,1,2,0,1,0,2,4,9,0.2222222222222222,0.0,0.1111111111111111,0.0,0.2222222222222222,0.4444444444444444,0.5939879634863878,a
101125,oya,0,1,11,0,8,0,13,6,38,0.2894736842105263,0.0,0.21052631578947367,0.0,0.34210526315789475,0.15789473684210525,0.45559576797336965,a
101209,infernos,2,1,1,0,0,0,3,7,11,0.09090909090909091,0.0,0.0,0.0,0.2727272727272727,0.6363636363636364,0.48097449672122183,a
101232,paredes,0,1,8,0,0,1,7,2,18,0.4444444444444444,0.0,0.0,0.05555555555555555,0.3888888888888889,0.1111111111111111,0.620215938648799,a
101254,por favoor,2,2,1,2,0,2,3,3,11,0.09090909090909091,0.18181818181818182,0.0,0.18181818181818182,0.2727272727272727,0.2727272727272727,0.44894131707587437,a
101287,etdah,2,1,2,0,1,0,2,1,6,0.3333333333333333,0.0,0.16666666666666666,0.0,0.3333333333333333,0.16666666666666666,0.5186086736548681,a
101327,nunka,4,1,1,0,0,0,1,3,5,0.2,0.0,0.0,0.0,0.2,0.6,0.6401381209401223,a
101347,payasos,4,1,1,0,0,0,2,2,5,0.2,0.0,0.0,0.0,0.4,0.4,0.40681216509875745,a
101362,sr,0,1,16,0,0,4,19,43,82,0.1951219512195122,0.0,0.0,0.04878048780487805,0.23170731707317074,0.524390243902439,0.6263810761672712,a
101451,piracy,4,1,1,0,0,0,1,3,5,0.2,0.0,0.0,0.0,0.2,0.6,0.6401381209401223,a
101452,folia,1,1,2,0,0,0,3,2,7,0.2857142857142857,0.0,0.0,0.0,0.42857142857142855,0.2857142857142857,0.4335597797090798,a
101482,becky,1,1,5,0,2,0,7,3,17,0.29411764705882354,0.0,0.11764705882352941,0.0,0.4117647058823529,0.17647058823529413,0.4108955259052861,a
101486,nob,2,1,2,0,0,1,3,1,7,0.2857142857142857,0.0,0.0,0.14285714285714285,0.42857142857142855,0.14285714285714285,0.4992125844087728,a
101510,retribuo,0,1,2,0,0,0,4,5,11,0.18181818181818182,0.0,0.0,0.0,0.36363636363636365,0.45454545454545453,0.4384999150640577,a
101572,sara,1,1,8,0,1,2,9,10,30,0.26666666666666666,0.0,0.03333333333333333,0.06666666666666667,0.3,0.3333333333333333,0.5963460360756518,a
101577,new jack city,5,3,1,0,0,0,1,4,6,0.16666666666666666,0.0,0.0,0.0,0.16666666666666666,0.6666666666666666,0.5328493247651336,a
101589,rama,1,1,1,0,1,0,10,26,38,0.02631578947368421,0.0,0.02631578947368421,0.0,0.2631578947368421,0.6842105263157895,0.4342277329168608,a
101593,el united,4,2,2,3,0,0,0,0,5,0.4,0.6,0.0,0.0,0.0,0.0,0.6490223516938137,a
101610,cibinong,1,1,2,0,1,0,2,3,8,0.25,0.0,0.125,0.0,0.25,0.375,0.5768242384848564,a
101617,delta,2,1,2,0,0,0,2,3,7,0.2857142857142857,0.0,0.0,0.0,0.2857142857142857,0.42857142857142855,0.6080951354070865,a
101626,roofing,0,1,1,0,1,0,2,3,7,0.14285714285714285,0.0,0.14285714285714285,0.0,0.2857142857142857,0.42857142857142855,0.4462659813901214,a
101668,bjao,0,1,2,0,1,0,3,3,9,0.2222222222222222,0.0,0.1111111111111111,0.0,0.3333333333333333,0.3333333333333333,0.4598807306830966,a
101707,zero,0,1,5,0,3,10,36,65,119,0.04201680672268908,0.0,0.025210084033613446,0.08403361344537816,0.3025210084033613,0.5462184873949579,0.4409633543744339,a
101879,movilnet,0,1,2,0,3,0,1,0,6,0.3333333333333333,0.0,0.5,0.0,0.16666666666666666,0.0,0.5744005184327415,a
101973,kct,3,1,1,0,0,2,2,0,5,0.2,0.0,0.0,0.4,0.4,0.0,0.5873121284684509,a
102050,marcia,2,1,1,0,0,0,1,3,5,0.2,0.0,0.0,0.0,0.2,0.6,0.6401381209401223,a
102082,watever,1,1,2,0,1,0,2,2,7,0.2857142857142857,0.0,0.14285714285714285,0.0,0.2857142857142857,0.2857142857142857,0.553002324719927,a
102127,open house,1,2,2,1,0,0,4,8,15,0.13333333333333333,0.06666666666666667,0.0,0.0,0.26666666666666666,0.5333333333333333,0.48024695675358586,a
102223,bbq,0,1,2,0,0,17,16,19,54,0.037037037037037035,0.0,0.0,0.3148148148148148,0.2962962962962963,0.35185185185185186,0.5668708863988228,a
102315,dim sum,3,2,3,1,0,0,3,0,7,0.42857142857142855,0.14285714285714285,0.0,0.0,0.42857142857142855,0.0,0.4769612138977902,a
102330,kesha,1,1,4,0,2,0,6,9,21,0.19047619047619047,0.0,0.09523809523809523,0.0,0.2857142857142857,0.42857142857142855,0.5019608042803126,a
102563,zoe,1,1,6,1,1,1,5,7,21,0.2857142857142857,0.047619047619047616,0.047619047619047616,0.047619047619047616,0.23809523809523808,0.3333333333333333,0.643473223630298,a
102618,q deus,2,2,4,8,0,0,0,0,12,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.5581148002851704,a
102716,strokes,0,1,8,0,1,0,8,6,23,0.34782608695652173,0.0,0.043478260869565216,0.0,0.34782608695652173,0.2608695652173913,0.5627938247125146,a
102901,vem gente,0,2,0,4,0,4,3,5,16,0.0,0.25,0.0,0.25,0.1875,0.3125,0.46364629848612904,a
102985,cabo,5,1,1,0,1,0,1,4,7,0.14285714285714285,0.0,0.14285714285714285,0.0,0.14285714285714285,0.5714285714285714,0.6121288355964125,a
102987,bob,0,1,24,1,6,2,27,24,84,0.2857142857142857,0.011904761904761904,0.07142857142857142,0.023809523809523808,0.32142857142857145,0.2857142857142857,0.5439211183489824,a
103031,vandy,0,1,2,0,0,0,2,2,6,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.58681772774408,a
103127,britney fans,0,2,1,3,0,1,0,0,5,0.2,0.6,0.0,0.2,0.0,0.0,0.57391387748497,a
103184,yesung,1,1,8,0,4,3,8,5,28,0.2857142857142857,0.0,0.14285714285714285,0.10714285714285714,0.2857142857142857,0.17857142857142858,0.6007537623853081,a
103200,enforcement,0,1,1,0,0,0,2,2,5,0.2,0.0,0.0,0.0,0.4,0.4,0.40681216509875745,a
103206,raja bell,0,2,2,0,0,0,2,1,5,0.4,0.0,0.0,0.0,0.4,0.2,0.5690848983030309,a
103220,long beach,0,2,1,0,0,0,2,4,7,0.14285714285714285,0.0,0.0,0.0,0.2857142857142857,0.5714285714285714,0.5014583201507608,a
103256,jajanin,4,1,1,0,0,0,2,2,5,0.2,0.0,0.0,0.0,0.4,0.4,0.40681216509875745,a
103311,cirebon,1,1,1,0,0,0,2,2,5,0.2,0.0,0.0,0.0,0.4,0.4,0.40681216509875745,a
103320,hatch,1,1,2,0,2,0,2,1,7,0.2857142857142857,0.0,0.2857142857142857,0.0,0.2857142857142857,0.14285714285714285,0.490989157813282,a
103510,fdp,0,1,1,0,0,18,28,33,80,0.0125,0.0,0.0,0.225,0.35,0.4125,0.4409391602462132,a
103531,missin,4,1,1,0,1,0,3,7,12,0.08333333333333333,0.0,0.08333333333333333,0.0,0.25,0.5833333333333334,0.4694556546412675,a
103545,treme,0,1,1,0,0,0,2,3,6,0.16666666666666666,0.0,0.0,0.0,0.3333333333333333,0.5,0.46458691989523615,a
103563,wholesale,3,1,1,0,0,0,2,3,6,0.16666666666666666,0.0,0.0,0.0,0.3333333333333333,0.5,0.46458691989523615,a
103635,diputado,2,1,3,0,0,0,3,1,7,0.42857142857142855,0.0,0.0,0.0,0.42857142857142855,0.14285714285714285,0.537703286331163,a
103660,stilettos,2,1,2,0,0,0,2,1,5,0.4,0.0,0.0,0.0,0.4,0.2,0.5532578001388209,a
103681,java,0,1,11,0,0,1,12,27,51,0.21568627450980393,0.0,0.0,0.0196078431372549,0.23529411764705882,0.5294117647058824,0.6234394012646701,a
103710,guaranteed,1,1,4,0,1,1,7,4,17,0.23529411764705882,0.0,0.058823529411764705,0.058823529411764705,0.4117647058823529,0.23529411764705882,0.4201790692100952,a
103741,bush,0,1,13,0,8,0,16,13,50,0.26,0.0,0.16,0.0,0.32,0.26,0.4839447517526165,a
103771,pay your web designer,2,4,5,0,0,0,1,3,9,0.5555555555555556,0.0,0.0,0.0,0.1111111111111111,0.3333333333333333,0.5894039318349715,a
103781,search engine optimization,1,3,2,2,0,0,2,6,12,0.16666666666666666,0.16666666666666666,0.0,0.0,0.16666666666666666,0.5,0.4572208395099085,a
103812,apelu,1,1,3,0,0,0,3,0,6,0.5,0.0,0.0,0.0,0.5,0.0,0.49649397740925777,a
103835,el zulia,0,2,2,2,0,0,1,1,6,0.3333333333333333,0.3333333333333333,0.0,0.0,0.16666666666666666,0.16666666666666666,0.5969325341692564,a
103875,innalillahi,0,1,19,0,23,1,13,10,66,0.2878787878787879,0.0,0.3484848484848485,0.015151515151515152,0.19696969696969696,0.15151515151515152,0.5806628595323368,a
103949,blazin,2,1,2,0,0,0,2,6,10,0.2,0.0,0.0,0.0,0.2,0.6,0.6401381209401223,a
104090,trans7,2,1,2,0,0,0,2,1,5,0.4,0.0,0.0,0.0,0.4,0.2,0.5532578001388209,a
104164,vicky,3,1,2,0,0,0,4,5,11,0.18181818181818182,0.0,0.0,0.0,0.36363636363636365,0.45454545454545453,0.4384999150640577,a
104283,bittersweet,0,1,3,0,1,0,3,4,11,0.2727272727272727,0.0,0.09090909090909091,0.0,0.2727272727272727,0.36363636363636365,0.5799630520204422,a
104334,eagles,0,1,4,0,1,0,5,10,20,0.2,0.0,0.05,0.0,0.25,0.5,0.5693438125054135,a
104381,intrigue,0,1,2,0,0,0,2,2,6,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.58681772774408,a
104413,kanji,1,1,2,0,0,0,3,2,7,0.2857142857142857,0.0,0.0,0.0,0.42857142857142855,0.2857142857142857,0.4335597797090798,a
104438,toros,1,1,4,0,0,1,7,6,18,0.2222222222222222,0.0,0.0,0.05555555555555555,0.3888888888888889,0.3333333333333333,0.46327137371023175,a
104467,foto sendiri,1,2,0,1,0,3,2,0,6,0.0,0.16666666666666666,0.0,0.5,0.3333333333333333,0.0,0.44162461097382194,a
104482,kiera,1,1,1,0,0,0,2,3,6,0.16666666666666666,0.0,0.0,0.0,0.3333333333333333,0.5,0.46458691989523615,a
104596,meth,1,1,1,0,1,1,2,3,8,0.125,0.0,0.125,0.125,0.25,0.375,0.5448294754703388,a
104634,sop,2,1,2,0,2,0,3,4,11,0.18181818181818182,0.0,0.18181818181818182,0.0,0.2727272727272727,0.36363636363636365,0.47503596895464906,a
104636,yogi bear,2,2,2,1,0,0,2,1,6,0.3333333333333333,0.16666666666666666,0.0,0.0,0.3333333333333333,0.16666666666666666,0.5044307848235033,a
104685,fas,2,1,1,0,0,2,4,5,12,0.08333333333333333,0.0,0.0,0.16666666666666666,0.3333333333333333,0.4166666666666667,0.4844565762439193,a
104726,leia,0,1,8,0,12,3,11,12,46,0.17391304347826086,0.0,0.2608695652173913,0.06521739130434782,0.2391304347826087,0.2608695652173913,0.5076225217596652,a
104730,jenny,0,1,10,0,3,0,8,6,27,0.37037037037037035,0.0,0.1111111111111111,0.0,0.2962962962962963,0.2222222222222222,0.6129445074588459,a
104805,xperia,1,1,2,0,1,0,3,6,12,0.16666666666666666,0.0,0.08333333333333333,0.0,0.25,0.5,0.5319619922532283,a
104807,astrology,0,1,1,0,1,0,1,2,5,0.2,0.0,0.2,0.0,0.2,0.4,0.5688460583186827,a
104829,uci,1,1,1,0,1,3,3,0,8,0.125,0.0,0.125,0.375,0.375,0.0,0.5033852280781091,a
104864,sage,0,1,2,0,0,0,4,6,12,0.16666666666666666,0.0,0.0,0.0,0.3333333333333333,0.5,0.46458691989523615,a
104921,punjabi,3,1,2,0,0,0,2,1,5,0.4,0.0,0.0,0.0,0.4,0.2,0.5532578001388209,a
104946,malandro,1,1,5,0,10,0,3,5,23,0.21739130434782608,0.0,0.43478260869565216,0.0,0.13043478260869565,0.21739130434782608,0.5639112792985671,a
105029,30m,0,1,0,0,0,1,1,5,7,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.7142857142857143,0.6267813312311614,a
105085,oxe,4,1,1,0,0,0,1,3,5,0.2,0.0,0.0,0.0,0.2,0.6,0.6401381209401223,a
105167,muahh,0,1,0,0,1,1,1,2,5,0.0,0.0,0.2,0.2,0.2,0.4,0.5180171076376487,a
105179,septiembre,2,1,2,0,0,0,2,1,5,0.4,0.0,0.0,0.0,0.4,0.2,0.5532578001388209,a
105243,python,2,1,2,0,0,0,3,2,7,0.2857142857142857,0.0,0.0,0.0,0.42857142857142855,0.2857142857142857,0.4335597797090798,a
105355,cha cha,2,2,1,0,0,0,2,5,8,0.125,0.0,0.0,0.0,0.25,0.625,0.5268795381889357,a
105437,tetris,1,1,2,0,0,0,2,1,5,0.4,0.0,0.0,0.0,0.4,0.2,0.5532578001388209,a
105534,sensibilidade,0,1,3,0,0,0,4,1,8,0.375,0.0,0.0,0.0,0.5,0.125,0.4072796876150271,a
105544,vicente,1,1,2,0,0,0,2,2,6,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.58681772774408,a
105597,sukak,0,1,3,0,3,0,2,2,10,0.3,0.0,0.3,0.0,0.2,0.2,0.5996133667656591,a
105629,small business,2,2,4,1,0,0,4,7,16,0.25,0.0625,0.0,0.0,0.25,0.4375,0.5925759047542174,a
105646,diabetic,2,1,1,0,0,0,2,2,5,0.2,0.0,0.0,0.0,0.4,0.4,0.40681216509875745,a
105729,huahua,1,1,1,0,0,4,5,6,16,0.0625,0.0,0.0,0.25,0.3125,0.375,0.5351289682658749,a
105765,bbmsn,0,1,1,0,1,1,2,0,5,0.2,0.0,0.2,0.2,0.4,0.0,0.41140512303673854,a
105768,pls sign,2,2,0,1,0,4,2,0,7,0.0,0.14285714285714285,0.0,0.5714285714285714,0.2857142857142857,0.0,0.5379077634615855,a
105830,decline,4,1,1,0,0,0,2,2,5,0.2,0.0,0.0,0.0,0.4,0.4,0.40681216509875745,a
105878,beckford,2,1,3,0,0,0,3,0,6,0.5,0.0,0.0,0.0,0.5,0.0,0.49649397740925777,a
105913,29th,0,1,0,0,0,0,2,6,8,0.0,0.0,0.0,0.0,0.25,0.75,0.44026499755337295,a
105918,terbangun,1,1,3,0,1,0,3,1,8,0.375,0.0,0.125,0.0,0.375,0.125,0.5142217918997029,a
105925,sam,0,1,55,0,6,3,53,45,162,0.3395061728395062,0.0,0.037037037037037035,0.018518518518518517,0.3271604938271605,0.2777777777777778,0.5924762851951868,a
105936,mayaguez,0,1,3,0,0,0,3,3,9,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.58681772774408,a
