candidate,batch,length,cap,substring-cap,s-o-sCap,all-cap,non-cap,non-discriminative,cumulative,Z_ScoreUnweighted,normalized_cap,normalized_capnormalized_substring-cap,normalized_s-o-sCap,normalized_all-cap,normalized_non-cap,normalized_non-discriminative,probability,status
tudo bem,0,2,1,28,0,0,109,54,192,0.9269114245305683,0.005208333333333333,0.14583333333333334,0.0,0.0,0.5677083333333334,0.28125,0.09323374808922663,b
memang,0,1,9,0,14,1,117,16,157,0.7382366529364367,0.05732484076433121,0.0,0.08917197452229299,0.006369426751592357,0.7452229299363057,0.10191082802547771,0.04436444994327958,b
dutch,0,1,21,0,3,0,11,7,42,0.11830526055571844,0.5,0.0,0.07142857142857142,0.0,0.2619047619047619,0.16666666666666666,0.7037995044874313,a
8th,0,1,0,0,0,0,21,6,27,0.03744464415823345,0.0,0.0,0.0,0.0,0.7777777777777778,0.2222222222222222,0.03309091253746431,b
high,0,1,28,0,18,4,362,125,537,2.7867056016727227,0.0521415270018622,0.0,0.0335195530726257,0.0074487895716946,0.6741154562383612,0.23277467411545624,0.06110189828418493,b
eye,2,1,5,0,4,1,117,26,153,0.7166738218971074,0.032679738562091505,0.0,0.026143790849673203,0.006535947712418301,0.7647058823529411,0.16993464052287582,0.03902938294054938,b
cry,0,1,13,1,1,4,272,56,347,1.7624711273045797,0.037463976945244955,0.002881844380403458,0.002881844380403458,0.011527377521613832,0.7838616714697406,0.16138328530259366,0.03758353376570998,b
rap,0,1,13,0,3,4,92,30,142,0.6573760365389517,0.09154929577464789,0.0,0.02112676056338028,0.028169014084507043,0.647887323943662,0.2112676056338028,0.08274180110168197,b
pakai,0,1,1,0,0,0,34,5,40,0.10752384503605378,0.025,0.0,0.0,0.0,0.85,0.125,0.02699352271057016,b
sonho,2,1,2,0,4,3,64,17,90,0.3770592330276704,0.022222222222222223,0.0,0.044444444444444446,0.03333333333333333,0.7111111111111111,0.18888888888888888,0.048732723285753204,b
van,0,1,18,0,21,1,1477,228,1745,9.298680575550181,0.010315186246418338,0.0,0.012034383954154728,0.0005730659025787965,0.8464183381088826,0.13065902578796562,0.025751083048280183,b
wanna go,0,2,5,9,0,1,149,41,205,0.9969906254083886,0.024390243902439025,0.04390243902439024,0.0,0.004878048780487805,0.7268292682926829,0.2,0.059715043582155625,b
sepatu,1,1,4,0,6,0,46,7,63,0.23151012351219744,0.06349206349206349,0.0,0.09523809523809523,0.0,0.7301587301587301,0.1111111111111111,0.04756853882992185,b
haa,0,1,16,0,7,3,42,24,92,0.3878406485473351,0.17391304347826086,0.0,0.07608695652173914,0.03260869565217391,0.45652173913043476,0.2608695652173913,0.22973032543647626,b
nat,0,1,8,0,7,0,19,17,51,0.1668216303942094,0.1568627450980392,0.0,0.13725490196078433,0.0,0.37254901960784315,0.3333333333333333,0.2683166805535264,b
vanavond,0,1,5,0,10,0,39,10,64,0.23690083127202977,0.078125,0.0,0.15625,0.0,0.609375,0.15625,0.08022217386333348,b
nfc championship,0,2,19,8,0,0,3,6,36,0.08596101399672444,0.5277777777777778,0.2222222222222222,0.0,0.0,0.08333333333333333,0.16666666666666666,0.8535982943078059,g
tm,0,1,0,0,0,5,12,8,25,0.02666322863856879,0.0,0.0,0.0,0.2,0.48,0.32,0.16600368383522465,b
kyuhyun,1,1,11,0,2,0,8,8,29,0.048226059677898114,0.3793103448275862,0.0,0.06896551724137931,0.0,0.27586206896551724,0.27586206896551724,0.5871391478718903,a
cousins,3,1,1,0,0,0,27,5,33,0.06978889071722745,0.030303030303030304,0.0,0.0,0.0,0.8181818181818182,0.15151515151515152,0.031293314512259286,b
seharian,1,1,3,0,4,0,30,6,43,0.12369596831555077,0.06976744186046512,0.0,0.09302325581395349,0.0,0.6976744186046512,0.13953488372093023,0.055870762213171374,b
bosan,1,1,10,0,5,1,26,13,55,0.18838446143353876,0.18181818181818182,0.0,0.09090909090909091,0.01818181818181818,0.4727272727272727,0.23636363636363636,0.2154585672943936,b
rick,0,1,6,0,1,0,6,16,29,0.048226059677898114,0.20689655172413793,0.0,0.034482758620689655,0.0,0.20689655172413793,0.5517241379310345,0.4934867607717727,a
ag,1,1,5,0,2,7,18,5,37,0.09135172175655677,0.13513513513513514,0.0,0.05405405405405406,0.1891891891891892,0.4864864864864865,0.13513513513513514,0.2388464559627189,b
berarti,0,1,7,0,25,0,129,22,183,0.8783950546920772,0.03825136612021858,0.0,0.1366120218579235,0.0,0.7049180327868853,0.12021857923497267,0.0467842320427048,b
crowd,0,1,1,0,2,0,82,7,92,0.3878406485473351,0.010869565217391304,0.0,0.021739130434782608,0.0,0.8913043478260869,0.07608695652173914,0.021441030023686247,b
ey,0,1,13,0,13,2,59,25,112,0.4956548037439817,0.11607142857142858,0.0,0.11607142857142858,0.017857142857142856,0.5267857142857143,0.22321428571428573,0.13746524082067124,b
abis,0,1,47,0,43,0,453,81,624,3.2556971767781357,0.07532051282051282,0.0,0.06891025641025642,0.0,0.7259615384615384,0.12980769230769232,0.0515154602870872,b
ves,1,1,3,0,0,0,98,9,110,0.484873388224317,0.02727272727272727,0.0,0.0,0.0,0.8909090909090909,0.08181818181818182,0.023153869026050843,b
segala,0,1,3,0,1,0,75,15,94,0.39862206406699974,0.031914893617021274,0.0,0.010638297872340425,0.0,0.7978723404255319,0.1595744680851064,0.03392714967205811,b
rumo,0,1,5,0,7,1,22,6,41,0.11291455279588611,0.12195121951219512,0.0,0.17073170731707318,0.024390243902439025,0.5365853658536586,0.14634146341463414,0.13210282846961863,b
offline,0,1,5,0,2,7,43,33,90,0.3770592330276704,0.05555555555555555,0.0,0.022222222222222223,0.07777777777777778,0.4777777777777778,0.36666666666666664,0.15962843742077854,b
23 10,2,2,2,0,0,0,0,74,76,0.30158932439001773,0.02631578947368421,0.0,0.0,0.0,0.0,0.9736842105263158,0.5700610733049629,a
grandma,0,1,6,0,3,1,40,21,71,0.2746357855908561,0.08450704225352113,0.0,0.04225352112676056,0.014084507042253521,0.5633802816901409,0.29577464788732394,0.1101783537793886,b
mah,0,1,10,0,2,0,766,96,874,4.6033741167362185,0.011441647597254004,0.0,0.002288329519450801,0.0,0.8764302059496567,0.10983981693363844,0.023094404108138778,b
en espa,3,2,1,10,0,0,11,3,25,0.02666322863856879,0.04,0.4,0.0,0.0,0.44,0.12,0.13192362152236975,b
tamb,0,1,16,0,13,3,339,94,465,2.3985746429647947,0.034408602150537634,0.0,0.02795698924731183,0.0064516129032258064,0.7290322580645161,0.2021505376344086,0.045513140978120106,b
msn e,1,2,0,3,0,1,14,10,28,0.042835351918065784,0.0,0.10714285714285714,0.0,0.03571428571428571,0.5,0.35714285714285715,0.12960076009463725,b
selamat pagi,4,2,1,20,0,0,4,3,28,0.042835351918065784,0.03571428571428571,0.7142857142857143,0.0,0.0,0.14285714285714285,0.10714285714285714,0.24910830381736265,b
sebuah,0,1,9,0,4,0,45,5,63,0.23151012351219744,0.14285714285714285,0.0,0.06349206349206349,0.0,0.7142857142857143,0.07936507936507936,0.07009216432888679,b
sedih,0,1,14,0,11,0,144,32,201,0.9754277943690592,0.06965174129353234,0.0,0.05472636815920398,0.0,0.7164179104477612,0.15920398009950248,0.053002128764485415,b
mix,0,1,17,0,3,6,113,59,198,0.9592556710895622,0.08585858585858586,0.0,0.015151515151515152,0.030303030303030304,0.5707070707070707,0.29797979797979796,0.11267567012060695,b
het,0,1,43,0,93,0,1268,228,1632,8.689530598689126,0.026348039215686275,0.0,0.05698529411764706,0.0,0.7769607843137255,0.13970588235294118,0.035011121272734806,b
rehab,2,1,2,0,1,1,14,7,25,0.02666322863856879,0.08,0.0,0.04,0.04,0.56,0.28,0.11534963579797985,b
wipe,0,1,1,0,2,1,23,3,30,0.05361676743773045,0.03333333333333333,0.0,0.06666666666666667,0.03333333333333333,0.7666666666666667,0.1,0.03967201603169328,b
bila,0,1,5,1,8,0,38,12,64,0.23690083127202977,0.078125,0.015625,0.125,0.0,0.59375,0.1875,0.08593539703300071,b
gatel,0,1,2,0,0,0,25,1,28,0.042835351918065784,0.07142857142857142,0.0,0.0,0.0,0.8928571428571429,0.03571428571428571,0.027054862936982532,b
deserve,0,1,1,0,0,2,134,22,159,0.7490180684561013,0.006289308176100629,0.0,0.0,0.012578616352201259,0.8427672955974843,0.13836477987421383,0.026571565417348307,b
collins,0,1,46,0,3,0,11,13,73,0.28541720111052077,0.6301369863013698,0.0,0.0410958904109589,0.0,0.1506849315068493,0.1780821917808219,0.8567276150451958,g
knpa,0,1,9,0,9,0,56,12,86,0.3554964019883411,0.10465116279069768,0.0,0.10465116279069768,0.0,0.6511627906976745,0.13953488372093023,0.07685104721868044,b
kfc,0,1,3,0,4,16,24,16,63,0.23151012351219744,0.047619047619047616,0.0,0.06349206349206349,0.25396825396825395,0.38095238095238093,0.25396825396825395,0.2904065514857188,b
nemu,0,1,1,0,2,0,31,7,41,0.11291455279588611,0.024390243902439025,0.0,0.04878048780487805,0.0,0.7560975609756098,0.17073170731707318,0.038116645658685444,b
door,0,1,11,1,2,1,355,73,443,2.2799790722484836,0.024830699774266364,0.002257336343115124,0.004514672686230248,0.002257336343115124,0.801354401805869,0.16478555304740405,0.03280389939075685,b
vejo,0,1,1,0,4,0,151,48,204,0.9915999176485563,0.004901960784313725,0.0,0.0196078431372549,0.0,0.7401960784313726,0.23529411764705882,0.038783060643344955,b
contando,0,1,3,0,4,0,29,13,49,0.15604021487454475,0.061224489795918366,0.0,0.08163265306122448,0.0,0.5918367346938775,0.2653061224489796,0.08526520603439576,b
gucci,0,1,16,0,6,0,28,21,71,0.2746357855908561,0.22535211267605634,0.0,0.08450704225352113,0.0,0.39436619718309857,0.29577464788732394,0.31331029631539964,b
indo,1,1,16,1,47,4,275,152,495,2.5602958757597647,0.03232323232323232,0.00202020202020202,0.09494949494949495,0.00808080808080808,0.5555555555555556,0.30707070707070705,0.0897083650673994,b
jls,0,1,0,0,0,32,18,7,57,0.19916587695320342,0.0,0.0,0.0,0.5614035087719298,0.3157894736842105,0.12280701754385964,0.48322864274045996,a
trick,3,1,1,0,1,0,28,6,36,0.08596101399672444,0.027777777777777776,0.0,0.027777777777777776,0.0,0.7777777777777778,0.16666666666666666,0.03583193986925028,b
cher,1,1,8,0,0,1,17,5,31,0.05900747519756278,0.25806451612903225,0.0,0.0,0.03225806451612903,0.5483870967741935,0.16129032258064516,0.22560532343864503,b
nervous,0,1,3,0,6,0,62,13,84,0.34471498646867643,0.03571428571428571,0.0,0.07142857142857142,0.0,0.7380952380952381,0.15476190476190477,0.04215150475087157,b
scenes,0,1,3,0,0,1,15,7,26,0.03205393639840112,0.11538461538461539,0.0,0.0,0.038461538461538464,0.5769230769230769,0.2692307692307692,0.12516003587268237,b
1 jam,0,2,1,0,0,0,21,3,25,0.02666322863856879,0.04,0.0,0.0,0.0,0.84,0.12,0.042051148965618526,b
bent,1,1,7,0,3,1,60,15,86,0.3554964019883411,0.08139534883720931,0.0,0.03488372093023256,0.011627906976744186,0.6976744186046512,0.1744186046511628,0.06208731414678548,b
aaron rodgers,0,2,79,4,0,0,7,17,107,0.46870126494482006,0.7383177570093458,0.037383177570093455,0.0,0.0,0.06542056074766354,0.1588785046728972,0.9453744491988836,g
affordable,0,1,0,0,0,1,15,10,26,0.03205393639840112,0.0,0.0,0.0,0.038461538461538464,0.5769230769230769,0.38461538461538464,0.0829469183235914,b
knw,1,1,0,0,0,1,130,8,139,0.6412039132594547,0.0,0.0,0.0,0.007194244604316547,0.935251798561151,0.05755395683453238,0.01792590125490962,b
mou,0,1,13,0,2,1,7,3,26,0.03205393639840112,0.5,0.0,0.07692307692307693,0.038461538461538464,0.2692307692307692,0.11538461538461539,0.7115981506749887,a
americana,0,1,12,0,1,0,8,4,25,0.02666322863856879,0.48,0.0,0.04,0.0,0.32,0.16,0.6393316675630578,a
tawa,0,1,3,0,0,0,23,3,29,0.048226059677898114,0.10344827586206896,0.0,0.0,0.0,0.7931034482758621,0.10344827586206896,0.04551141483054103,b
music video,2,2,9,2,0,0,27,13,51,0.1668216303942094,0.17647058823529413,0.0392156862745098,0.0,0.0,0.5294117647058824,0.2549019607843137,0.20957507794979796,b
hasil,2,1,3,0,3,0,15,8,29,0.048226059677898114,0.10344827586206896,0.0,0.10344827586206896,0.0,0.5172413793103449,0.27586206896551724,0.13341228089851712,b
lights,0,1,4,0,3,1,86,28,122,0.549561881342305,0.03278688524590164,0.0,0.02459016393442623,0.00819672131147541,0.7049180327868853,0.22950819672131148,0.050363379254152095,b
somewhere,0,1,7,0,3,1,130,20,161,0.759799483975766,0.043478260869565216,0.0,0.018633540372670808,0.006211180124223602,0.8074534161490683,0.12422360248447205,0.03423756079841406,b
ie,0,1,1,0,0,8,51,14,74,0.29080790887035307,0.013513513513513514,0.0,0.0,0.10810810810810811,0.6891891891891891,0.1891891891891892,0.06179776363618824,b
silver,2,1,5,0,1,1,20,28,55,0.18838446143353876,0.09090909090909091,0.0,0.01818181818181818,0.01818181818181818,0.36363636363636365,0.509090909090909,0.24739313056473183,b
soup,1,1,3,0,5,0,51,18,77,0.3069800321498501,0.03896103896103896,0.0,0.06493506493506493,0.0,0.6623376623376623,0.23376623376623376,0.05897080409556715,b
greet,0,1,6,0,3,0,18,4,31,0.05900747519756278,0.1935483870967742,0.0,0.0967741935483871,0.0,0.5806451612903226,0.12903225806451613,0.14335039520524737,b
huahaha,0,1,6,0,11,1,23,3,44,0.1290866760753831,0.13636363636363635,0.0,0.25,0.022727272727272728,0.5227272727272727,0.06818181818181818,0.14024287947717912,b
fallen,0,1,5,0,1,0,33,8,47,0.1452587993548801,0.10638297872340426,0.0,0.02127659574468085,0.0,0.7021276595744681,0.1702127659574468,0.06611608750261345,b
