candidate,batch,length,cap,substring-cap,s-o-sCap,all-cap,non-cap,non-discriminative,cumulative,Z_ScoreUnweighted,normalized_cap,normalized_capnormalized_substring-cap,normalized_s-o-sCap,normalized_all-cap,normalized_non-cap,normalized_non-discriminative,probability,status
23 12,3,2,4,0,0,0,0,25,29,0.048226059677898114,0.13793103448275862,0.0,0.0,0.0,0.0,0.8620689655172413,0.6761969962057529,a
bom dia,0,2,15,281,0,4,85,169,554,2.8783476335898723,0.02707581227436823,0.5072202166064982,0.0,0.007220216606498195,0.15342960288808663,0.30505415162454874,0.28627026377730674,b
kalah,1,1,7,0,3,0,112,16,138,0.6358132054996224,0.050724637681159424,0.0,0.021739130434782608,0.0,0.8115942028985508,0.11594202898550725,0.03410642472530415,b
get back,0,2,2,0,0,0,130,15,147,0.6843295753381133,0.013605442176870748,0.0,0.0,0.0,0.8843537414965986,0.10204081632653061,0.03236602703760736,b
iemand,5,1,1,0,1,0,18,5,25,0.02666322863856879,0.04,0.0,0.04,0.0,0.72,0.2,0.047259075279527,b
upset,4,1,0,0,0,1,33,7,41,0.11291455279588611,0.0,0.0,0.0,0.024390243902439025,0.8048780487804879,0.17073170731707318,0.030956766911825428,b
cowo,0,1,10,0,7,0,140,17,174,0.8298786848535863,0.05747126436781609,0.0,0.040229885057471264,0.0,0.8045977011494253,0.09770114942528736,0.03551920280980358,b
trynna,0,1,1,0,1,0,26,11,39,0.10213313727622143,0.02564102564102564,0.0,0.02564102564102564,0.0,0.6666666666666666,0.28205128205128205,0.05679477101669238,b
your,0,1,188,2,240,26,6576,1179,8211,44.15499695062604,0.02289611496772622,0.00024357569114602363,0.029229082937522834,0.0031664839848983073,0.8008768724881257,0.14358786993058092,0.03215455238690483,b
lmbo,0,1,9,0,9,7,29,26,80,0.32315215542934705,0.1125,0.0,0.1125,0.0875,0.3625,0.325,0.28061151297640163,b
encuentra,0,1,5,0,3,0,17,6,31,0.05900747519756278,0.16129032258064516,0.0,0.0967741935483871,0.0,0.5483870967741935,0.1935483870967742,0.1452486488917027,b
beard,1,1,2,0,1,0,19,6,28,0.042835351918065784,0.07142857142857142,0.0,0.03571428571428571,0.0,0.6785714285714286,0.21428571428571427,0.06341951061162539,b
happy bday,0,2,11,45,0,2,37,26,121,0.5441711735824727,0.09090909090909091,0.371900826446281,0.0,0.01652892561983471,0.30578512396694213,0.21487603305785125,0.250865760304307,b
dps,1,1,3,0,4,4,53,30,94,0.39862206406699974,0.031914893617021274,0.0,0.0425531914893617,0.0425531914893617,0.5638297872340425,0.3191489361702128,0.09581967411425504,b
ct,1,1,0,0,0,15,6,13,34,0.07517959847705978,0.0,0.0,0.0,0.4411764705882353,0.17647058823529413,0.38235294117647056,0.5591012510916298,a
annoyed,2,1,0,0,0,1,23,4,28,0.042835351918065784,0.0,0.0,0.0,0.03571428571428571,0.8214285714285714,0.14285714285714285,0.029564875267519292,b
uni,0,1,15,0,5,3,71,15,109,0.4794826804644847,0.13761467889908258,0.0,0.045871559633027525,0.027522935779816515,0.6513761467889908,0.13761467889908258,0.09498850195851764,b
outta,3,1,1,0,2,0,89,13,105,0.4579198494251554,0.009523809523809525,0.0,0.01904761904761905,0.0,0.8476190476190476,0.12380952380952381,0.025394643876625926,b
ballet,0,1,1,0,2,0,18,5,26,0.03205393639840112,0.038461538461538464,0.0,0.07692307692307693,0.0,0.6923076923076923,0.19230769230769232,0.0514045518152713,b
msm,0,1,0,0,0,3,122,56,181,0.8676136391724126,0.0,0.0,0.0,0.016574585635359115,0.6740331491712708,0.30939226519337015,0.052760811825911025,b
paradise,0,1,5,0,2,0,11,17,35,0.08057030623689211,0.14285714285714285,0.0,0.05714285714285714,0.0,0.3142857142857143,0.4857142857142857,0.321647109760991,b
raise,0,1,4,0,3,0,47,7,61,0.22072870799253277,0.06557377049180328,0.0,0.04918032786885246,0.0,0.7704918032786885,0.11475409836065574,0.04184638354899426,b
reply,0,1,7,0,5,5,189,56,262,1.3042609677188315,0.026717557251908396,0.0,0.019083969465648856,0.019083969465648856,0.7213740458015268,0.21374045801526717,0.04708768369137828,b
tantas,0,1,2,0,4,0,61,17,84,0.34471498646867643,0.023809523809523808,0.0,0.047619047619047616,0.0,0.7261904761904762,0.20238095238095238,0.04313315999924201,b
shopping,0,1,15,0,18,2,279,76,390,1.9942715609773698,0.038461538461538464,0.0,0.046153846153846156,0.005128205128205128,0.7153846153846154,0.19487179487179487,0.0481480531207716,b
xa,0,1,0,0,1,2,21,6,30,0.05361676743773045,0.0,0.0,0.03333333333333333,0.06666666666666667,0.7,0.2,0.05057511062227815,b
jatuh,4,1,3,0,1,0,24,1,29,0.048226059677898114,0.10344827586206896,0.0,0.034482758620689655,0.0,0.8275862068965517,0.034482758620689655,0.03864353172923253,b
queda,0,1,2,0,9,0,112,23,146,0.678938867578281,0.0136986301369863,0.0,0.06164383561643835,0.0,0.7671232876712328,0.15753424657534246,0.03468250975473501,b
el se,0,2,7,7,0,0,8,7,29,0.048226059677898114,0.2413793103448276,0.2413793103448276,0.0,0.0,0.27586206896551724,0.2413793103448276,0.4402319690266106,a
bat,1,1,3,0,3,1,41,10,58,0.20455658471303578,0.05172413793103448,0.0,0.05172413793103448,0.017241379310344827,0.7068965517241379,0.1724137931034483,0.05339454236491274,b
terima,0,1,11,0,17,0,67,8,103,0.44713843390549074,0.10679611650485436,0.0,0.1650485436893204,0.0,0.6504854368932039,0.07766990291262135,0.07483214415336326,b
fort,1,1,5,0,1,0,19,11,36,0.08596101399672444,0.1388888888888889,0.0,0.027777777777777776,0.0,0.5277777777777778,0.3055555555555556,0.15208244162099083,b
homeless,1,1,1,0,0,1,21,5,28,0.042835351918065784,0.03571428571428571,0.0,0.0,0.03571428571428571,0.75,0.17857142857142858,0.04519357656649632,b
vaca,0,1,1,0,0,1,28,14,44,0.1290866760753831,0.022727272727272728,0.0,0.0,0.022727272727272728,0.6363636363636364,0.3181818181818182,0.06795678581281661,b
main,0,1,21,0,30,0,470,88,609,3.1748365603806508,0.034482758620689655,0.0,0.04926108374384237,0.0,0.7717569786535303,0.1444991789819376,0.03706791007718395,b
memiliki,1,1,3,0,0,0,29,3,35,0.08057030623689211,0.08571428571428572,0.0,0.0,0.0,0.8285714285714286,0.08571428571428572,0.03684941112014657,b
deze,0,1,4,0,12,0,106,20,142,0.6573760365389517,0.028169014084507043,0.0,0.08450704225352113,0.0,0.7464788732394366,0.14084507042253522,0.03922094827857318,b
thumbs up,0,2,1,4,0,1,19,5,30,0.05361676743773045,0.03333333333333333,0.13333333333333333,0.0,0.03333333333333333,0.6333333333333333,0.16666666666666666,0.08458121583116482,b
karena,0,1,11,0,27,0,215,29,282,1.412075122915478,0.03900709219858156,0.0,0.09574468085106383,0.0,0.7624113475177305,0.10283687943262411,0.03794729798147502,b
ios,1,1,1,66,0,0,1,1,69,0.26385437007119145,0.014492753623188406,0.9565217391304348,0.0,0.0,0.014492753623188406,0.014492753623188406,0.25258005906981496,b
eta,0,1,10,0,9,4,57,12,92,0.3878406485473351,0.10869565217391304,0.0,0.09782608695652174,0.043478260869565216,0.6195652173913043,0.13043478260869565,0.09697037805476236,b
alguem,0,1,5,0,29,1,155,145,335,1.6977826341865916,0.014925373134328358,0.0,0.08656716417910448,0.0029850746268656717,0.4626865671641791,0.43283582089552236,0.12403193594542272,b
koq,1,1,2,0,9,0,76,9,96,0.4094034795866644,0.020833333333333332,0.0,0.09375,0.0,0.7916666666666666,0.09375,0.03149642218171281,b
esque,1,1,2,0,0,0,74,20,96,0.4094034795866644,0.020833333333333332,0.0,0.0,0.0,0.7708333333333334,0.20833333333333334,0.03672666226245819,b
rate,0,1,10,0,5,1,80,19,115,0.5118269270234787,0.08695652173913043,0.0,0.043478260869565216,0.008695652173913044,0.6956521739130435,0.16521739130434782,0.06319831028414394,b
gabi,0,1,10,0,3,0,12,4,29,0.048226059677898114,0.3448275862068966,0.0,0.10344827586206896,0.0,0.41379310344827586,0.13793103448275862,0.40225651093398246,a
cek,0,1,4,0,10,0,56,15,85,0.35010569422850873,0.047058823529411764,0.0,0.11764705882352941,0.0,0.6588235294117647,0.17647058823529413,0.05944267566079127,b
echo,2,1,3,0,2,0,17,5,27,0.03744464415823345,0.1111111111111111,0.0,0.07407407407407407,0.0,0.6296296296296297,0.18518518518518517,0.08791223685252982,b
law,0,1,16,0,7,2,109,35,169,0.8029251460544247,0.09467455621301775,0.0,0.04142011834319527,0.011834319526627219,0.6449704142011834,0.20710059171597633,0.08105289575626004,b
lado,1,1,1,1,1,2,231,71,307,1.5468428169112862,0.003257328990228013,0.003257328990228013,0.003257328990228013,0.006514657980456026,0.752442996742671,0.23127035830618892,0.037419243104116914,b
amazon,0,1,70,0,26,0,45,108,249,1.234181766841011,0.28112449799196787,0.0,0.10441767068273092,0.0,0.18072289156626506,0.43373493975903615,0.5824915665511545,a
caracas,0,1,82,0,6,7,41,22,158,0.743627360696269,0.5189873417721519,0.0,0.0379746835443038,0.04430379746835443,0.25949367088607594,0.13924050632911392,0.7402123105341601,a
mam,0,1,17,1,18,6,132,38,212,1.034725579727215,0.08018867924528301,0.0047169811320754715,0.08490566037735849,0.02830188679245283,0.6226415094339622,0.1792452830188679,0.08399300635185437,b
lapar,0,1,7,0,7,0,62,18,94,0.39862206406699974,0.07446808510638298,0.0,0.07446808510638298,0.0,0.6595744680851063,0.19148936170212766,0.06760479675360076,b
new,0,1,109,0,194,30,2290,733,3356,17.983110776640068,0.03247914183551848,0.0,0.05780691299165673,0.008939213349225268,0.6823599523241954,0.21841477949940405,0.05405373648204583,b
pics,0,1,8,0,3,8,203,40,262,1.3042609677188315,0.030534351145038167,0.0,0.011450381679389313,0.030534351145038167,0.7748091603053435,0.15267175572519084,0.039274345245758305,b
twins,2,1,4,0,1,0,20,6,31,0.05900747519756278,0.12903225806451613,0.0,0.03225806451612903,0.0,0.6451612903225806,0.1935483870967742,0.09059078267567375,b
boss,0,1,16,0,0,5,124,38,183,0.8783950546920772,0.08743169398907104,0.0,0.0,0.0273224043715847,0.6775956284153005,0.20765027322404372,0.07293572608802101,b
fin de semana,1,3,1,1,0,0,44,3,49,0.15604021487454475,0.02040816326530612,0.02040816326530612,0.0,0.0,0.8979591836734694,0.061224489795918366,0.05311957656514552,b
demais,0,1,4,1,0,11,300,145,461,2.3770118119254655,0.008676789587852495,0.0021691973969631237,0.0,0.02386117136659436,0.6507592190889371,0.31453362255965295,0.060745376815968186,b
libertadores,0,1,20,0,1,0,6,7,34,0.07517959847705978,0.5882352941176471,0.0,0.029411764705882353,0.0,0.17647058823529413,0.20588235294117646,0.8246321187906218,g
werd,0,1,1,0,3,0,23,4,31,0.05900747519756278,0.03225806451612903,0.0,0.0967741935483871,0.0,0.7419354838709677,0.12903225806451613,0.0402437997275437,b
kamera,0,1,11,0,0,0,15,2,28,0.042835351918065784,0.39285714285714285,0.0,0.0,0.0,0.5357142857142857,0.07142857142857142,0.3358983269820165,b
active,0,1,1,0,3,0,29,14,47,0.1452587993548801,0.02127659574468085,0.0,0.06382978723404255,0.0,0.6170212765957447,0.2978723404255319,0.06707629617298447,b
los angeles,0,2,29,0,0,3,2,28,62,0.2261194157523651,0.46774193548387094,0.0,0.0,0.04838709677419355,0.03225806451612903,0.45161290322580644,0.889475028776455,g
kecil,2,1,3,0,0,1,65,16,85,0.35010569422850873,0.03529411764705882,0.0,0.0,0.011764705882352941,0.7647058823529411,0.18823529411764706,0.04058632626469016,b
row,0,1,1,0,1,1,76,10,89,0.37166852526783806,0.011235955056179775,0.0,0.011235955056179775,0.011235955056179775,0.8539325842696629,0.11235955056179775,0.025592141681691487,b
terakhir,1,1,3,0,2,0,51,12,68,0.2584636623113591,0.04411764705882353,0.0,0.029411764705882353,0.0,0.75,0.17647058823529413,0.042656084689714345,b
basta,0,1,8,0,18,1,54,17,98,0.42018489510632906,0.08163265306122448,0.0,0.1836734693877551,0.01020408163265306,0.5510204081632653,0.17346938775510204,0.10392829899139142,b
related,3,1,2,0,0,0,33,7,42,0.11830526055571844,0.047619047619047616,0.0,0.0,0.0,0.7857142857142857,0.16666666666666666,0.03809524620744157,b
jesus,0,1,142,1,22,11,27,68,271,1.3527773375573224,0.5239852398523985,0.0036900369003690036,0.08118081180811808,0.04059040590405904,0.0996309963099631,0.25092250922509224,0.8392990328531234,g
really love,3,2,0,3,0,1,19,6,29,0.048226059677898114,0.0,0.10344827586206896,0.0,0.034482758620689655,0.6551724137931034,0.20689655172413793,0.07153959061137294,b
lazy,3,1,8,0,7,0,73,21,109,0.4794826804644847,0.07339449541284404,0.0,0.06422018348623854,0.0,0.6697247706422018,0.1926605504587156,0.06497577782352913,b
go pack go,0,3,4,16,0,8,3,41,72,0.2800264933506884,0.05555555555555555,0.2222222222222222,0.0,0.1111111111111111,0.041666666666666664,0.5694444444444444,0.47619750800346744,a
heart,0,1,32,2,12,11,655,150,862,4.538685623618231,0.037122969837587005,0.002320185614849188,0.013921113689095127,0.012761020881670533,0.759860788863109,0.1740139211136891,0.04122950700921594,b
drug,1,1,1,0,3,0,56,16,76,0.30158932439001773,0.013157894736842105,0.0,0.039473684210526314,0.0,0.7368421052631579,0.21052631578947367,0.03991282075344539,b
alli,0,1,0,0,3,1,24,6,34,0.07517959847705978,0.0,0.0,0.08823529411764706,0.029411764705882353,0.7058823529411765,0.17647058823529413,0.04414570665483919,b
spurs,0,1,13,0,1,0,12,9,35,0.08057030623689211,0.37142857142857144,0.0,0.02857142857142857,0.0,0.34285714285714286,0.2571428571428571,0.5163536731624359,a
anjir,0,1,16,0,17,1,33,14,81,0.3285428631891794,0.19753086419753085,0.0,0.20987654320987653,0.012345679012345678,0.4074074074074074,0.1728395061728395,0.26542694066379535,b
accidentally,1,1,1,0,7,0,19,1,28,0.042835351918065784,0.03571428571428571,0.0,0.25,0.0,0.6785714285714286,0.03571428571428571,0.04840961143040748,b
gas,0,1,11,0,9,1,100,41,162,0.7651901917355983,0.06790123456790123,0.0,0.05555555555555555,0.006172839506172839,0.6172839506172839,0.25308641975308643,0.08084279367670735,b
ngeselin,0,1,1,0,3,0,64,10,78,0.3123707399096824,0.01282051282051282,0.0,0.038461538461538464,0.0,0.8205128205128205,0.1282051282051282,0.028258092422866976,b
counting,0,1,1,0,3,0,57,8,69,0.26385437007119145,0.014492753623188406,0.0,0.043478260869565216,0.0,0.8260869565217391,0.11594202898550725,0.027699794702219265,b
took,0,1,4,0,33,3,760,38,838,4.409308637382255,0.00477326968973747,0.0,0.03937947494033413,0.003579952267303103,0.9069212410501193,0.045346062052505964,0.019640321734113113,b
sold,0,1,10,0,4,4,127,18,163,0.7705808994954306,0.06134969325153374,0.0,0.024539877300613498,0.024539877300613498,0.7791411042944786,0.11042944785276074,0.04236098222042382,b
bare,0,1,1,0,0,1,25,2,29,0.048226059677898114,0.034482758620689655,0.0,0.0,0.034482758620689655,0.8620689655172413,0.06896551724137931,0.028434674501614233,b
bt,0,1,7,1,6,17,115,32,178,0.8514415158929156,0.03932584269662921,0.0056179775280898875,0.033707865168539325,0.09550561797752809,0.6460674157303371,0.1797752808988764,0.07701984649710839,b
couple,4,1,2,0,0,0,78,11,91,0.3824499407875027,0.02197802197802198,0.0,0.0,0.0,0.8571428571428571,0.12087912087912088,0.025946560436385012,b
maen,0,1,16,0,19,0,313,46,394,2.0158343920166995,0.04060913705583756,0.0,0.048223350253807105,0.0,0.7944162436548223,0.116751269035533,0.034575407509656306,b
mksdnya,0,1,3,0,2,0,16,4,25,0.02666322863856879,0.12,0.0,0.08,0.0,0.64,0.16,0.08667753382642747,b
ngeliat,0,1,7,0,5,0,140,17,169,0.8029251460544247,0.04142011834319527,0.0,0.029585798816568046,0.0,0.8284023668639053,0.10059171597633136,0.03060891316162463,b
fato,1,1,3,0,1,1,33,24,62,0.2261194157523651,0.04838709677419355,0.0,0.016129032258064516,0.016129032258064516,0.532258064516129,0.3870967741935484,0.11264185195373053,b
shrugs,0,1,3,0,0,0,46,8,57,0.19916587695320342,0.05263157894736842,0.0,0.0,0.0,0.8070175438596491,0.14035087719298245,0.035557055315017204,b
byee,0,1,1,0,4,0,15,10,30,0.05361676743773045,0.03333333333333333,0.0,0.13333333333333333,0.0,0.5,0.3333333333333333,0.10933938594261475,b
kul,1,1,3,0,2,0,23,2,30,0.05361676743773045,0.1,0.0,0.06666666666666667,0.0,0.7666666666666667,0.06666666666666667,0.04785394010879605,b
soccer,2,1,3,0,2,0,26,9,40,0.10752384503605378,0.075,0.0,0.05,0.0,0.65,0.225,0.0717579416273599,b
despu,0,1,7,0,30,0,119,16,172,0.8190972693339217,0.040697674418604654,0.0,0.1744186046511628,0.0,0.6918604651162791,0.09302325581395349,0.048708551068424075,b
crown,0,1,6,0,1,0,19,11,37,0.09135172175655677,0.16216216216216217,0.0,0.02702702702702703,0.0,0.5135135135135135,0.2972972972972973,0.17432234740876193,b
mis,0,1,15,3,46,3,620,96,783,4.112819710591476,0.019157088122605363,0.0038314176245210726,0.05874840357598978,0.0038314176245210726,0.7918263090676884,0.12260536398467432,0.03214635747553286,b
pet,2,1,2,0,3,2,55,20,82,0.3339335709490117,0.024390243902439025,0.0,0.036585365853658534,0.024390243902439025,0.6707317073170732,0.24390243902439024,0.057621212506139594,b
suaranya,0,1,2,0,4,0,36,7,49,0.15604021487454475,0.04081632653061224,0.0,0.08163265306122448,0.0,0.7346938775510204,0.14285714285714285,0.0432655602524668,b
tee,0,1,5,0,6,1,33,20,65,0.2422915390318621,0.07692307692307693,0.0,0.09230769230769231,0.015384615384615385,0.5076923076923077,0.3076923076923077,0.13061036786983776,b
handsome,2,1,1,0,0,0,28,7,36,0.08596101399672444,0.027777777777777776,0.0,0.0,0.0,0.7777777777777778,0.19444444444444445,0.03659963936202894,b
go follow,0,2,0,11,0,16,38,16,81,0.3285428631891794,0.0,0.13580246913580246,0.0,0.19753086419753085,0.4691358024691358,0.19753086419753085,0.17767676746005517,b
wig,0,1,4,0,0,1,28,3,36,0.08596101399672444,0.1111111111111111,0.0,0.0,0.027777777777777776,0.7777777777777778,0.08333333333333333,0.05257450428121395,b
xl,0,1,2,1,4,14,22,9,52,0.17221233815404174,0.038461538461538464,0.019230769230769232,0.07692307692307693,0.2692307692307692,0.4230769230769231,0.17307692307692307,0.2458151199265978,b
fighter,1,1,2,0,0,0,21,7,30,0.05361676743773045,0.06666666666666667,0.0,0.0,0.0,0.7,0.23333333333333334,0.058464487115803765,b
kitchen,2,1,4,0,1,0,66,19,90,0.3770592330276704,0.044444444444444446,0.0,0.011111111111111112,0.0,0.7333333333333333,0.2111111111111111,0.04642551089190148,b
tengah,3,1,2,0,0,0,19,7,28,0.042835351918065784,0.07142857142857142,0.0,0.0,0.0,0.6785714285714286,0.25,0.06512658422691286,b
replay,0,1,0,0,1,1,19,11,32,0.06439818295739512,0.0,0.0,0.03125,0.03125,0.59375,0.34375,0.07440339647933725,b
quiero,0,1,35,0,143,2,419,136,735,3.8540657381195245,0.047619047619047616,0.0,0.1945578231292517,0.0027210884353741495,0.5700680272108843,0.18503401360544217,0.08290299821464728,b
wrong,0,1,13,1,5,7,626,114,766,4.021177678674327,0.016971279373368148,0.0013054830287206266,0.006527415143603133,0.009138381201044387,0.8172323759791122,0.14882506527415143,0.030241272235640167,b
huis,0,1,1,0,2,0,70,13,86,0.3554964019883411,0.011627906976744186,0.0,0.023255813953488372,0.0,0.813953488372093,0.1511627906976744,0.029218225616202416,b
januari,0,1,134,0,1,3,33,9,180,0.8622229314125803,0.7444444444444445,0.0,0.005555555555555556,0.016666666666666666,0.18333333333333332,0.05,0.890644968941048,g
ich,0,1,51,3,164,0,451,48,717,3.7570329984425426,0.07112970711297072,0.0041841004184100415,0.22873082287308227,0.0,0.6290097629009763,0.06694560669456066,0.06860654565679647,b
choices,0,1,1,0,0,0,36,8,45,0.13447738383521543,0.022222222222222223,0.0,0.0,0.0,0.8,0.17777777777777778,0.03272572101230177,b
mf,0,1,0,0,0,6,10,11,27,0.03744464415823345,0.0,0.0,0.0,0.2222222222222222,0.37037037037037035,0.4074074074074074,0.2569284912296991,b
berapa,1,1,6,0,5,0,165,21,197,0.9538649633297299,0.030456852791878174,0.0,0.025380710659898477,0.0,0.8375634517766497,0.1065989847715736,0.028414428861963003,b
pipe,0,1,5,0,2,2,21,7,37,0.09135172175655677,0.13513513513513514,0.0,0.05405405405405406,0.05405405405405406,0.5675675675675675,0.1891891891891892,0.13846008252489436,b
communication,1,1,2,0,2,0,18,10,32,0.06439818295739512,0.0625,0.0,0.0625,0.0,0.5625,0.3125,0.09821678830087441,b
entonces,0,1,14,0,9,0,120,20,163,0.7705808994954306,0.08588957055214724,0.0,0.05521472392638037,0.0,0.7361963190184049,0.12269938650306748,0.051852514121621354,b
voto,0,1,3,0,2,0,34,7,46,0.13986809159504776,0.06521739130434782,0.0,0.043478260869565216,0.0,0.7391304347826086,0.15217391304347827,0.04778736903946374,b
corinthians,0,1,19,0,13,2,21,20,75,0.29619861663018543,0.25333333333333335,0.0,0.17333333333333334,0.02666666666666667,0.28,0.26666666666666666,0.45713349265060516,a
starving,0,1,1,0,4,0,48,12,65,0.2422915390318621,0.015384615384615385,0.0,0.06153846153846154,0.0,0.7384615384615385,0.18461538461538463,0.03931612517930093,b
kata,0,1,29,0,32,0,262,26,349,1.7732525428242443,0.0830945558739255,0.0,0.09169054441260745,0.0,0.7507163323782235,0.07449856733524356,0.04715618084672042,b
nowhere,0,1,5,0,0,3,43,9,60,0.21533800023270044,0.08333333333333333,0.0,0.0,0.05,0.7166666666666667,0.15,0.06366063665987229,b
udh,0,1,45,1,82,0,846,130,1104,5.843236901497655,0.04076086956521739,0.0009057971014492754,0.07427536231884058,0.0,0.7663043478260869,0.11775362318840579,0.03810021293321787,b
lead,0,1,8,0,4,1,193,23,229,1.1263676116443646,0.034934497816593885,0.0,0.017467248908296942,0.004366812227074236,0.8427947598253275,0.10043668122270742,0.02868215821237969,b
belong,2,1,1,0,0,0,20,4,25,0.02666322863856879,0.04,0.0,0.0,0.0,0.8,0.16,0.03492731383215066,b
youtube video,3,2,0,332,0,0,1,1,334,1.6923919264267593,0.0,0.9940119760479041,0.0,0.0,0.0029940119760479044,0.0029940119760479044,0.25449764858976526,b
ayu,3,1,2,0,3,0,18,5,28,0.042835351918065784,0.07142857142857142,0.0,0.10714285714285714,0.0,0.6428571428571429,0.17857142857142858,0.07014681848820717,b
dads,0,1,3,0,0,0,17,5,25,0.02666322863856879,0.12,0.0,0.0,0.0,0.68,0.2,0.07747851526967088,b
hari senin,2,2,1,2,0,0,28,4,35,0.08057030623689211,0.02857142857142857,0.05714285714285714,0.0,0.0,0.8,0.11428571428571428,0.04462902107386378,b
gtw,2,1,4,0,3,0,13,6,26,0.03205393639840112,0.15384615384615385,0.0,0.11538461538461539,0.0,0.5,0.23076923076923078,0.16930357801113202,b
ye,0,1,20,0,8,1,303,70,402,2.058960054095358,0.04975124378109453,0.0,0.01990049751243781,0.0024875621890547263,0.753731343283582,0.17412935323383086,0.04338646880072391,b
eu nunca,1,2,2,9,0,0,19,14,44,0.1290866760753831,0.045454545454545456,0.20454545454545456,0.0,0.0,0.4318181818181818,0.3181818181818182,0.16593907610503583,b
lady,0,1,13,0,14,2,217,62,308,1.5522335246711187,0.04220779220779221,0.0,0.045454545454545456,0.006493506493506494,0.7045454545454546,0.2012987012987013,0.05125382876969011,b
us,0,1,8,0,3,242,1457,258,1968,10.50080840599279,0.0040650406504065045,0.0,0.001524390243902439,0.12296747967479675,0.7403455284552846,0.13109756097560976,0.0496248608852221,b
sorte de hoje,0,3,1,45,0,0,1,2,49,0.15604021487454475,0.02040816326530612,0.9183673469387755,0.0,0.0,0.02040816326530612,0.04081632653061224,0.23167899802368455,b
animo,2,1,3,0,1,1,17,14,36,0.08596101399672444,0.08333333333333333,0.0,0.027777777777777776,0.027777777777777776,0.4722222222222222,0.3888888888888889,0.16383942680723337,b
ktnya,0,1,4,0,1,0,21,5,31,0.05900747519756278,0.12903225806451613,0.0,0.03225806451612903,0.0,0.6774193548387096,0.16129032258064516,0.07918821591862776,b
gara,0,1,9,0,7,0,133,35,184,0.8837857624519097,0.04891304347826087,0.0,0.03804347826086957,0.0,0.7228260869565217,0.19021739130434784,0.048337534448791616,b
dunno,0,1,7,0,8,0,80,9,104,0.45252914166532304,0.0673076923076923,0.0,0.07692307692307693,0.0,0.7692307692307693,0.08653846153846154,0.04155368426264761,b
seek,1,1,3,0,2,0,28,3,36,0.08596101399672444,0.08333333333333333,0.0,0.05555555555555555,0.0,0.7777777777777778,0.08333333333333333,0.043232902167621615,b
enorme,1,1,0,0,2,1,28,6,37,0.09135172175655677,0.0,0.0,0.05405405405405406,0.02702702702702703,0.7567567567567568,0.16216216216216217,0.03641776571505906,b
gotta,0,1,38,0,131,2,759,167,1097,5.805501947178829,0.03463992707383774,0.0,0.11941659070191431,0.0018231540565177757,0.6918869644484958,0.15223336371923427,0.04946922380595986,b
mcdonalds,0,1,22,1,6,0,17,22,68,0.2584636623113591,0.3235294117647059,0.014705882352941176,0.08823529411764706,0.0,0.25,0.3235294117647059,0.554015771440731,a
lb,0,1,0,0,0,14,12,5,31,0.05900747519756278,0.0,0.0,0.0,0.45161290322580644,0.3870967741935484,0.16129032258064516,0.35037432921763284,b
cinta,0,1,56,1,27,9,350,31,474,2.447091012803286,0.11814345991561181,0.002109704641350211,0.056962025316455694,0.0189873417721519,0.7383966244725738,0.06540084388185655,0.05998271939273795,b
cut,0,1,12,0,7,3,288,56,366,1.8648945747413939,0.03278688524590164,0.0,0.01912568306010929,0.00819672131147541,0.7868852459016393,0.15300546448087432,0.035923788520162,b
district,0,1,1,0,0,0,16,8,25,0.02666322863856879,0.04,0.0,0.0,0.0,0.64,0.32,0.06836976061543877,b
tron,0,1,13,0,0,5,7,4,29,0.048226059677898114,0.4482758620689655,0.0,0.0,0.1724137931034483,0.2413793103448276,0.13793103448275862,0.7542937165429046,g
announced,0,1,2,0,0,0,55,4,61,0.22072870799253277,0.03278688524590164,0.0,0.0,0.0,0.9016393442622951,0.06557377049180328,0.02266036988270928,b
loads,1,1,1,0,7,5,47,5,65,0.2422915390318621,0.015384615384615385,0.0,0.1076923076923077,0.07692307692307693,0.7230769230769231,0.07692307692307693,0.04711478038464255,b
deck,1,1,2,0,0,0,45,19,66,0.24768224679169443,0.030303030303030304,0.0,0.0,0.0,0.6818181818181818,0.2878787878787879,0.055269931520443426,b
bil,2,1,2,0,0,0,23,4,29,0.048226059677898114,0.06896551724137931,0.0,0.0,0.0,0.7931034482758621,0.13793103448275862,0.03999624384898383,b
wide,3,1,1,0,0,0,33,7,41,0.11291455279588611,0.024390243902439025,0.0,0.0,0.0,0.8048780487804879,0.17073170731707318,0.03233268575591504,b
mukanya,2,1,2,0,1,1,31,6,41,0.11291455279588611,0.04878048780487805,0.0,0.024390243902439025,0.024390243902439025,0.7560975609756098,0.14634146341463414,0.044451915001862394,b
voted,0,1,1,0,1,1,139,4,146,0.678938867578281,0.00684931506849315,0.0,0.00684931506849315,0.00684931506849315,0.952054794520548,0.0273972602739726,0.01716021777057116,b
rats,0,1,0,0,0,1,31,8,40,0.10752384503605378,0.0,0.0,0.0,0.025,0.775,0.2,0.03504530971156181,b
por qu,2,2,1,30,0,2,42,3,78,0.3123707399096824,0.01282051282051282,0.38461538461538464,0.0,0.02564102564102564,0.5384615384615384,0.038461538461538464,0.08890087649653552,b
kirim,0,1,12,0,11,0,75,11,109,0.4794826804644847,0.11009174311926606,0.0,0.10091743119266056,0.0,0.6880733944954128,0.10091743119266056,0.06738518992900958,b
mooi,3,1,4,0,3,0,29,7,43,0.12369596831555077,0.09302325581395349,0.0,0.06976744186046512,0.0,0.6744186046511628,0.16279069767441862,0.06829340183866357,b
