candidate,batch,length,cap,substring-cap,s-o-sCap,all-cap,non-cap,non-discriminative,cumulative,Z_ScoreUnweighted,normalized_cap,normalized_capnormalized_substring-cap,normalized_s-o-sCap,normalized_all-cap,normalized_non-cap,normalized_non-discriminative,probability,status,class
beast,0,1,0,0,0,3,4,0,7,0.0973439581,0,0,0,0.4285714286,0.5714285714,0,0.1062638757,b,3
wonder,0,1,1,0,3,0,4,0,8,0.1629601542,0.125,0,0.375,0,0.5,0,0.1020279571,b,3
classic,0,1,0,0,0,1,2,1,4,-0.0995046301,0,0,0,0.25,0.5,0.25,0.0909063791,b,3
nice,0,1,1,0,3,0,6,3,13,0.4910411344,0.0769230769,0,0.2307692308,0,0.4615384615,0.2307692308,0.0905304451,b,3
read,0,1,1,0,1,5,11,2,20,0.9503545068,0.05,0,0.05,0.25,0.55,0.1,0.0879945901,b,3
lower,0,1,1,0,0,0,2,0,3,-0.1651208261,0.3333333333,0,0,0,0.6666666667,0,0.0819364066,b,3
representatives,0,1,1,0,0,0,2,0,3,-0.1651208261,0.3333333333,0,0,0,0.6666666667,0,0.0819364066,b,3
write,0,1,1,0,0,0,2,0,3,-0.1651208261,0.3333333333,0,0,0,0.6666666667,0,0.0819364066,b,3
congressmen,0,1,1,0,0,0,2,0,3,-0.1651208261,0.3333333333,0,0,0,0.6666666667,0,0.0819364066,b,3
age,0,1,1,0,0,0,2,0,3,-0.1651208261,0.3333333333,0,0,0,0.6666666667,0,0.0819364066,b,3
tweets,0,1,1,0,0,0,2,0,3,-0.1651208261,0.3333333333,0,0,0,0.6666666667,0,0.0819364066,b,3
dump,0,1,1,0,0,0,2,0,3,-0.1651208261,0.3333333333,0,0,0,0.6666666667,0,0.0819364066,b,3
greet,0,1,1,0,0,0,2,0,3,-0.1651208261,0.3333333333,0,0,0,0.6666666667,0,0.0819364066,b,3
sports,0,1,1,0,0,0,2,0,3,-0.1651208261,0.3333333333,0,0,0,0.6666666667,0,0.0819364066,b,3
falling,0,1,1,0,0,0,2,0,3,-0.1651208261,0.3333333333,0,0,0,0.6666666667,0,0.0819364066,b,3
champion,0,1,1,0,0,0,2,0,3,-0.1651208261,0.3333333333,0,0,0,0.6666666667,0,0.0819364066,b,3
looks,0,1,2,0,5,0,10,2,19,0.8847383108,0.1052631579,0,0.2631578947,0,0.5263157895,0.1052631579,0.0741511381,b,3
happy,0,1,1,0,0,1,5,2,9,0.2285763502,0.1111111111,0,0,0.1111111111,0.5555555556,0.2222222222,0.0733070926,b,3
blacks,0,1,1,0,1,0,3,0,5,-0.033888434,0.2,0,0.2,0,0.6,0,0.0729593862,b,3
stop,0,1,3,0,3,0,14,7,27,1.4096678792,0.1111111111,0,0.1111111111,0,0.5185185185,0.2592592593,0.0714973649,b,3
black,0,1,2,0,0,0,5,1,8,0.1629601542,0.25,0,0,0,0.625,0.125,0.0696637722,b,3
dead,0,1,1,0,0,0,3,1,5,-0.033888434,0.2,0,0,0,0.6,0.2,0.0637531426,b,3
red,0,1,1,0,0,0,3,1,5,-0.033888434,0.2,0,0,0,0.6,0.2,0.0637531426,b,3
dark,0,1,0,0,0,1,2,0,3,-0.1651208261,0,0,0,0.3333333333,0.6666666667,0,0.0508563198,b,3
four,0,1,0,0,0,1,2,0,3,-0.1651208261,0,0,0,0.3333333333,0.6666666667,0,0.0508563198,b,3
winning,0,1,0,0,0,1,4,2,7,0.0973439581,0,0,0,0.1428571429,0.5714285714,0.2857142857,0.047992567,b,3
black people,0,2,1,1,0,0,4,1,7,0.0973439581,0.1428571429,0.1428571429,0,0,0.5714285714,0.1428571429,0.0474289622,b,3
look,0,1,1,0,4,0,15,7,27,1.4096678792,0.037037037,0,0.1481481481,0,0.5555555556,0.2592592593,0.0452135097,b,3
almost,0,1,1,0,1,0,4,0,6,0.031727762,0.1666666667,0,0.1666666667,0,0.6666666667,0,0.0447287668,b,3
voice,0,1,1,0,1,0,4,0,6,0.031727762,0.1666666667,0,0.1666666667,0,0.6666666667,0,0.0447287668,b,3
earth,0,1,1,0,1,0,4,0,6,0.031727762,0.1666666667,0,0.1666666667,0,0.6666666667,0,0.0447287668,b,3
liberal,0,1,1,0,0,0,5,2,8,0.1629601542,0.125,0,0,0,0.625,0.25,0.0416310885,b,3
since,0,1,1,0,3,0,8,1,13,0.4910411344,0.0769230769,0,0.2307692308,0,0.6153846154,0.0769230769,0.0410724855,b,3
stay,0,1,0,0,2,1,6,1,10,0.2941925463,0,0,0.2,0.1,0.6,0.1,0.040807316,b,3
sessions,0,1,1,0,0,0,4,1,6,0.031727762,0.1666666667,0,0,0,0.6666666667,0.1666666667,0.0398441072,b,3
judge,0,1,1,0,0,0,4,1,6,0.031727762,0.1666666667,0,0,0,0.6666666667,0.1666666667,0.0398441072,b,3
big,0,1,0,0,0,2,9,4,15,0.6222735266,0,0,0,0.1333333333,0.6,0.2666666667,0.0398363235,b,3
force,0,1,1,0,0,0,3,0,4,-0.0995046301,0.25,0,0,0,0.75,0,0.0377335982,b,3
whites,0,1,3,0,0,0,9,0,12,0.4254249384,0.25,0,0,0,0.75,0,0.0377335982,b,3
freedom,0,1,1,0,0,0,3,0,4,-0.0995046301,0.25,0,0,0,0.75,0,0.0377335982,b,3
liberals,0,1,2,0,6,0,15,0,23,1.147203095,0.0869565217,0,0.2608695652,0,0.652173913,0,0.0362939887,b,3
sing,0,1,1,0,1,0,7,2,11,0.3598087423,0.0909090909,0,0.0909090909,0,0.6363636364,0.1818181818,0.03521544,b,3
privilege,0,1,0,0,0,1,8,4,13,0.4910411344,0,0,0,0.0769230769,0.6153846154,0.3076923077,0.0314346855,b,3
great,0,1,1,0,9,0,21,2,33,1.8033650556,0.0303030303,0,0.2727272727,0,0.6363636364,0.0606060606,0.0308422757,b,3
gone,0,1,0,0,0,1,4,1,6,0.031727762,0,0,0,0.1666666667,0.6666666667,0.1666666667,0.0303028379,b,3
watch,0,1,2,0,7,0,23,3,35,1.9345974477,0.0571428571,0,0.2,0,0.6571428571,0.0857142857,0.0291967704,b,3
goodbye,0,1,0,0,0,0,3,2,5,-0.033888434,0,0,0,0,0.6,0.4,0.0283814163,b,3
surprise,0,1,1,0,0,0,5,1,7,0.0973439581,0.1428571429,0,0,0,0.7142857143,0.1428571429,0.0276510511,b,3
excited,0,1,1,0,0,0,5,1,7,0.0973439581,0.1428571429,0,0,0,0.7142857143,0.1428571429,0.0276510511,b,3
replace,0,1,1,0,0,1,8,1,11,0.3598087423,0.0909090909,0,0,0.0909090909,0.7272727273,0.0909090909,0.0261816972,b,3
treason,0,1,0,0,0,1,3,0,4,-0.0995046301,0,0,0,0.25,0.75,0,0.0252399956,b,3
tv,0,1,0,0,0,1,3,0,4,-0.0995046301,0,0,0,0.25,0.75,0,0.0252399956,b,3
dance,0,1,0,0,0,1,3,0,4,-0.0995046301,0,0,0,0.25,0.75,0,0.0252399956,b,3
alone,0,1,0,0,0,1,3,0,4,-0.0995046301,0,0,0,0.25,0.75,0,0.0252399956,b,3
fire,0,1,1,0,0,0,7,2,10,0.2941925463,0.1,0,0,0,0.7,0.2,0.0246830635,b,3
new,0,1,1,0,2,1,19,5,28,1.4752840753,0.0357142857,0,0.0714285714,0.0357142857,0.6785714286,0.1785714286,0.0238315037,b,3
awesome,0,1,1,0,2,0,8,0,11,0.3598087423,0.0909090909,0,0.1818181818,0,0.7272727273,0,0.0231607222,b,3
deplorable,0,1,1,0,0,0,4,0,5,-0.033888434,0.2,0,0,0,0.8,0,0.0230554173,b,3
sounds,0,1,1,0,1,0,6,0,8,0.1629601542,0.125,0,0.125,0,0.75,0,0.0229727609,b,3
wrong,0,1,0,0,0,1,5,1,7,0.0973439581,0,0,0,0.1428571429,0.7142857143,0.1428571429,0.0218991348,b,3
bc,0,1,0,0,0,1,5,1,7,0.0973439581,0,0,0,0.1428571429,0.7142857143,0.1428571429,0.0218991348,b,3
actually,0,1,1,0,3,0,14,2,20,0.9503545068,0.05,0,0.15,0,0.7,0.1,0.0216208141,b,3
sad,0,1,1,0,2,0,12,2,17,0.7535059187,0.0588235294,0,0.1176470588,0,0.7058823529,0.1176470588,0.0212960189,b,3
reps,0,1,1,0,0,0,6,1,8,0.1629601542,0.125,0,0,0,0.75,0.125,0.0211092315,b,3
government,0,1,1,0,0,0,6,1,8,0.1629601542,0.125,0,0,0,0.75,0.125,0.0211092315,b,3
killed,0,1,0,0,0,1,7,2,10,0.2941925463,0,0,0,0.1,0.7,0.2,0.0209557553,b,3
first,0,1,1,0,4,1,18,1,25,1.2784354871,0.04,0,0.16,0.04,0.72,0.04,0.0209367713,b,3
guys,0,1,1,0,0,0,10,3,14,0.5566573305,0.0714285714,0,0,0,0.7142857143,0.2142857143,0.0201836584,b,3
1st,0,1,0,0,0,0,2,1,3,-0.1651208261,0,0,0,0,0.6666666667,0.3333333333,0.0194833784,b,3
town,0,1,0,0,0,0,2,1,3,-0.1651208261,0,0,0,0,0.6666666667,0.3333333333,0.0194833784,b,3
love,0,1,0,0,4,5,56,15,80,4.8873262702,0,0,0.05,0.0625,0.7,0.1875,0.0193578624,b,3
lose,0,1,1,0,0,1,16,4,22,1.081586899,0.0454545455,0,0,0.0454545455,0.7272727273,0.1818181818,0.0189391643,b,3
care,0,1,1,0,1,0,21,7,30,1.6065164674,0.0333333333,0,0.0333333333,0,0.7,0.2333333333,0.0188003929,b,3
evidence,0,1,0,0,1,1,6,0,8,0.1629601542,0,0,0.125,0.125,0.75,0,0.0187027642,b,3
proof,0,1,0,0,1,1,6,0,8,0.1629601542,0,0,0.125,0.125,0.75,0,0.0187027642,b,3
proud,0,1,2,0,3,1,22,1,29,1.5409002713,0.0689655172,0,0.1034482759,0.0344827586,0.7586206897,0.0344827586,0.0183945618,b,3
makes,0,1,1,0,3,0,12,0,16,0.6878897226,0.0625,0,0.1875,0,0.75,0,0.0181906734,b,3
getting,0,1,1,0,0,0,11,3,15,0.6222735266,0.0666666667,0,0,0,0.7333333333,0.2,0.017851497,b,3
guilt,0,1,0,0,0,1,8,2,11,0.3598087423,0,0,0,0.0909090909,0.7272727273,0.1818181818,0.0176605334,b,3
words,0,1,1,0,0,0,7,1,9,0.2285763502,0.1111111111,0,0,0,0.7777777778,0.1111111111,0.0171634344,b,3
name,0,1,1,0,1,0,14,3,19,0.8847383108,0.0526315789,0,0.0526315789,0,0.7368421053,0.1578947368,0.0169047474,b,3
white people,0,2,2,2,0,0,18,3,25,1.2784354871,0.08,0.08,0,0,0.72,0.12,0.0168134967,b,3
knew,0,1,0,0,0,1,4,0,5,-0.033888434,0,0,0,0.2,0.8,0,0.0167530074,b,3
died,0,1,0,0,0,1,4,0,5,-0.033888434,0,0,0,0.2,0.8,0,0.0167530074,b,3
victory,0,1,1,0,0,0,5,0,6,0.031727762,0.1666666667,0,0,0,0.8333333333,0,0.0167060542,b,3
back,0,1,0,0,2,1,25,7,35,1.9345974477,0,0,0.0571428571,0.0285714286,0.7142857143,0.2,0.0164471275,b,3
repeal,0,1,1,0,1,1,16,2,21,1.0159707029,0.0476190476,0,0.0476190476,0.0476190476,0.7619047619,0.0952380952,0.0164249629,b,3
party,0,1,1,0,2,0,17,3,23,1.147203095,0.0434782609,0,0.0869565217,0,0.7391304348,0.1304347826,0.0163686816,b,3
slavery,0,1,1,0,0,0,12,3,16,0.6878897226,0.0625,0,0,0,0.75,0.1875,0.0160481586,b,3
white,0,1,5,0,4,0,57,9,75,4.55924529,0.0666666667,0,0.0533333333,0,0.76,0.12,0.0159204026,b,3
job,0,1,1,0,0,0,10,2,13,0.4910411344,0.0769230769,0,0,0,0.7692307692,0.1538461538,0.0154362042,b,3
last,0,1,1,0,5,0,31,5,42,2.3939108201,0.0238095238,0,0.119047619,0,0.7380952381,0.119047619,0.0154234641,b,3
real,0,1,0,0,1,1,15,3,20,0.9503545068,0,0,0.05,0.05,0.75,0.15,0.0143514188,b,3
go,0,1,4,0,1,1,62,12,80,4.8873262702,0.05,0,0.0125,0.0125,0.775,0.15,0.013854213,b,3
first time,0,2,0,0,0,1,4,0,5,-0.033888434,0,0,0,0.2,0.8,0,0.0135408903,b,3
administration,0,1,1,0,0,0,6,0,7,0.0973439581,0.1428571429,0,0,0,0.8571428571,0,0.0133235544,b,3
lot,0,1,0,0,1,1,8,0,10,0.2941925463,0,0,0.1,0.1,0.8,0,0.0132443425,b,3
free,0,1,1,0,0,0,9,1,11,0.3598087423,0.0909090909,0,0,0,0.8181818182,0.0909090909,0.012771871,b,3
rich,0,1,1,0,0,0,12,2,15,0.6222735266,0.0666666667,0,0,0,0.8,0.1333333333,0.0125968598,b,3
best,0,1,3,0,1,0,28,2,34,1.8689812516,0.0882352941,0,0.0294117647,0,0.8235294118,0.0588235294,0.0124966174,b,3
2nd,0,1,0,0,0,0,3,1,4,-0.0995046301,0,0,0,0,0.75,0.25,0.0123703299,b,3
4th,0,1,0,0,0,0,3,1,4,-0.0995046301,0,0,0,0,0.75,0.25,0.0123703299,b,3
time,0,1,1,0,6,2,49,4,62,3.7062347412,0.0161290323,0,0.0967741935,0.0322580645,0.7903225806,0.064516129,0.0122558364,b,3
racist,0,1,1,0,2,0,26,4,33,1.8033650556,0.0303030303,0,0.0606060606,0,0.7878787879,0.1212121212,0.0118254129,b,3
us,0,1,0,0,1,6,60,8,75,4.55924529,0,0,0.0133333333,0.08,0.8,0.1066666667,0.0118201904,b,3
healthcare,0,1,1,0,1,0,23,4,29,1.5409002713,0.0344827586,0,0.0344827586,0,0.7931034483,0.1379310345,0.0115579983,b,3
shows,0,1,1,0,0,0,7,0,8,0.1629601542,0.125,0,0,0,0.875,0,0.011270426,b,3
countries,0,1,1,0,0,0,7,0,8,0.1629601542,0.125,0,0,0,0.875,0,0.011270426,b,3
deal,0,1,0,0,0,1,9,1,11,0.3598087423,0,0,0,0.0909090909,0.8181818182,0.0909090909,0.0110492995,b,3
die,0,1,1,0,0,0,14,2,17,0.7535059187,0.0588235294,0,0,0,0.8235294118,0.1176470588,0.0108106,b,3
latest,0,1,0,0,0,1,6,0,7,0.0973439581,0,0,0,0.1428571429,0.8571428571,0,0.0106398268,b,3
ready,0,1,0,0,0,1,6,0,7,0.0973439581,0,0,0,0.1428571429,0.8571428571,0,0.0106398268,b,3
folks,0,1,0,0,0,1,6,0,7,0.0973439581,0,0,0,0.1428571429,0.8571428571,0,0.0106398268,b,3
vote,0,1,2,0,3,1,49,4,59,3.509386153,0.0338983051,0,0.0508474576,0.0169491525,0.8305084746,0.0677966102,0.0100835867,b,3
need,0,1,0,0,0,2,31,5,38,2.1314460359,0,0,0,0.0526315789,0.8157894737,0.1315789474,0.0100649062,b,3
people,0,1,2,0,5,0,70,9,86,5.2810234466,0.023255814,0,0.0581395349,0,0.8139534884,0.1046511628,0.0100423108,b,3
really,0,1,1,0,5,0,37,2,45,2.5907594083,0.0222222222,0,0.1111111111,0,0.8222222222,0.0444444444,0.0099393999,b,3
making,0,1,1,0,0,0,8,0,9,0.2285763502,0.1111111111,0,0,0,0.8888888889,0,0.0099093709,b,3
together,0,1,1,0,0,0,8,0,9,0.2285763502,0.1111111111,0,0,0,0.8888888889,0,0.0099093709,b,3
bad,0,1,0,0,0,1,18,3,22,1.081586899,0,0,0,0.0454545455,0.8181818182,0.1363636364,0.0097559059,b,3
take,0,1,2,0,4,0,34,0,40,2.262678428,0.05,0,0.1,0,0.85,0,0.009734314,b,3
single,0,1,1,0,0,0,12,1,14,0.5566573305,0.0714285714,0,0,0,0.8571428571,0.0714285714,0.0096702674,b,3
better,0,1,1,0,0,0,12,1,14,0.5566573305,0.0714285714,0,0,0,0.8571428571,0.0714285714,0.0096702674,b,3
right,0,1,0,0,1,2,45,7,55,3.2469213688,0,0,0.0181818182,0.0363636364,0.8181818182,0.1272727273,0.0096028776,b,3
tell,0,1,1,0,0,0,20,3,24,1.2128192911,0.0416666667,0,0,0,0.8333333333,0.125,0.0095655893,b,3
get,0,1,3,0,3,0,76,9,91,5.6091044269,0.032967033,0,0.032967033,0,0.8351648352,0.0989010989,0.0092866327,b,3
standing,0,1,0,0,0,1,7,0,8,0.1629601542,0,0,0,0.125,0.875,0,0.0092662162,b,3
soon,0,1,0,0,0,1,7,0,8,0.1629601542,0,0,0,0.125,0.875,0,0.0092662162,b,3
far,0,1,0,0,0,1,7,0,8,0.1629601542,0,0,0,0.125,0.875,0,0.0092662162,b,3
two,0,1,0,0,1,1,16,1,19,0.8847383108,0,0,0.0526315789,0.0526315789,0.8421052632,0.0526315789,0.0090923091,b,3
stupid,0,1,1,0,0,0,13,1,15,0.6222735266,0.0666666667,0,0,0,0.8666666667,0.0666666667,0.0090443601,b,3
got,0,1,2,0,2,0,46,4,54,3.1813051728,0.037037037,0,0.037037037,0,0.8518518519,0.0740740741,0.0087277831,b,3
left,0,1,2,0,0,0,19,0,21,1.0159707029,0.0952380952,0,0,0,0.9047619048,0,0.0085679372,b,3
next,0,1,0,0,0,2,30,3,35,1.9345974477,0,0,0,0.0571428571,0.8571428571,0.0857142857,0.0083064702,b,3
see,0,1,1,0,3,0,64,8,76,4.624861486,0.0131578947,0,0.0394736842,0,0.8421052632,0.1052631579,0.0082803396,b,3
lives,0,1,0,0,0,1,13,1,15,0.6222735266,0,0,0,0.0666666667,0.8666666667,0.0666666667,0.0081449775,b,3
shit,0,1,0,0,1,1,30,3,35,1.9345974477,0,0,0.0285714286,0.0285714286,0.8571428571,0.0857142857,0.0078037907,b,3
hate,0,1,0,0,1,1,25,2,29,1.5409002713,0,0,0.0344827586,0.0344827586,0.8620689655,0.0689655172,0.0077686501,b,3
one,0,1,0,0,7,1,78,5,91,5.6091044269,0,0,0.0769230769,0.010989011,0.8571428571,0.0549450549,0.0076662282,b,3
voted,0,1,1,0,0,0,41,5,47,2.7219918004,0.0212765957,0,0,0,0.8723404255,0.1063829787,0.0072494445,b,3
racism,0,1,0,0,1,1,23,1,26,1.3440516832,0,0,0.0384615385,0.0384615385,0.8846153846,0.0384615385,0.0070732753,b,3
probable,0,1,1,0,0,0,14,0,15,0.6222735266,0.0666666667,0,0,0,0.9333333333,0,0.0066247033,b,3
guy,0,1,1,0,0,0,16,0,17,0.7535059187,0.0588235294,0,0,0,0.9411764706,0,0.0061796903,b,3
carpet,0,1,1,0,0,0,18,0,19,0.8847383108,0.0526315789,0,0,0,0.9473684211,0,0.0058515445,b,3
performing,0,1,1,0,0,0,23,0,24,1.2128192911,0.0416666667,0,0,0,0.9583333333,0,0.0053165353,b,3
