,candidate,batch,length,cap,substring-cap,s-o-sCap,all-cap,non-cap,non-discriminative,cumulative,evictionFlag,Z_ScoreUnweighted,normalized_cap,normalized_capnormalized_substring-cap,normalized_s-o-sCap,normalized_all-cap,normalized_non-cap,normalized_non-discriminative,probability,status
2450,convicted,7,1,0,0,0,5,645,1,651,0,0.46886635419573935,0.0,0.0,0.0,0.007680491551459293,0.9907834101382489,0.0015360983102918587,0.003347021297615859,b
2453,new york city,0,3,140,0,0,0,0,0,140,0,0.01621672602704704,1.0,0.0,0.0,0.0,0.0,0.0,0.9621090685524557,g
2454,hillaryclinton,2,1,20,0,1,0,2,0,23,0,-0.08742320840688056,0.8695652173913043,0.0,0.043478260869565216,0.0,0.08695652173913043,0.0,0.9690072094739145,g
2458,great,0,1,17,0,611,8,2311,48,2995,0,2.545208288495964,0.005676126878130217,0.0,0.20400667779632722,0.002671118530884808,0.771619365609349,0.016026711185308847,0.011118884636775158,b
2460,disgraced former,13,2,2,12,0,0,15,0,29,0,-0.08210833997437145,0.06896551724137931,0.41379310344827586,0.0,0.0,0.5172413793103449,0.0,0.03836313135916785,b
2462,sweden,0,1,18,0,1203,0,0,0,1221,0,0.9737788552841047,0.014742014742014743,0.0,0.9852579852579852,0.0,0.0,0.0,0.6466633875296637,a
2464,rachel,0,1,12,0,1,0,0,0,13,0,-0.0962813224610624,0.9230769230769231,0.0,0.07692307692307693,0.0,0.0,0.0,0.9846379339859708,g
2466,news,2,1,8,0,31,9,1292,30,1370,0,1.1057647546914142,0.00583941605839416,0.0,0.022627737226277374,0.006569343065693431,0.9430656934306569,0.021897810218978103,0.004279228159765764,b
2467,kushner,0,1,14,0,0,0,0,2,16,0,-0.09362388824480786,0.875,0.0,0.0,0.0,0.0,0.125,0.9800298019649132,g
2469,associated press,0,2,5,0,0,0,0,13,18,0,-0.09185226543397149,0.2777777777777778,0.0,0.0,0.0,0.0,0.7222222222222222,0.6784652169197961,a
2472,extradition,0,1,0,0,0,1,32,0,33,0,-0.07856509435269872,0.0,0.0,0.0,0.030303030303030304,0.9696969696969697,0.0,0.003903201742352734,b
2474,order,0,1,3,0,3,1,66,1,74,0,-0.04224682673055315,0.04054054054054054,0.0,0.04054054054054054,0.013513513513513514,0.8918918918918919,0.013513513513513514,0.0064978048363172145,b
2488,gets,2,1,23,0,12,0,370,22,427,0,0.270444599382066,0.053864168618266976,0.0,0.02810304449648712,0.0,0.8665105386416861,0.05152224824355972,0.007440617008517341,b
2492,serve,16,1,6,0,0,1,8016,19,8042,0,7.015898451641542,0.0007460830639144492,0.0,0.0,0.00012434717731907486,0.9967669733897041,0.0023625963690624223,0.0032064308789177052,b
2496,true,8,1,2,0,114,1,1170,20,1307,0,1.0499586361500686,0.001530221882172915,0.0,0.08722264728385616,0.0007651109410864575,0.8951798010711554,0.015302218821729151,0.005385605187611379,b
2498,birds of a feather,9,4,16,21,0,0,8,3,48,0,-0.06527792327142594,0.3333333333333333,0.4375,0.0,0.0,0.16666666666666666,0.0625,0.5127174024729613,a
2502,files,5,1,2,0,12,1,1070,41,1126,0,0.8896267717693771,0.0017761989342806395,0.0,0.010657193605683837,0.0008880994671403197,0.9502664298401421,0.03641207815275311,0.003981407742359304,b
2503,photo,0,1,20,0,1,32,181,14,248,0,0.11188435781221098,0.08064516129032258,0.0,0.004032258064516129,0.12903225806451613,0.7298387096774194,0.056451612903225805,0.023997033699460945,b
2504,published,0,1,1,0,0,0,32,1,34,0,-0.07767928294728053,0.029411764705882353,0.0,0.0,0.0,0.9411764705882353,0.029411764705882353,0.004627921511867573,b
2506,air force,0,2,1470,0,0,1,1,7,1479,0,1.2023181978819963,0.9939148073022313,0.0,0.0,0.000676132521974307,0.000676132521974307,0.004732927653820149,0.9831746603078962,g
2507,anthony weiner says,4,3,89,51,0,0,0,55,195,0,0.0649363533250472,0.4564102564102564,0.26153846153846155,0.0,0.0,0.0,0.28205128205128205,0.7548557876276087,g
2513,far,0,1,0,0,3,2,691,5,701,0,0.5131569244666486,0.0,0.0,0.0042796005706134095,0.0028530670470756064,0.985734664764622,0.007132667617689016,0.0033848097203436575,b
2522,part of anthony weiner,2,4,1,342,0,0,0,0,343,0,0.1960364413269385,0.0029154518950437317,0.9970845481049563,0.0,0.0,0.0,0.0,0.3718405362752191,b
2529,republicans,0,1,432,0,34,0,7,271,744,0,0.5512468148996306,0.5806451612903226,0.0,0.0456989247311828,0.0,0.009408602150537635,0.364247311827957,0.9264886770766967,g
2531,deserves,9,1,2,0,0,0,191,5,198,0,0.06759378754130174,0.010101010101010102,0.0,0.0,0.0,0.9646464646464646,0.025252525252525252,0.0038349339430743903,b
2535,hillarys,1,1,13,0,4,1,15,0,33,0,-0.07856509435269872,0.3939393939393939,0.0,0.12121212121212122,0.030303030303030304,0.45454545454545453,0.0,0.3026131814011026,b
2536,free,0,1,12,0,13,13,866,279,1183,0,0.9401180218782137,0.01014370245139476,0.0,0.01098901098901099,0.01098901098901099,0.7320371935756551,0.23584108199492815,0.012603101443218237,b
2539,insurance,5,1,5,0,0,0,261,1,267,0,0.12871477451515648,0.018726591760299626,0.0,0.0,0.0,0.9775280898876404,0.003745318352059925,0.003759439047326576,b
2540,pos,0,1,0,0,0,27,7,4,38,0,-0.07413603732560779,0.0,0.0,0.0,0.7105263157894737,0.18421052631578946,0.10526315789473684,0.710954262188157,a
2541,weener,2,1,4,0,1,0,10,4,19,0,-0.0909664540285533,0.21052631578947367,0.0,0.05263157894736842,0.0,0.5263157894736842,0.21052631578947367,0.09061016940049384,b
2554,lil,0,1,1,0,0,0,8,3,12,0,-0.09716713386648058,0.08333333333333333,0.0,0.0,0.0,0.6666666666666666,0.25,0.023948537515625885,b
2555,cillizza,12,1,13,0,2,0,0,3,18,0,-0.09185226543397149,0.7222222222222222,0.0,0.1111111111111111,0.0,0.0,0.16666666666666666,0.9651576998737439,g
2557,happened,10,1,5,0,0,0,90,0,95,0,-0.023644787216771268,0.05263157894736842,0.0,0.0,0.0,0.9473684210526315,0.0,0.004978834485203977,b
2558,laugh at anthony weiner's expense,10,5,2,15,0,0,0,0,17,0,-0.09273807683938967,0.11764705882352941,0.8823529411764706,0.0,0.0,0.0,0.0,0.5280817281664346,a
2562,anthony weiner documentary hd,12,4,13,0,0,0,0,0,13,0,-0.0962813224610624,1.0,0.0,0.0,0.0,0.0,0.0,0.9064113614370501,g
2568,time,0,1,17,0,1424,18,2642,290,4391,0,3.7818010104597497,0.0038715554543384194,0.0,0.324299703939877,0.004099294010475973,0.6016852653154179,0.06604418127989069,0.030605139628327022,b
2569,corruption,1,1,4,0,2,1,481,2,490,0,0.32625071792341165,0.00816326530612245,0.0,0.004081632653061225,0.0020408163265306124,0.9816326530612245,0.004081632653061225,0.00355848549253829,b
2572,💥anthony weiner,0,2,0,10,0,0,0,0,10,0,-0.09893875667731696,0.0,1.0,0.0,0.0,0.0,0.0,0.2900907715257324,b
2573,pr,0,1,6,0,0,73,0,0,79,0,-0.03781776970346222,0.0759493670886076,0.0,0.0,0.9240506329113924,0.0,0.0,0.9457837483161259,g
2574,anonymous sources,9,2,4,5,0,0,1080,0,1089,0,0.8568517497689042,0.0036730945821854912,0.004591368227731864,0.0,0.0,0.9917355371900827,0.0,0.0030160277561548515,b
2578,sexting minor,1,2,17,2,0,0,302,13,334,0,0.18806413867817484,0.05089820359281437,0.005988023952095809,0.0,0.0,0.9041916167664671,0.038922155688622756,0.0053574344047263535,b
2580,drive,0,1,4,0,0,0,23,0,27,0,-0.08387996278520782,0.14814814814814814,0.0,0.0,0.0,0.8518518518518519,0.0,0.012056663601083465,b
2581,pig,7,1,1,0,0,2,18,9,30,0,-0.08122252856895326,0.03333333333333333,0.0,0.0,0.06666666666666667,0.6,0.3,0.03347510575354403,b
2583,child brides,4,2,1,0,0,0,13,0,14,0,-0.09539551105564423,0.07142857142857142,0.0,0.0,0.0,0.9285714285714286,0.0,0.005268101394749225,b
2585,huma abedin divorcing anthony weiner,7,5,13,38,0,0,0,0,51,0,-0.0626204890551714,0.2549019607843137,0.7450980392156863,0.0,0.0,0.0,0.0,0.5796873857495815,a
2586,spicer,0,1,14,0,5,1,3,23,46,0,-0.06704954608226231,0.30434782608695654,0.0,0.10869565217391304,0.021739130434782608,0.06521739130434782,0.5,0.7280679156147046,a
2589,worse,14,1,1,0,0,0,81,4,86,0,-0.03161708986553493,0.011627906976744186,0.0,0.0,0.0,0.9418604651162791,0.046511627906976744,0.004276022783713231,b
2596,divorce anthony weiner,5,3,80,59,0,0,0,297,436,0,0.2784169020308297,0.1834862385321101,0.1353211009174312,0.0,0.0,0.0,0.6811926605504587,0.5333606258436661,a
2607,idiot,0,1,0,0,1,2,49,7,59,0,-0.055533997811825914,0.0,0.0,0.01694915254237288,0.03389830508474576,0.8305084745762712,0.11864406779661017,0.007671816791191411,b
2612,torrance parade,17,2,5,2,0,0,0,126,133,0,0.010016046189119748,0.03759398496240601,0.015037593984962405,0.0,0.0,0.0,0.9473684210526315,0.4203155644516964,a
2617,protect us,17,2,1,0,0,0,234,1,236,0,0.10125462094719276,0.00423728813559322,0.0,0.0,0.0,0.9915254237288136,0.00423728813559322,0.003027885907872373,b
2619,u.s.a,18,1,0,0,0,27,0,0,27,0,-0.08387996278520782,0.0,0.0,0.0,1.0,0.0,0.0,0.9392691224376746,g
2627,27 months in prison,6,4,0,1,0,0,248,6,255,0,0.11808503765013825,0.0,0.00392156862745098,0.0,0.0,0.9725490196078431,0.023529411764705882,0.07075977639495205,b
2635,5 fast facts,0,3,0,17,0,0,0,13,30,0,-0.08122252856895326,0.0,0.5666666666666667,0.0,0.0,0.0,0.43333333333333335,0.3183972678629421,b
2642,anthony weiner leaves court,1,4,1,90,0,0,0,0,91,0,-0.027188032838444006,0.01098901098901099,0.989010989010989,0.0,0.0,0.0,0.0,0.3763156744029432,b
2644,disgraced rep. anthony weiner,0,4,175,0,0,0,0,0,175,0,0.0472201252166835,1.0,0.0,0.0,0.0,0.0,0.0,0.9064113614370501,g
2646,sleeve anthony weiner bob beckel,5,5,10,0,0,0,0,88,98,0,-0.020987353000516712,0.10204081632653061,0.0,0.0,0.0,0.0,0.8979591836734694,0.5811426496676824,a
2647,cat,0,1,4,0,1,0,4,13,22,0,-0.08830901981229874,0.18181818181818182,0.0,0.045454545454545456,0.0,0.18181818181818182,0.5909090909090909,0.40528956977061686,a
2651,sir,0,1,13,0,1,0,17,20,51,0,-0.0626204890551714,0.2549019607843137,0.0,0.0196078431372549,0.0,0.3333333333333333,0.39215686274509803,0.27698210105690774,b
2660,embarrassing,9,1,1,0,0,0,32,1,34,0,-0.07767928294728053,0.029411764705882353,0.0,0.0,0.0,0.9411764705882353,0.029411764705882353,0.004627921511867573,b
2667,officer,3,1,3,0,0,0,80,1,84,0,-0.0333887126763713,0.03571428571428571,0.0,0.0,0.0,0.9523809523809523,0.011904761904761904,0.004521068832880808,b
2668,barry,0,1,5,0,0,0,0,41,46,0,-0.06704954608226231,0.10869565217391304,0.0,0.0,0.0,0.0,0.8913043478260869,0.5695432226081383,a
2671,disavow,3,1,3,0,1,1,4262,282,4549,0,3.9217592125158225,0.0006594856012310398,0.0,0.00021982853374367993,0.00021982853374367993,0.9369092108155639,0.06199164651571774,0.004179246974037197,b
2675,available,13,1,0,0,0,1,11,0,12,0,-0.09716713386648058,0.0,0.0,0.0,0.08333333333333333,0.9166666666666666,0.0,0.005764200885673017,b
2688,mutant,0,1,1,0,28,0,1,0,30,0,-0.08122252856895326,0.03333333333333333,0.0,0.9333333333333333,0.0,0.03333333333333333,0.0,0.6135853376665921,a
2692,murdered,4,1,4,0,0,2,131,0,137,0,0.013559291810792486,0.029197080291970802,0.0,0.0,0.014598540145985401,0.9562043795620438,0.0,0.0044963549261791864,b
2694,good point,2,2,9,5,0,0,4,0,18,0,-0.09185226543397149,0.5,0.2777777777777778,0.0,0.0,0.2222222222222222,0.0,0.6280074622553642,a
2695,sex offender anthony weiner,3,4,1,164,0,0,0,1,166,0,0.03924782256791984,0.006024096385542169,0.9879518072289156,0.0,0.0,0.0,0.006024096385542169,0.37389222667451666,b
2696,trends,0,1,31,0,1,0,23,0,55,0,-0.059077243433498655,0.5636363636363636,0.0,0.01818181818181818,0.0,0.41818181818181815,0.0,0.5169443153709595,a
2700,air,0,1,3,0,0,2,64,6,75,0,-0.04136101532513496,0.04,0.0,0.0,0.02666666666666667,0.8533333333333334,0.08,0.007901052369865857,b
2703,assange,0,1,716,0,3,0,0,2,721,0,0.5308731525750123,0.9930651872399445,0.0,0.004160887656033287,0.0,0.0,0.0027739251040221915,0.9875657212571523,g
2705,heroes,16,1,39,0,1,1053,1024,13,2130,0,1.7789814228092344,0.018309859154929577,0.0,0.00046948356807511736,0.4943661971830986,0.4807511737089202,0.006103286384976526,0.19292132756597324,b
2707,destiny 2,2,2,0,1,0,0,0,11,12,0,-0.09716713386648058,0.0,0.08333333333333333,0.0,0.0,0.0,0.9166666666666666,0.37589373724221953,b
2709,come on twitter,6,3,12,0,0,0,0,0,12,0,-0.09716713386648058,1.0,0.0,0.0,0.0,0.0,0.0,0.9621090685524557,g
2717,anthony weiner in prison,2,4,3,7,0,0,0,0,10,0,-0.09893875667731696,0.3,0.7,0.0,0.0,0.0,0.0,0.5687659997549563,a
2720,carlos danger,0,2,411,0,0,2,2,78,493,0,0.3289081521396662,0.8336713995943205,0.0,0.0,0.004056795131845842,0.004056795131845842,0.15821501014198783,0.9673616219376469,g
2728,1st,0,1,0,0,0,0,232,2,234,0,0.09948299813635639,0.0,0.0,0.0,0.0,0.9914529914529915,0.008547008547008548,0.0032688016250544826,b
2732,mayor,5,1,6,0,0,0,30,3,39,0,-0.07325022592018961,0.15384615384615385,0.0,0.0,0.0,0.7692307692307693,0.07692307692307693,0.018847697812351967,b
2738,daily reminder,16,2,27,0,0,0,0,0,27,0,-0.08387996278520782,1.0,0.0,0.0,0.0,0.0,0.0,0.9835935140700158,g
2739,islam,0,1,13,0,1,0,1,6,21,0,-0.08919483121771693,0.6190476190476191,0.0,0.047619047619047616,0.0,0.047619047619047616,0.2857142857142857,0.9251678887862714,g
2741,treatment,3,1,1,0,0,0,168,6,175,0,0.0472201252166835,0.005714285714285714,0.0,0.0,0.0,0.96,0.03428571428571429,0.0038430127410658695,b
2745,say,1,1,3,0,37,2,571,26,639,0,0.45823661733072113,0.004694835680751174,0.0,0.057902973395931145,0.003129890453834116,0.8935837245696401,0.0406885758998435,0.005422478055462355,b
2747,defending anthony weiner,10,3,2,660,0,1,0,0,663,0,0.4794960910607576,0.0030165912518853697,0.995475113122172,0.0,0.0015082956259426848,0.0,0.0,0.28481840663735863,b
2748,christian,1,1,14,0,0,0,0,1,15,0,-0.09450969965022604,0.9333333333333333,0.0,0.0,0.0,0.0,0.06666666666666667,0.9842600651302408,g
2751,prosecuting weiner,0,2,1320,0,0,0,0,0,1320,0,1.061474184420505,1.0,0.0,0.0,0.0,0.0,0.0,0.9835935140700158,g
2753,helped,5,1,1,0,0,0,141,1,143,0,0.018874160243301595,0.006993006993006993,0.0,0.0,0.0,0.986013986013986,0.006993006993006993,0.003446707273847662,b
2754,u.s. military,16,2,46,96,0,0,0,0,142,0,0.01798834883788341,0.323943661971831,0.676056338028169,0.0,0.0,0.0,0.0,0.6649346610884147,a
2756,information,5,1,0,0,0,0,262,0,262,0,0.12428571748806555,0.0,0.0,0.0,0.0,1.0,0.0,0.0031516051485132664,b
2761,mind,0,1,2,0,0,0,51,3,56,0,-0.05819143202808047,0.03571428571428571,0.0,0.0,0.0,0.9107142857142857,0.05357142857142857,0.00547446567273416,b
2763,united states,0,2,4037,0,0,0,0,2,4039,0,3.469995395752549,0.9995048279277049,0.0,0.0,0.0,0.0,0.0004951720722951226,0.9835624552350437,g
2766,shoulda,0,1,1,0,3,0,6,0,10,0,-0.09893875667731696,0.1,0.0,0.3,0.0,0.6,0.0,0.046451448986204416,b
2770,brothers,16,1,106,0,0,3,119,1,229,0,0.09505394110926547,0.462882096069869,0.0,0.0,0.013100436681222707,0.519650655021834,0.004366812227074236,0.2663140263474179,b
2773,bitch,3,1,2,0,1,2,554,4,563,0,0.3909149505189391,0.003552397868561279,0.0,0.0017761989342806395,0.003552397868561279,0.9840142095914742,0.007104795737122558,0.003463024937573626,b
2775,comms,4,1,1,0,0,0,12,0,13,0,-0.0962813224610624,0.07692307692307693,0.0,0.0,0.0,0.9230769230769231,0.0,0.006195231711404753,b
2783,veterans,12,1,216,0,3,0,337,45,601,0,0.42457578392483014,0.3594009983361065,0.0,0.004991680532445923,0.0,0.5607321131447587,0.07487520798668885,0.14093848736090792,b
2788,prosecutor,1,1,2,0,4,0,6,0,12,0,-0.09716713386648058,0.16666666666666666,0.0,0.3333333333333333,0.0,0.5,0.0,0.1055981844005944,b
2793,ass,0,1,3,0,0,9,158,10,180,0,0.051649182243774426,0.016666666666666666,0.0,0.0,0.05,0.8777777777777778,0.05555555555555555,0.006760671638048845,b
2797,everyday,2,1,0,0,5,5,98,1,109,0,-0.011243427540916683,0.0,0.0,0.045871559633027525,0.045871559633027525,0.8990825688073395,0.009174311926605505,0.005783427000846688,b
2798,report,1,1,524,0,146,1,88,136,895,0,0.6850043371177764,0.5854748603351956,0.0,0.16312849162011173,0.0011173184357541898,0.09832402234636871,0.15195530726256984,0.8981691175542641,g
2805,covenant,18,1,10,0,0,0,0,0,10,0,-0.09893875667731696,1.0,0.0,0.0,0.0,0.0,0.0,0.9878434018017458,g
2809,leaked,10,1,0,0,0,2,14,6,22,0,-0.08830901981229874,0.0,0.0,0.0,0.09090909090909091,0.6363636363636364,0.2727272727272727,0.025217505261741782,b
2812,feeling,7,1,1,0,0,0,87,0,88,0,-0.02984546705469856,0.011363636363636364,0.0,0.0,0.0,0.9886363636363636,0.0,0.003471840603268898,b
2819,clintons judge,6,2,20,0,0,0,0,0,20,0,-0.09008064262313512,1.0,0.0,0.0,0.0,0.0,0.0,0.9835935140700158,g
2824,lee,4,1,1,0,0,0,0,15,16,0,-0.09362388824480786,0.0625,0.0,0.0,0.0,0.0,0.9375,0.5197280977981233,a
2826,death,1,1,0,0,1,4,59,4,68,0,-0.04756169516306225,0.0,0.0,0.014705882352941176,0.058823529411764705,0.8676470588235294,0.058823529411764705,0.006831268333396382,b
2833,corrine brown,2,2,20,0,0,0,0,9,29,0,-0.08210833997437145,0.6896551724137931,0.0,0.0,0.0,0.0,0.3103448275862069,0.9392708968483737,g
2839,posts,6,1,3,0,0,0,53,0,56,0,-0.05819143202808047,0.05357142857142857,0.0,0.0,0.0,0.9464285714285714,0.0,0.005020689183803983,b
2842,evil,0,1,2,0,4,2,53,7,68,0,-0.04756169516306225,0.029411764705882353,0.0,0.058823529411764705,0.029411764705882353,0.7794117647058824,0.10294117647058823,0.011427272643470513,b
2848,former us,0,2,50,26,0,0,0,4,80,0,-0.036931958298044035,0.625,0.325,0.0,0.0,0.0,0.05,0.9103220460509699,g
2851,besides,0,1,2,0,3,0,5,0,10,0,-0.09893875667731696,0.2,0.0,0.3,0.0,0.5,0.0,0.11870699082566853,b
2861,slammer,8,1,1,0,0,0,10,0,11,0,-0.09805294527189877,0.09090909090909091,0.0,0.0,0.0,0.9090909090909091,0.0,0.007040462406795754,b
2862,new york post,1,3,76,0,0,0,0,3,79,0,-0.03781776970346222,0.9620253164556962,0.0,0.0,0.0,0.0,0.0379746835443038,0.957401726057584,g
2864,flynn,0,1,10,0,0,0,0,0,10,0,-0.09893875667731696,1.0,0.0,0.0,0.0,0.0,0.0,0.9878434018017458,g
2868,money,5,1,0,0,0,1,50,6,57,0,-0.057305620622662284,0.0,0.0,0.0,0.017543859649122806,0.8771929824561403,0.10526315789473684,0.005783282014524686,b
2873,vietnam veterans,16,2,103,0,0,0,0,0,103,0,-0.016558295973425792,1.0,0.0,0.0,0.0,0.0,0.0,0.9835935140700158,g
2874,wanna,10,1,1,0,5,1,10,0,17,0,-0.09273807683938967,0.058823529411764705,0.0,0.29411764705882354,0.058823529411764705,0.5882352941176471,0.0,0.04804435451207593,b
2881,nation,10,1,16,0,1,0,1934,3,1954,0,1.623078615455634,0.008188331627430911,0.0,0.0005117707267144319,0.0,0.9897645854657113,0.0015353121801432957,0.0034097345672263833,b
2883,weeping anthony weiner,0,3,114,0,0,0,0,2,116,0,-0.00504274770298939,0.9827586206896551,0.0,0.0,0.0,0.0,0.017241379310344827,0.9600568111905453,g
2892,immediately gets attacked,15,3,24,0,0,0,0,0,24,0,-0.08653739700146237,1.0,0.0,0.0,0.0,0.0,0.0,0.9621090685524557,g
2893,anthony weiner pleads,3,3,1,16,0,0,0,3,20,0,-0.09008064262313512,0.05,0.8,0.0,0.0,0.0,0.15,0.33616377408749615,b
2897,unlike obama,17,2,3,0,0,0,0,25,28,0,-0.08299415137978963,0.10714285714285714,0.0,0.0,0.0,0.0,0.8928571428571429,0.49416412188996117,a
2898,basquiat,4,1,27,0,3,0,0,1005,1035,0,0.8090179338763223,0.02608695652173913,0.0,0.002898550724637681,0.0,0.0,0.9710144927536232,0.4818151111266973,a
2901,trying,5,1,1,0,10,1,368,8,388,0,0.23589795457075682,0.002577319587628866,0.0,0.02577319587628866,0.002577319587628866,0.9484536082474226,0.020618556701030927,0.004082877373952959,b
2920,real,1,1,2,0,17,225,867,31,1142,0,0.9037997542560681,0.0017513134851138354,0.0,0.0148861646234676,0.19702276707530647,0.7591943957968477,0.02714535901926445,0.017930163759452333,b
2921,follow,10,1,1,0,22,0,1132,2,1157,0,0.9170869253373409,0.000864304235090752,0.0,0.01901469317199654,0.0,0.9783923941227312,0.001728608470181504,0.0035120091698121647,b
2924,wh,0,1,553,0,0,114,12,6,685,0,0.49898394197995766,0.8072992700729927,0.0,0.0,0.16642335766423358,0.017518248175182483,0.008759124087591242,0.9812388818942219,g
2934,walks,1,1,141,0,0,1,23,3,168,0,0.04101944537875621,0.8392857142857143,0.0,0.0,0.005952380952380952,0.13690476190476192,0.017857142857142856,0.9531851525535391,g
2935,bad,0,1,6,0,116,9,1760,25,1916,0,1.589417782049743,0.003131524008350731,0.0,0.060542797494780795,0.004697286012526096,0.918580375782881,0.013048016701461378,0.004824224550214814,b
2946,asshole,0,1,0,0,1,2,39,8,50,0,-0.06350630046058957,0.0,0.0,0.02,0.04,0.78,0.16,0.010120621479319468,b
2963,iraq,16,1,13,0,0,0,0,0,13,0,-0.0962813224610624,1.0,0.0,0.0,0.0,0.0,0.0,0.9878434018017458,g
2969,celebration,9,1,1,0,0,0,468,0,469,0,0.3076486784096298,0.0021321961620469083,0.0,0.0,0.0,0.997867803837953,0.0,0.003209083488498777,b
2974,soon,0,1,1,0,8,0,465,35,509,0,0.34308113462635714,0.0019646365422396855,0.0,0.015717092337917484,0.0,0.9135559921414538,0.068762278978389,0.004717941585620031,b
2975,armed forces day,16,3,170,0,0,0,0,38,208,0,0.0764519015954836,0.8173076923076923,0.0,0.0,0.0,0.0,0.18269230769230768,0.9317188551269737,g
2976,fake news media,7,3,226,0,0,0,3,0,229,0,0.09505394110926547,0.9868995633187773,0.0,0.0,0.0,0.013100436681222707,0.0,0.9585962904783174,g
2988,first foreign trip,0,3,22,0,0,0,20,47,89,0,-0.028959655649280373,0.24719101123595505,0.0,0.0,0.0,0.2247191011235955,0.5280898876404494,0.3741349677838061,b
2996,wear,1,1,1,0,0,0,619,3,623,0,0.4440636348440302,0.0016051364365971107,0.0,0.0,0.0,0.9935794542536116,0.004815409309791332,0.0032611301791522925,b
3015,liam payne,6,2,9,0,0,0,0,11,20,0,-0.09008064262313512,0.45,0.0,0.0,0.0,0.0,0.55,0.8285537136768466,g
3017,downfall,0,1,36,0,0,0,62,63,161,0,0.03481876554082892,0.2236024844720497,0.0,0.0,0.0,0.38509316770186336,0.391304347826087,0.19293411513011863,b
3020,lmao,3,1,1,0,4,5,5,12,27,0,-0.08387996278520782,0.037037037037037035,0.0,0.14814814814814814,0.18518518518518517,0.18518518518518517,0.4444444444444444,0.3814274447203332,b
3021,stays,0,1,1,0,0,0,12,0,13,0,-0.0962813224610624,0.07692307692307693,0.0,0.0,0.0,0.9230769230769231,0.0,0.006195231711404753,b
3024,riyadh,0,1,17,0,0,0,0,2,19,0,-0.0909664540285533,0.8947368421052632,0.0,0.0,0.0,0.0,0.10526315789473684,0.9815961782548334,g
3031,pussy grabber,5,2,1,3,0,0,6,0,10,0,-0.09893875667731696,0.1,0.3,0.0,0.0,0.6,0.0,0.028726901174196018,b
3033,march,1,1,34,0,0,0,396,8,438,0,0.28018852484166606,0.0776255707762557,0.0,0.0,0.0,0.9041095890410958,0.0182648401826484,0.006789205696394395,b
3042,nashville predators,4,2,28,0,0,0,0,25,53,0,-0.06084886624433502,0.5283018867924528,0.0,0.0,0.0,0.0,0.4716981132075472,0.8764349747888556,g
3047,pervs,2,1,7,0,5,16,29,9,66,0,-0.04933331797389862,0.10606060606060606,0.0,0.07575757575757576,0.24242424242424243,0.4393939393939394,0.13636363636363635,0.17340509153641895,b
3051,conservatives,4,1,7,0,3,0,612,2,624,0,0.4449494462494484,0.011217948717948718,0.0,0.004807692307692308,0.0,0.9807692307692307,0.003205128205128205,0.003600286641750187,b
