,candidate,batch,length,cap,substring-cap,s-o-sCap,all-cap,non-cap,non-discriminative,cumulative,Z_ScoreUnweighted,normalized_cap,normalized_capnormalized_substring-cap,normalized_s-o-sCap,normalized_all-cap,normalized_non-cap,normalized_non-discriminative,probability,status
410,alone,0,1,0,0,0,1,3,0,4,-0.09950463006857185,0.0,0.0,0.0,0.25,0.75,0.0,0.019539397710987887,b
412,numb,0,1,12,0,0,0,1,1,14,0.5566573304978962,0.8571428571428571,0.0,0.0,0.0,0.07142857142857142,0.07142857142857142,0.9599102114201497,g
417,hilary,0,1,1,0,0,0,1,1,3,-0.16512082612521867,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3278002277706861,b
419,best,0,1,3,0,1,0,28,2,34,1.8689812516308322,0.08823529411764706,0.0,0.029411764705882353,0.0,0.8235294117647058,0.058823529411764705,0.009242176069001075,b
422,wango tango,0,2,3,0,0,0,0,2,5,-0.033888434011925046,0.6,0.0,0.0,0.0,0.0,0.4,0.8884814847504063,g
423,david,0,1,3,0,0,0,0,0,3,-0.16512082612521867,1.0,0.0,0.0,0.0,0.0,0.0,0.9837785997554575,g
426,frankie edgar,0,2,22,1,0,0,0,1,24,1.2128192910643643,0.9166666666666666,0.041666666666666664,0.0,0.0,0.0,0.041666666666666664,0.9672097242376356,g
430,read,0,1,1,0,1,5,11,2,20,0.9503545068377771,0.05,0.0,0.05,0.25,0.55,0.1,0.07141155458447822,b
434,answer,0,1,0,0,2,1,1,0,4,-0.09950463006857185,0.0,0.0,0.5,0.25,0.25,0.0,0.34197950865303817,b
435,yair rodriguez,0,2,9,0,0,0,0,2,11,0.3598087423279558,0.8181818181818182,0.0,0.0,0.0,0.0,0.18181818181818182,0.9524532807092121,g
436,twitter,0,1,6,0,1,0,2,3,12,0.4254249383846026,0.5,0.0,0.08333333333333333,0.0,0.16666666666666666,0.25,0.752307677108304,g
437,slow hands,0,2,6,0,0,0,0,2,8,0.16296015415801537,0.75,0.0,0.0,0.0,0.0,0.25,0.938115468383361,g
440,flynn,0,1,9,0,0,1,0,0,10,0.294192546271309,0.9,0.0,0.0,0.1,0.0,0.0,0.9819361846592343,g
447,on the loose,0,3,9,0,0,0,0,2,11,0.3598087423279558,0.8181818181818182,0.0,0.0,0.0,0.0,0.18181818181818182,0.8820152113142321,g
450,proud,0,1,2,0,3,1,22,1,29,1.540900271347598,0.06896551724137931,0.0,0.10344827586206896,0.034482758620689655,0.7586206896551724,0.034482758620689655,0.013769689281986491,b
452,croatia,0,1,2,0,1,0,0,1,4,-0.09950463006857185,0.5,0.0,0.25,0.0,0.0,0.25,0.9012662277975813,g
456,town,0,1,0,0,0,0,2,1,3,-0.16512082612521867,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.01520102162338387,b
457,lives,0,1,0,0,0,1,13,1,15,0.622273526554543,0.0,0.0,0.0,0.06666666666666667,0.8666666666666667,0.06666666666666667,0.006098349923817723,b
464,comey,0,1,6,0,3,0,0,3,12,0.4254249383846026,0.5,0.0,0.25,0.0,0.0,0.25,0.9012662277975813,g
465,holloway,0,1,2,0,1,0,0,0,3,-0.16512082612521867,0.6666666666666666,0.0,0.3333333333333333,0.0,0.0,0.0,0.9529299188148931,g
468,healthcare,0,1,1,0,1,0,23,4,29,1.540900271347598,0.034482758620689655,0.0,0.034482758620689655,0.0,0.7931034482758621,0.13793103448275862,0.008686471753854636,b
474,black people,0,2,1,1,0,0,4,1,7,0.09734395810136857,0.14285714285714285,0.14285714285714285,0.0,0.0,0.5714285714285714,0.14285714285714285,0.04292716450700897,b
475,ukrainian,0,1,3,0,1,0,0,1,5,-0.033888434011925046,0.6,0.0,0.2,0.0,0.0,0.2,0.9327609360265354,g
476,latest,0,1,0,0,0,1,6,0,7,0.09734395810136857,0.0,0.0,0.0,0.14285714285714285,0.8571428571428571,0.0,0.008006292487372032,b
486,joke,0,1,0,0,0,1,1,1,3,-0.16512082612521867,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.22500230191126433,b
488,stop,0,1,3,0,3,0,14,7,27,1.4096678792343047,0.1111111111111111,0.0,0.1111111111111111,0.0,0.5185185185185185,0.25925925925925924,0.05915874060825704,b
492,romania,0,1,2,0,1,0,0,1,4,-0.09950463006857185,0.5,0.0,0.25,0.0,0.0,0.25,0.9012662277975813,g
495,whites,0,1,3,0,0,0,9,0,12,0.4254249383846026,0.25,0.0,0.0,0.0,0.75,0.0,0.02762117319015663,b
497,maia,0,1,77,0,31,0,0,4,112,6.987044544049284,0.6875,0.0,0.2767857142857143,0.0,0.0,0.03571428571428571,0.9554422661449639,g
500,first time,0,2,0,0,0,1,4,0,5,-0.033888434011925046,0.0,0.0,0.0,0.2,0.8,0.0,0.011762730505293207,b
501,liam,0,1,10,0,8,0,1,20,39,2.1970622319140665,0.2564102564102564,0.0,0.20512820512820512,0.0,0.02564102564102564,0.5128205128205128,0.7086007903382825,a
502,looks,0,1,2,0,5,0,10,2,19,0.8847383107811303,0.10526315789473684,0.0,0.2631578947368421,0.0,0.5263157894736842,0.10526315789473684,0.060547093669970964,b
506,niall,0,1,24,0,36,0,0,18,78,4.756093878123292,0.3076923076923077,0.0,0.46153846153846156,0.0,0.0,0.23076923076923078,0.8119783872926444,g
513,george soros,0,2,6,0,0,0,0,2,8,0.16296015415801537,0.75,0.0,0.0,0.0,0.0,0.25,0.938115468383361,g
518,gone,0,1,0,0,0,1,4,1,6,0.03172776204472176,0.0,0.0,0.0,0.16666666666666666,0.6666666666666666,0.16666666666666666,0.02383310187299858,b
524,die,0,1,1,0,0,0,14,2,17,0.7535059186678367,0.058823529411764705,0.0,0.0,0.0,0.8235294117647058,0.11764705882352941,0.0080616893845296,b
527,salvador,0,1,4,0,2,0,0,2,8,0.16296015415801537,0.5,0.0,0.25,0.0,0.0,0.25,0.9012662277975813,g
528,wapo,0,1,3,0,0,2,0,0,5,-0.033888434011925046,0.6,0.0,0.0,0.4,0.0,0.0,0.973260747062512,g
534,stay,0,1,0,0,2,1,6,1,10,0.294192546271309,0.0,0.0,0.2,0.1,0.6,0.1,0.031907747536293246,b
536,best eurovision,0,2,1,1,0,0,0,1,3,-0.16512082612521867,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.7220177179633774,a
540,washington post,0,2,23,0,0,0,0,0,23,1.1472030950077174,1.0,0.0,0.0,0.0,0.0,0.0,0.975382451843493,g
545,aca,0,1,0,0,0,4,0,0,4,-0.09950463006857185,0.0,0.0,0.0,1.0,0.0,0.0,0.9374820304883025,g
550,job,0,1,1,0,0,0,10,2,13,0.4910411344412494,0.07692307692307693,0.0,0.0,0.0,0.7692307692307693,0.15384615384615385,0.011609603398579815,b
551,europeans,0,1,4,0,0,0,0,0,4,-0.09950463006857185,1.0,0.0,0.0,0.0,0.0,0.0,0.9837785997554575,g
552,one,0,1,0,0,7,1,78,5,91,5.609104426859701,0.0,0.0,0.07692307692307693,0.01098901098901099,0.8571428571428571,0.054945054945054944,0.005696715741512196,b
554,right,0,1,0,0,1,2,45,7,55,3.246921368820415,0.0,0.0,0.01818181818181818,0.03636363636363636,0.8181818181818182,0.12727272727272726,0.007244793765701184,b
559,tease,0,1,2,0,0,0,1,0,3,-0.16512082612521867,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,0.0,0.6951247462266904,a
