,candidate,batch,length,cap,substring-cap,s-o-sCap,all-cap,non-cap,non-discriminative,cumulative,Z_ScoreUnweighted
577,45ers,0,1,0,0,0,0,1,0,1,-0.2963532182385123
578,hallmark,0,1,1,0,0,0,0,0,1,-0.2963532182385123
579,cbo,0,1,0,0,0,6,0,0,6,0.03172776204472176
580,dustin poirier,0,2,1,0,0,0,0,0,1,-0.2963532182385123
581,27th,0,1,0,0,0,0,1,0,1,-0.2963532182385123
582,bon appétit,0,2,2,0,0,0,0,0,2,-0.23073702218186548
583,republican fbi director comey refused,0,5,1,0,0,0,0,0,1,-0.2963532182385123
584,oath,0,1,1,0,0,0,0,0,1,-0.2963532182385123
585,reconstruction south,0,2,1,0,0,0,0,0,1,-0.2963532182385123
586,edgar,0,1,8,0,5,0,0,3,16,0.6878897226111899
587,fisa,0,1,1,0,0,11,0,1,13,0.4910411344412494
588,bosnia,0,1,1,0,0,0,0,0,1,-0.2963532182385123
589,warriors,0,1,1,0,0,0,0,0,1,-0.2963532182385123
590,watch ufc 211,0,3,0,1,0,0,0,0,1,-0.2963532182385123
591,joevin jones,0,2,1,0,0,0,0,0,1,-0.2963532182385123
592,rodriguez,0,1,3,0,2,0,0,0,5,-0.033888434011925046
593,lives,0,1,0,0,0,1,13,1,15,0.622273526554543
594,write,0,1,1,0,0,0,2,0,3,-0.16512082612521867
595,60s,0,1,0,0,0,0,2,0,2,-0.23073702218186548
596,world news,0,2,2,0,0,0,0,0,2,-0.23073702218186548
597,wnyers,0,1,1,0,0,0,0,0,1,-0.2963532182385123
598,liberals,0,1,2,0,6,0,15,0,23,1.1472030950077174
599,united airlines,0,2,1,0,0,0,0,0,1,-0.2963532182385123
600,sc,0,1,0,0,0,1,0,2,3,-0.16512082612521867
601,carter,0,1,3,0,1,0,0,2,6,0.03172776204472176
602,niam,0,1,3,0,1,0,0,5,9,0.2285763502146622
603,iq,0,1,0,0,0,1,0,0,1,-0.2963532182385123
604,words,0,1,1,0,0,0,7,1,9,0.2285763502146622
605,liberty university,0,2,2,0,0,0,0,1,3,-0.16512082612521867
606,paid higher premiums,0,3,1,0,0,0,0,0,1,-0.2963532182385123
607,dad,0,1,3,0,0,0,2,0,5,-0.033888434011925046
608,russia,0,1,42,0,2,0,2,1,47,2.7219918003672405
609,24 gop,0,2,0,0,0,1,0,0,1,-0.2963532182385123
610,american health system,0,3,1,0,0,0,0,0,1,-0.2963532182385123
611,get married,0,2,1,0,0,0,0,0,1,-0.2963532182385123
612,sunny in philadelphia,0,3,1,0,0,0,0,0,1,-0.2963532182385123
613,lot,0,1,0,0,1,1,8,0,10,0.294192546271309
614,humor,0,1,1,0,0,0,0,0,1,-0.2963532182385123
615,horrible health bill,0,3,1,0,0,0,0,0,1,-0.2963532182385123
616,pbo,0,1,0,0,0,1,0,0,1,-0.2963532182385123
617,dope,0,1,0,0,0,1,1,0,2,-0.23073702218186548
618,canelo,0,1,1,0,0,0,0,0,1,-0.2963532182385123
619,take,0,1,2,0,4,0,34,0,40,2.2626784279707133
620,putin puppet show,0,3,1,0,0,0,0,0,1,-0.2963532182385123
621,fbi got fisa warrant,0,4,1,3,0,0,0,1,5,-0.033888434011925046
622,poles,0,1,1,0,0,0,0,0,1,-0.2963532182385123
623,ann courter,0,2,1,0,0,0,0,0,1,-0.2963532182385123
624,rose garden,0,2,2,0,0,0,0,0,2,-0.23073702218186548
625,ahca,0,1,0,0,0,5,0,0,5,-0.033888434011925046
626,power corrupts,0,2,1,0,0,0,0,0,1,-0.2963532182385123
627,tang,0,1,1,0,0,0,0,0,1,-0.2963532182385123
628,native americans,0,2,1,1,0,0,0,1,3,-0.16512082612521867
629,asha,0,1,1,0,0,0,0,0,1,-0.2963532182385123
630,rodriguez get,0,2,3,0,0,0,0,0,3,-0.16512082612521867
631,24 house republicans,0,3,0,1,0,0,0,0,1,-0.2963532182385123
632,europeans,0,1,4,0,0,0,0,0,4,-0.09950463006857185
633,devil,0,1,1,0,0,0,1,0,2,-0.23073702218186548
634,wrong,0,1,0,0,0,1,5,1,7,0.09734395810136857
635,m5,0,1,1,0,0,0,0,0,1,-0.2963532182385123
636,linkinpark,0,1,1,0,0,0,0,0,1,-0.2963532182385123
637,jd,0,1,0,0,0,2,0,0,2,-0.23073702218186548
638,intel,0,1,2,0,0,0,2,0,4,-0.09950463006857185
639,internet,0,1,1,0,0,0,0,0,1,-0.2963532182385123
640,goat quote,0,2,0,0,0,1,0,0,1,-0.2963532182385123
641,amanda,0,1,2,0,0,0,0,0,2,-0.23073702218186548
642,diane abbott,0,2,1,0,0,0,0,0,1,-0.2963532182385123
643,sunshine,0,1,1,0,0,0,0,0,1,-0.2963532182385123
644,jews,0,1,1,0,0,0,0,0,1,-0.2963532182385123
645,knew,0,1,0,0,0,1,4,0,5,-0.033888434011925046
646,clintons,0,1,1,0,0,0,0,0,1,-0.2963532182385123
647,rhythm,0,1,1,0,0,0,0,0,1,-0.2963532182385123
648,october 28,0,2,0,1,0,0,0,0,1,-0.2963532182385123
649,explain,0,1,1,0,0,0,1,0,2,-0.23073702218186548
650,left,0,1,2,0,0,0,19,0,21,1.0159707028944238
651,bitch wbzg thenesjdjdnx,0,3,0,0,0,1,0,0,1,-0.2963532182385123
652,spicy,0,1,1,0,0,0,1,1,3,-0.16512082612521867
653,icymi,0,1,0,0,0,1,0,0,1,-0.2963532182385123
654,cormier,0,1,1,0,0,0,0,0,1,-0.2963532182385123
655,white,0,1,5,0,4,0,57,9,75,4.559245289953352
656,syria,0,1,6,0,0,0,0,2,8,0.16296015415801537
657,chained,0,1,1,0,0,0,0,0,1,-0.2963532182385123
658,since,0,1,1,0,3,0,8,1,13,0.4910411344412494
659,krzysztof jotko,0,2,1,0,0,0,0,0,1,-0.2963532182385123
660,ne,0,1,0,0,0,2,0,0,2,-0.23073702218186548
661,yt13 add42497,0,2,1,0,0,0,0,0,1,-0.2963532182385123
662,right,0,1,0,0,1,2,45,7,55,3.246921368820415
663,soviet russia,0,2,1,0,0,0,0,0,1,-0.2963532182385123
664,united states of west america,0,5,1,0,0,0,0,0,1,-0.2963532182385123
665,instagram,0,1,10,0,0,0,1,1,12,0.4254249383846026
666,actually australia,0,2,1,0,0,0,0,0,1,-0.2963532182385123
667,grand favourite,0,2,1,0,0,0,0,0,1,-0.2963532182385123
668,tom clancy,0,2,1,0,0,0,0,0,1,-0.2963532182385123
669,brexit,0,1,2,0,0,0,0,1,3,-0.16512082612521867
670,frankieedgar,0,1,1,0,2,0,0,0,3,-0.16512082612521867
671,holloway,0,1,2,0,1,0,0,0,3,-0.16512082612521867
672,barack obama,0,2,1,0,0,0,0,0,1,-0.2963532182385123
673,house passes bill,0,3,1,0,0,0,0,0,1,-0.2963532182385123
674,nazi,0,1,1,0,0,1,0,0,2,-0.23073702218186548
675,anglo celtic australian,0,3,1,0,0,0,0,0,1,-0.2963532182385123
676,whatcha,0,1,1,0,0,0,0,0,1,-0.2963532182385123
677,top spanish,0,2,1,0,0,0,0,0,1,-0.2963532182385123
678,san diego,0,2,2,0,0,0,0,0,2,-0.23073702218186548
679,america great,0,2,1,2,0,0,0,0,3,-0.16512082612521867
680,yair,0,1,12,0,4,0,0,2,18,0.8191221147244835
681,rashad coulter,0,2,1,0,0,0,0,0,1,-0.2963532182385123
682,campaign manager manaford,0,3,1,0,0,0,0,0,1,-0.2963532182385123
683,goper,0,1,1,0,0,0,0,0,1,-0.2963532182385123
684,eerie linkin park,0,3,1,0,0,0,0,0,1,-0.2963532182385123
685,legal fisa,0,2,0,2,0,1,0,0,3,-0.16512082612521867
686,dems,0,1,9,0,3,0,0,0,12,0.4254249383846026
687,starving,0,1,1,0,0,0,1,0,2,-0.23073702218186548
688,slovenia,0,1,1,0,0,0,0,0,1,-0.2963532182385123
689,job,0,1,1,0,0,0,10,2,13,0.4910411344412494
690,time,0,1,1,0,6,2,49,4,62,3.7062347412169427
691,8yr bc,0,2,0,1,0,0,0,0,1,-0.2963532182385123
692,jamala,0,1,1,0,0,0,0,0,1,-0.2963532182385123
693,dt,0,1,0,0,0,3,0,0,3,-0.16512082612521867
694,business,0,1,0,0,0,1,0,0,1,-0.2963532182385123
695,dem sorosian,0,2,1,0,0,0,0,0,1,-0.2963532182385123
696,wcs,0,1,0,0,0,1,0,0,1,-0.2963532182385123
697,russian,0,1,15,0,0,0,1,3,19,0.8847383107811303
698,crips,0,1,1,0,0,0,0,0,1,-0.2963532182385123
699,wade,0,1,1,0,0,0,0,0,1,-0.2963532182385123
700,san bernardino,0,2,1,0,0,0,0,0,1,-0.2963532182385123
701,house democrats wave,0,3,1,0,0,0,0,0,1,-0.2963532182385123
702,special education,0,2,1,0,0,0,1,0,2,-0.23073702218186548
703,senate on obamacare,0,3,1,0,0,0,0,0,1,-0.2963532182385123
704,wapo,0,1,3,0,0,2,0,0,5,-0.033888434011925046
705,4am,0,1,0,0,0,0,1,0,1,-0.2963532182385123
706,bad things,0,2,6,0,0,0,0,0,6,0.03172776204472176
707,dos santos,0,2,1,0,0,0,0,0,1,-0.2963532182385123
708,carter page,0,2,221,1,0,0,6,40,268,17.223171128886186
709,katy perry performing,0,3,1,0,0,0,0,0,1,-0.2963532182385123
710,black guy dies first,0,4,1,0,0,0,0,0,1,-0.2963532182385123
711,boom,0,1,2,0,0,0,0,2,4,-0.09950463006857185
712,wee bum,0,2,1,0,0,0,0,0,1,-0.2963532182385123
713,tude,0,1,1,0,0,0,0,0,1,-0.2963532182385123
714,roger pontare,0,2,1,0,0,0,0,0,1,-0.2963532182385123
715,vladimir caddie,0,2,1,0,0,0,0,0,1,-0.2963532182385123
716,lose,0,1,1,0,0,1,16,4,22,1.0815868989510706
717,love myself,0,2,1,0,0,0,0,0,1,-0.2963532182385123
718,trump loved carter page,0,4,1,0,0,0,0,0,1,-0.2963532182385123
719,4th,0,1,0,0,0,0,3,1,4,-0.09950463006857185
720,zionist,0,1,1,0,0,0,0,0,1,-0.2963532182385123
721,asshole yellow belly,0,3,1,0,0,0,0,0,1,-0.2963532182385123
722,currently,0,1,1,0,0,0,1,0,2,-0.23073702218186548
723,potus,0,1,0,0,0,1,1,0,2,-0.23073702218186548
724,40s,0,1,0,0,0,0,1,0,1,-0.2963532182385123
725,donald trump,0,2,4,0,0,0,0,0,4,-0.09950463006857185
726,gano,0,1,1,0,0,0,0,0,1,-0.2963532182385123
727,bjj,0,1,0,0,0,5,1,0,6,0.03172776204472176
728,arriba,0,1,1,0,0,0,0,0,1,-0.2963532182385123
729,folks,0,1,0,0,0,1,6,0,7,0.09734395810136857
730,ic,0,1,0,0,0,1,0,0,1,-0.2963532182385123
731,the house republicans,0,3,3,0,0,0,1,1,5,-0.033888434011925046
732,teenage dream,0,2,1,0,0,0,0,0,1,-0.2963532182385123
733,jacare souza,0,2,1,0,0,0,0,0,1,-0.2963532182385123
734,martian,0,1,1,0,0,0,0,0,1,-0.2963532182385123
735,administrati,0,1,1,0,0,0,0,0,1,-0.2963532182385123
736,feet king size normal,0,4,1,0,0,0,0,0,1,-0.2963532182385123
737,world trends,0,2,1,0,0,0,0,0,1,-0.2963532182385123
738,irish,0,1,1,0,0,0,0,0,1,-0.2963532182385123
739,don,0,1,2,0,0,0,1,0,3,-0.16512082612521867
740,listening,0,1,1,0,0,0,0,0,1,-0.2963532182385123
741,goat,0,1,0,0,0,1,0,0,1,-0.2963532182385123
742,south africa,0,2,1,0,0,0,0,0,1,-0.2963532182385123
743,people,0,1,2,0,5,0,70,9,86,5.281023446576467
744,session,0,1,1,0,0,0,0,0,1,-0.2963532182385123
745,bush,0,1,1,0,0,0,0,2,3,-0.16512082612521867
746,asians,0,1,2,0,0,0,0,0,2,-0.23073702218186548
747,reverse racism,0,2,0,0,0,1,0,0,1,-0.2963532182385123
748,korean peninsula,0,2,1,0,0,0,0,0,1,-0.2963532182385123
749,dating white people,0,3,1,0,0,0,0,0,1,-0.2963532182385123
750,asshats,0,1,0,0,0,1,0,0,1,-0.2963532182385123
751,mlk jr,0,2,1,0,0,0,0,0,1,-0.2963532182385123
752,one,0,1,0,0,7,1,78,5,91,5.609104426859701
753,hansel robles,0,2,1,0,0,0,0,0,1,-0.2963532182385123
754,dance,0,1,0,0,0,1,3,0,4,-0.09950463006857185
755,richie,0,1,1,0,0,0,0,0,1,-0.2963532182385123
756,democrat party,0,2,1,0,0,0,0,0,1,-0.2963532182385123
757,live on the yellow carpet,0,5,1,0,0,0,0,0,1,-0.2963532182385123
758,hope maia,0,2,1,3,0,0,0,0,4,-0.09950463006857185
759,free unfollow unfollowers,0,3,1,0,0,0,0,0,1,-0.2963532182385123
760,000 americans,0,2,0,1,0,0,0,0,1,-0.2963532182385123
761,russians,0,1,5,0,0,0,0,0,5,-0.033888434011925046
762,chris pratt,0,2,1,0,0,0,0,0,1,-0.2963532182385123
763,e.t,0,1,0,0,0,1,0,0,1,-0.2963532182385123
764,wonder,0,1,1,0,3,0,4,0,8,0.16296015415801537
765,juno mission,0,2,1,0,0,0,0,0,1,-0.2963532182385123
766,poland,0,1,2,0,0,0,0,0,2,-0.23073702218186548
767,excited,0,1,1,0,0,0,5,1,7,0.09734395810136857
768,fitch,0,1,1,0,0,0,0,0,1,-0.2963532182385123
769,aussie,0,1,1,0,0,0,0,1,2,-0.23073702218186548
770,sean spicer on hitler,0,4,1,0,0,0,0,0,1,-0.2963532182385123
771,fbi granted fisa warrant,0,4,1,3,0,0,0,0,4,-0.09950463006857185
772,mlk,0,1,0,0,0,6,0,0,6,0.03172776204472176
773,frankie edgar,0,2,22,1,0,0,0,1,24,1.2128192910643643
774,officer william stacy,0,3,1,0,0,0,0,0,1,-0.2963532182385123
775,messenger,0,1,1,0,0,0,0,0,1,-0.2963532182385123
776,double bed nylon mosquito net,0,5,0,0,0,1,0,1,2,-0.23073702218186548
777,progressives,0,1,1,0,0,0,0,0,1,-0.2963532182385123
778,gone,0,1,0,0,0,1,4,1,6,0.03172776204472176
779,go,0,1,4,0,1,1,62,12,80,4.887326270236586
780,prince kushner,0,2,1,0,0,0,0,0,1,-0.2963532182385123
781,stupid,0,1,1,0,0,0,13,1,15,0.622273526554543
782,bloods,0,1,1,0,0,0,0,0,1,-0.2963532182385123
783,cyprus,0,1,1,0,0,0,0,0,1,-0.2963532182385123
784,2nd,0,1,0,0,0,0,3,1,4,-0.09950463006857185
785,investigate the fbi director,0,4,1,0,0,0,0,0,1,-0.2963532182385123
786,lbj,0,1,0,0,0,1,0,0,1,-0.2963532182385123
787,zero,0,1,1,0,0,0,0,0,1,-0.2963532182385123
788,le pen,0,2,1,0,0,0,0,0,1,-0.2963532182385123
789,mercedes f015 concept car drives,0,5,1,0,0,0,0,0,1,-0.2963532182385123
790,october,0,1,1,0,0,0,0,0,1,-0.2963532182385123
791,barry,0,1,1,0,0,0,0,1,2,-0.23073702218186548
792,trump coffins,0,2,1,0,0,0,0,0,1,-0.2963532182385123
793,kill children,0,2,0,0,0,1,0,0,1,-0.2963532182385123
794,fisa warrant,0,2,3,95,0,1,0,4,103,6.3964987795394626
795,wales,0,1,1,0,0,0,0,0,1,-0.2963532182385123
796,funny puppy drinking milk,0,4,1,0,0,0,0,0,1,-0.2963532182385123
797,force,0,1,1,0,0,0,3,0,4,-0.09950463006857185
798,texas,0,1,2,0,0,0,0,0,2,-0.23073702218186548
799,senators,0,1,3,0,0,0,2,1,6,0.03172776204472176
800,wv,0,1,0,0,0,1,0,0,1,-0.2963532182385123
801,republican obamacare,0,2,1,0,0,0,0,0,1,-0.2963532182385123
802,murderous boss,0,2,1,0,0,0,0,0,1,-0.2963532182385123
803,panthers,0,1,1,0,0,0,0,0,1,-0.2963532182385123
804,true equality,0,2,1,0,0,0,0,0,1,-0.2963532182385123
805,big homie stipe,0,3,1,0,0,0,0,0,1,-0.2963532182385123
806,gopers,0,1,1,0,0,0,0,0,1,-0.2963532182385123
807,millions of americans,0,3,1,0,0,0,1,1,3,-0.16512082612521867
808,woke,0,1,1,0,0,0,1,0,2,-0.23073702218186548
809,ufc hall of fame,0,4,1,0,0,0,0,0,1,-0.2963532182385123
810,ireland,0,1,3,0,1,0,0,1,5,-0.033888434011925046
811,switzerland,0,1,1,0,0,0,0,0,1,-0.2963532182385123
812,ko'd,0,1,1,0,0,0,0,0,1,-0.2963532182385123
813,red carpet,0,2,1,0,0,0,1,0,2,-0.23073702218186548
814,americans on twitter,0,3,1,0,0,0,0,0,1,-0.2963532182385123
815,sjw,0,1,0,0,0,1,0,0,1,-0.2963532182385123
816,mike vick,0,2,1,0,0,0,0,0,1,-0.2963532182385123
817,poc,0,1,0,0,0,4,0,0,4,-0.09950463006857185
818,sims city,0,2,1,0,0,0,0,0,1,-0.2963532182385123
819,somewhere a sjw,0,3,1,0,0,0,0,0,1,-0.2963532182385123
820,guy,0,1,1,0,0,0,16,0,17,0.7535059186678367
821,arya stark,0,2,1,0,0,0,0,0,1,-0.2963532182385123
822,robbed,0,1,0,0,1,1,0,1,3,-0.16512082612521867
823,romania,0,1,2,0,1,0,0,1,4,-0.09950463006857185
824,vote,0,1,2,0,3,1,49,4,59,3.5093861530470023
825,voice,0,1,1,0,1,0,4,0,6,0.03172776204472176
826,payday,0,1,1,0,0,0,0,0,1,-0.2963532182385123
827,us,0,1,0,0,1,6,60,8,75,4.559245289953352
828,together,0,1,1,0,0,0,8,0,9,0.2285763502146622
829,himmel och hav,0,3,1,0,0,0,0,0,1,-0.2963532182385123
830,ukrainian,0,1,3,0,1,0,0,1,5,-0.033888434011925046
831,photos of katy,0,3,1,0,0,0,0,0,1,-0.2963532182385123
832,post fight interview,0,3,2,0,0,0,0,0,2,-0.23073702218186548
833,ufc,0,1,0,0,0,13,1,0,14,0.5566573304978962
834,us senate,0,2,1,0,0,0,0,0,1,-0.2963532182385123
835,get help,0,2,1,0,0,0,0,0,1,-0.2963532182385123
836,arab,0,1,1,0,0,0,0,0,1,-0.2963532182385123
837,holocaust,0,1,1,0,0,0,0,2,3,-0.16512082612521867
838,ohioans,0,1,1,0,0,0,0,0,1,-0.2963532182385123
839,fundraising,0,1,1,0,0,0,0,0,1,-0.2963532182385123
840,yair rodriquez,0,2,1,0,0,0,0,0,1,-0.2963532182385123
841,ruslana,0,1,1,0,0,0,0,0,1,-0.2963532182385123
842,house,0,1,17,0,1,0,7,5,30,1.606516467404245
843,marcusrfrancis on instagram,0,3,1,0,0,0,0,0,1,-0.2963532182385123
844,sia,0,1,2,0,0,0,0,0,2,-0.23073702218186548
845,24m,0,1,0,0,0,1,0,0,1,-0.2963532182385123
846,future speaker,0,2,1,0,0,0,0,0,1,-0.2963532182385123
847,martin luther king,0,3,2,0,0,0,0,0,2,-0.23073702218186548
848,niall,0,1,24,0,36,0,0,18,78,4.756093878123292
849,rme,0,1,0,0,0,1,0,0,1,-0.2963532182385123
850,weiner,0,1,1,0,0,0,0,0,1,-0.2963532182385123
851,obamagate,0,1,1,0,0,0,0,0,1,-0.2963532182385123
852,nothing2 b,0,2,0,0,0,1,0,0,1,-0.2963532182385123
853,greet,0,1,1,0,0,0,2,0,3,-0.16512082612521867
854,happy birthday,0,2,1,0,0,0,1,1,3,-0.16512082612521867
855,gop republicans,0,2,1,0,0,0,0,0,1,-0.2963532182385123
856,greg leppert,0,2,1,0,0,0,0,0,1,-0.2963532182385123
857,it aint my fault,0,4,0,0,0,1,0,0,1,-0.2963532182385123
858,james bond,0,2,1,0,0,0,0,0,1,-0.2963532182385123
859,last summer on carter page,0,5,1,0,0,0,0,0,1,-0.2963532182385123
860,dana,0,1,1,0,0,0,0,0,1,-0.2963532182385123
861,gitmo,0,1,0,0,0,1,0,0,1,-0.2963532182385123
862,sean spicer carter page,0,4,1,0,0,0,0,3,4,-0.09950463006857185
863,edgar holloway,0,2,1,0,0,0,0,0,1,-0.2963532182385123
864,dear white people,0,3,2,0,0,0,0,0,2,-0.23073702218186548
865,dr.king,0,1,1,0,0,0,0,0,1,-0.2963532182385123
866,gameb,0,1,1,0,0,0,0,0,1,-0.2963532182385123
867,july 28,0,2,0,1,0,0,0,0,1,-0.2963532182385123
868,repeal,0,1,1,0,1,1,16,2,21,1.0159707028944238
869,die,0,1,1,0,0,0,14,2,17,0.7535059186678367
870,hilary,0,1,1,0,0,0,1,1,3,-0.16512082612521867
871,treason,0,1,0,0,0,1,3,0,4,-0.09950463006857185
872,awesome,0,1,1,0,2,0,8,0,11,0.3598087423279558
873,healthcare,0,1,1,0,1,0,23,4,29,1.540900271347598
874,genocide in middle east,0,4,1,0,0,0,0,0,1,-0.2963532182385123
875,eurovision shut,0,2,0,0,0,1,0,0,1,-0.2963532182385123
876,australians,0,1,2,0,0,0,0,0,2,-0.23073702218186548
877,cute miley,0,2,1,0,0,0,0,0,1,-0.2963532182385123
878,carlos condit,0,2,2,0,0,0,0,0,2,-0.23073702218186548
879,los angeles releases the lineup,0,5,1,0,0,0,0,0,1,-0.2963532182385123
880,80s,0,1,0,0,0,0,1,0,1,-0.2963532182385123
881,hispanics,0,1,1,0,0,0,0,0,1,-0.2963532182385123
882,matt brown,0,2,1,0,0,0,0,0,1,-0.2963532182385123
883,jeff sessions,0,2,3,0,0,0,0,0,3,-0.16512082612521867
884,jorge,0,1,7,0,2,0,0,0,9,0.2285763502146622
885,demianmaia,0,1,1,0,0,0,1,0,2,-0.23073702218186548
886,surprise,0,1,1,0,0,0,5,1,7,0.09734395810136857
887,washington post fbi,0,3,2,0,0,0,0,0,2,-0.23073702218186548
888,champions,0,1,2,0,0,0,1,1,4,-0.09950463006857185
889,george,0,1,2,0,1,0,0,0,3,-0.16512082612521867
890,sports,0,1,1,0,0,0,2,0,3,-0.16512082612521867
891,msm,0,1,0,0,0,5,0,1,6,0.03172776204472176
892,personal bankruptcy,0,2,1,0,0,0,0,0,1,-0.2963532182385123
893,damaged rodriguez,0,2,1,0,0,0,0,0,1,-0.2963532182385123
894,ptsd,0,1,0,0,0,1,0,0,1,-0.2963532182385123
895,tyron woodley,0,2,1,0,0,0,0,0,1,-0.2963532182385123
896,iraq war,0,2,1,0,0,0,0,0,1,-0.2963532182385123
897,russias,0,1,1,0,0,0,0,0,1,-0.2963532182385123
898,tj,0,1,0,0,0,1,0,0,1,-0.2963532182385123
899,google,0,1,2,0,0,0,0,0,2,-0.23073702218186548
900,age,0,1,1,0,0,0,2,0,3,-0.16512082612521867
901,project ara,0,2,1,0,0,0,0,0,1,-0.2963532182385123
902,p3ople,0,1,1,0,0,0,0,0,1,-0.2963532182385123
903,sad+bad,0,1,1,0,0,0,0,0,1,-0.2963532182385123
904,answers,0,1,1,0,0,0,0,0,1,-0.2963532182385123
905,darrell issa,0,2,1,0,0,0,0,0,1,-0.2963532182385123
906,phd,0,1,1,0,0,0,0,1,2,-0.23073702218186548
907,slavery,0,1,1,0,0,0,12,3,16,0.6878897226111899
908,holy father,0,2,1,0,0,0,0,0,1,-0.2963532182385123
909,firework,0,1,1,0,0,1,0,0,2,-0.23073702218186548
910,twilight,0,1,1,0,0,0,0,0,1,-0.2963532182385123
911,jesus christ,0,2,1,0,0,0,0,0,1,-0.2963532182385123
912,breitbart,0,1,2,0,0,0,0,0,2,-0.23073702218186548
913,mexican,0,1,2,0,0,0,0,0,2,-0.23073702218186548
914,raw story,0,2,1,0,0,0,0,0,1,-0.2963532182385123
915,con,0,1,1,0,1,0,2,0,4,-0.09950463006857185
916,recess,0,1,1,0,0,0,0,0,1,-0.2963532182385123
917,breitbarters,0,1,1,0,0,0,0,0,1,-0.2963532182385123
918,noah,0,1,2,0,0,0,0,0,2,-0.23073702218186548
919,violet,0,1,2,0,0,0,0,0,2,-0.23073702218186548
920,gave orders,0,2,0,0,0,1,0,0,1,-0.2963532182385123
921,june,0,1,1,0,0,0,0,0,1,-0.2963532182385123
922,devin nunes,0,2,4,0,0,0,0,1,5,-0.033888434011925046
923,ruth,0,1,1,0,0,0,0,0,1,-0.2963532182385123
924,joe silva,0,2,2,0,0,1,0,0,3,-0.16512082612521867
925,u.s,0,1,0,0,0,1,0,1,2,-0.23073702218186548
926,senate gop,0,2,1,0,0,0,0,0,1,-0.2963532182385123
927,superbowl,0,1,1,0,0,0,0,0,1,-0.2963532182385123
928,enforcer,0,1,1,0,0,0,0,0,1,-0.2963532182385123
929,tillerson,0,1,1,0,0,0,0,0,1,-0.2963532182385123
930,look,0,1,1,0,4,0,15,7,27,1.4096678792343047
931,monitor carter page,0,3,1,3,0,0,0,1,5,-0.033888434011925046
932,top news,0,2,1,0,0,0,0,0,1,-0.2963532182385123
933,vitalii sediuk,0,2,1,0,0,0,0,0,1,-0.2963532182385123
934,jorge masvidal,0,2,5,0,0,0,0,1,6,0.03172776204472176
935,flight back,0,2,1,0,0,0,0,0,1,-0.2963532182385123
936,aldo,0,1,3,0,0,0,0,0,3,-0.16512082612521867
937,mike flynn,0,2,1,0,0,0,0,0,1,-0.2963532182385123
938,bradford,0,1,1,0,0,0,0,2,3,-0.16512082612521867
939,yair rodriguez full fight,0,4,1,0,0,0,0,0,1,-0.2963532182385123
940,baby elephant bathing,0,3,1,0,0,0,0,0,1,-0.2963532182385123
941,best,0,1,3,0,1,0,28,2,34,1.8689812516308322
942,gareth bale,0,2,1,0,0,0,0,0,1,-0.2963532182385123
943,obamacare deplorable,0,2,1,0,0,0,0,0,1,-0.2963532182385123
944,first,0,1,1,0,4,1,18,1,25,1.278435487121011
945,two,0,1,0,0,1,1,16,1,19,0.8847383107811303
946,euros,0,1,1,0,0,0,0,2,3,-0.16512082612521867
947,impeachment,0,1,0,0,0,1,1,0,2,-0.23073702218186548
948,payno,0,1,1,0,1,0,0,0,2,-0.23073702218186548
949,pocs,0,1,1,0,0,0,0,0,1,-0.2963532182385123
950,late flight back,0,3,1,0,0,0,0,0,1,-0.2963532182385123
951,passed a bill,0,3,1,0,0,0,2,0,3,-0.16512082612521867
952,dnc,0,1,0,0,0,3,0,0,3,-0.16512082612521867
953,monitor fmr,0,2,1,0,0,0,0,0,1,-0.2963532182385123
954,next,0,1,0,0,0,2,30,3,35,1.934597447687479
955,muslims,0,1,4,0,0,0,0,0,4,-0.09950463006857185
956,sleepy lion cubs,0,3,1,0,0,0,0,0,1,-0.2963532182385123
957,cc1,0,1,0,0,0,1,0,0,1,-0.2963532182385123
958,manafort,0,1,4,0,0,0,0,0,4,-0.09950463006857185
959,red,0,1,1,0,0,0,3,1,5,-0.033888434011925046
960,striking,0,1,1,0,0,0,1,0,2,-0.23073702218186548
961,scary clown cars,0,3,1,0,0,0,0,0,1,-0.2963532182385123
962,mt,0,1,1,0,0,0,0,1,2,-0.23073702218186548
963,gignac,0,1,1,0,0,0,0,0,1,-0.2963532182385123
964,acid attacks,0,2,0,0,0,1,0,0,1,-0.2963532182385123
965,chameleon loves,0,2,1,0,0,0,0,0,1,-0.2963532182385123
966,finally a special prosecutor,0,4,1,0,0,0,0,0,1,-0.2963532182385123
967,2013 feels,0,2,0,0,0,1,0,0,1,-0.2963532182385123
968,leaving malta,0,2,1,0,0,0,0,0,1,-0.2963532182385123
969,f**k,0,1,1,0,0,0,0,0,1,-0.2963532182385123
970,mcdonald,0,1,1,0,0,0,0,0,1,-0.2963532182385123
971,eurovision 2017,0,2,0,1,0,0,0,0,1,-0.2963532182385123
972,nunes,0,1,5,0,1,0,0,1,7,0.09734395810136857
973,puppet master,0,2,1,0,0,0,0,0,1,-0.2963532182385123
974,fourth reich,0,2,1,0,0,0,0,0,1,-0.2963532182385123
975,representatives,0,1,1,0,0,0,2,0,3,-0.16512082612521867
976,ts maia,0,2,1,0,0,0,0,0,1,-0.2963532182385123
977,racist,0,1,1,0,2,0,26,4,33,1.8033650555741854
978,1st,0,1,0,0,0,0,2,1,3,-0.16512082612521867
979,panic,0,1,0,0,1,1,1,0,3,-0.16512082612521867
