,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,28,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,24,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,23,16,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3,20,13,15,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4,21,11,15,8,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5,20,11,15,9,14,17,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
6,20,11,15,7,14,16,15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7,19,11,14,6,15,13,14,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8,19,11,12,6,14,10,12,17,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
9,19,9,12,6,14,11,11,16,11,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10,19,10,12,6,13,11,11,16,10,9,11,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,19,11,11,6,13,12,11,16,10,8,10,14,-1,-1,-1,-1,-1,-1,-1,-1
12,19,11,11,6,13,11,11,16,11,8,8,13,15,-1,-1,-1,-1,-1,-1,-1
13,19,11,11,6,14,9,11,16,11,9,7,13,15,8,-1,-1,-1,-1,-1,-1
14,19,12,11,6,12,9,11,16,11,8,7,13,13,6,16,-1,-1,-1,-1,-1
15,19,12,10,6,12,9,11,16,11,8,7,13,11,6,13,9,-1,-1,-1,-1
16,18,11,9,6,12,9,12,16,11,8,7,11,12,6,12,9,15,-1,-1,-1
17,18,11,8,6,11,9,12,16,10,8,7,10,12,5,12,9,10,13,-1,-1
18,18,11,8,6,11,9,13,16,10,8,7,10,12,5,12,9,8,11,12,-1
19,18,11,8,6,11,9,13,16,10,8,7,10,12,5,12,9,8,9,11,9
