,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,26,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,23,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,22,15,17,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3,19,13,14,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4,20,11,14,9,15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5,19,11,14,8,13,17,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
6,19,10,15,7,13,16,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7,18,11,14,6,14,12,15,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8,18,11,12,6,13,11,12,17,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
9,18,9,11,6,13,12,11,16,10,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10,18,10,11,6,13,11,10,16,10,8,11,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,18,11,11,6,13,10,11,16,10,7,10,13,-1,-1,-1,-1,-1,-1,-1,-1
12,18,11,11,6,13,11,11,16,11,7,7,12,16,-1,-1,-1,-1,-1,-1,-1
13,18,11,11,6,14,9,11,16,11,8,7,12,16,9,-1,-1,-1,-1,-1,-1
14,18,12,11,6,12,9,11,16,11,7,7,12,14,7,15,-1,-1,-1,-1,-1
15,18,12,10,6,12,9,11,16,11,7,7,12,11,7,12,9,-1,-1,-1,-1
16,17,11,9,6,12,9,12,16,11,7,7,11,12,7,11,9,14,-1,-1,-1
17,17,11,8,6,11,9,12,16,10,7,7,10,12,6,11,9,10,11,-1,-1
18,17,11,8,6,11,9,13,16,10,7,7,10,12,6,11,9,8,10,13,-1
19,17,11,8,6,11,9,13,16,10,7,7,10,12,6,11,9,7,7,11,10
