,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,2872,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,2541,2107,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,2408,1946,2235,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3,2311,1792,2099,1796,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4,2251,1716,2031,1659,1920,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5,2123,1594,1966,1565,1771,2151,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
6,2101,1464,1800,1412,1594,1724,1886,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7,2076,1457,1783,1383,1492,1588,1738,1924,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8,2043,1382,1714,1307,1408,1498,1572,1631,1863,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
9,2034,1371,1705,1289,1386,1468,1540,1580,1774,1849,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10,2013,1345,1697,1281,1350,1453,1516,1517,1740,1746,1707,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,1992,1341,1689,1267,1340,1440,1501,1493,1712,1724,1644,1759,-1,-1,-1,-1,-1,-1,-1,-1
12,1978,1328,1681,1263,1327,1430,1489,1483,1699,1695,1605,1716,1941,-1,-1,-1,-1,-1,-1,-1
13,1971,1322,1661,1247,1284,1392,1474,1465,1681,1682,1564,1661,1814,1625,-1,-1,-1,-1,-1,-1
14,1964,1313,1650,1240,1268,1375,1459,1452,1667,1672,1548,1636,1739,1556,1902,-1,-1,-1,-1,-1
15,1956,1307,1647,1235,1264,1367,1446,1447,1657,1660,1533,1612,1691,1521,1849,1758,-1,-1,-1,-1
16,1914,1259,1610,1202,1235,1347,1421,1421,1589,1618,1495,1573,1655,1485,1821,1718,2312,-1,-1,-1
17,1901,1248,1516,1119,1146,1256,1360,1343,1494,1563,1452,1365,1441,1311,1714,1621,877,778,-1,-1
18,1888,1243,1515,1119,1146,1252,1358,1334,1491,1561,1447,1364,1439,1308,1707,1618,787,687,2171,-1
19,1875,1237,1514,1119,1144,1251,1354,1330,1489,1559,1446,1362,1436,1306,1705,1605,756,662,983,1374
