,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,35,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,29,22,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,27,18,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3,26,16,9,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4,25,15,10,9,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5,24,15,10,7,13,15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
6,24,14,10,6,12,15,21,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7,24,12,8,6,11,14,16,22,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8,23,12,8,6,11,13,14,19,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
9,23,12,8,6,12,11,11,19,9,15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10,23,13,7,6,12,10,13,17,7,11,11,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,23,13,7,6,12,11,13,18,7,10,10,14,-1,-1,-1,-1,-1,-1,-1,-1
12,23,13,7,6,12,10,12,18,7,12,9,14,15,-1,-1,-1,-1,-1,-1,-1
13,23,13,7,6,12,9,12,18,7,12,7,13,15,10,-1,-1,-1,-1,-1,-1
14,23,14,7,6,12,9,14,17,7,12,7,14,15,9,14,-1,-1,-1,-1,-1
15,23,14,7,6,12,8,14,17,7,12,7,13,12,7,13,8,-1,-1,-1,-1
16,21,14,7,6,12,8,15,17,7,12,7,12,13,7,12,8,17,-1,-1,-1
17,21,14,7,6,11,8,14,17,7,12,7,12,13,5,12,8,10,16,-1,-1
18,20,14,6,6,11,8,15,17,7,11,7,12,13,6,12,8,8,12,13,-1
19,20,14,6,6,11,8,15,17,7,11,7,12,13,6,12,8,9,11,11,10
