,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,28,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,24,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,23,18,18,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3,20,15,14,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4,21,13,14,9,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5,20,13,14,9,14,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
6,20,12,15,7,14,17,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7,19,12,14,7,15,13,13,20,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8,19,12,12,6,14,11,11,17,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
9,19,11,12,6,14,12,10,16,10,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10,19,12,12,6,13,12,10,16,9,9,11,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,19,12,12,6,13,13,10,16,9,10,10,14,-1,-1,-1,-1,-1,-1,-1,-1
12,19,12,12,6,13,12,10,16,10,9,8,12,15,-1,-1,-1,-1,-1,-1,-1
13,19,12,12,6,14,10,10,16,10,10,7,12,15,9,-1,-1,-1,-1,-1,-1
14,19,13,12,6,12,10,10,16,10,10,7,13,13,7,15,-1,-1,-1,-1,-1
15,19,13,11,6,12,10,10,16,10,9,7,12,11,7,14,9,-1,-1,-1,-1
16,18,12,10,6,12,10,11,16,10,9,7,11,12,7,13,9,15,-1,-1,-1
17,18,12,9,6,11,10,11,16,9,9,7,9,12,6,13,9,10,13,-1,-1
18,18,12,9,6,11,10,12,16,9,9,7,9,12,6,13,9,8,12,12,-1
19,18,12,9,6,11,10,12,16,9,9,7,9,12,6,13,9,8,9,11,11
