,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,1078,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,763,1105,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,501,524,989,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3,288,362,463,817,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4,396,323,434,179,330,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5,312,242,340,258,317,3072,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
6,207,348,283,66,370,556,646,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7,220,458,212,3,327,389,378,900,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8,198,252,212,0,254,317,73,418,534,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
9,162,184,182,3,237,394,101,283,203,215,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10,166,460,159,16,205,715,34,254,109,137,443,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,157,209,136,2,213,25,102,196,119,105,46,531,-1,-1,-1,-1,-1,-1,-1,-1
12,157,229,263,4,190,45,36,179,175,83,28,277,1301,-1,-1,-1,-1,-1,-1,-1
13,143,157,157,6,701,61,33,198,97,99,17,193,183,257,-1,-1,-1,-1,-1,-1
14,136,272,235,13,243,32,50,266,301,40,26,209,133,58,373,-1,-1,-1,-1,-1
15,124,167,263,5,255,13,85,143,204,48,15,254,147,60,77,216,-1,-1,-1,-1
16,10,22,26,7,47,4,98,18,12,6,5,16,49,6,7,3,1631,-1,-1,-1
17,0,6,1,5,0,1,4,0,0,0,0,2,0,0,5,0,133,3019,-1,-1
18,5,11,6,7,0,0,54,0,1,1,0,0,3,0,5,1,89,1091,705,-1
19,2,26,17,8,0,0,2,0,0,0,0,2,1,0,11,1,66,1083,183,199
