,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,1078,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,1756,1105,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,2013,1505,958,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3,2194,1772,1384,817,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4,2590,2019,1720,871,371,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5,2580,2217,2075,866,663,2947,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
6,2787,2399,2356,160,1025,3335,608,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7,2994,2857,2519,98,1056,3682,925,900,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8,3192,3109,2638,98,1310,3909,673,1192,532,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
9,3354,2249,2859,101,1567,4303,698,1410,680,215,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10,3520,2709,2229,117,1773,4964,713,1664,789,326,277,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,3677,2918,2365,119,1986,584,815,1860,908,395,281,1529,-1,-1,-1,-1,-1,-1,-1,-1
12,3834,3147,2628,123,2176,629,851,2039,1083,492,247,1880,368,-1,-1,-1,-1,-1,-1,-1
13,3977,3304,2783,129,2879,642,884,2237,1180,591,259,1857,496,268,-1,-1,-1,-1,-1,-1
14,4113,3576,3018,142,3063,674,934,2503,1481,598,282,2102,525,237,373,-1,-1,-1,-1,-1
15,4237,3743,3245,147,3318,687,1019,2646,1685,646,293,2399,605,286,396,176,-1,-1,-1,-1
16,4222,3372,3240,154,3365,691,1117,2664,1697,652,296,1364,654,292,391,179,1631,-1,-1,-1
17,4222,3378,2000,159,2801,692,1121,2664,1635,652,296,1345,654,278,396,179,393,3019,-1,-1
18,4227,3389,2006,166,2801,692,1175,2664,1636,653,296,1345,657,278,401,180,392,4087,705,-1
19,4229,3415,2023,174,2801,692,1177,2664,1636,653,296,1347,658,278,412,181,458,5164,804,199
