,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,1102,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,763,1250,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,501,676,1081,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3,288,477,458,227,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4,396,442,404,21,665,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5,312,490,355,15,324,2926,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
6,207,362,281,7,376,502,597,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7,220,282,210,20,284,390,371,1040,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8,198,198,212,0,257,315,71,418,498,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
9,162,211,221,3,262,356,96,294,220,269,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10,166,460,216,16,206,712,37,254,109,137,277,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,157,182,191,2,213,584,104,196,119,133,38,1521,-1,-1,-1,-1,-1,-1,-1,-1
12,157,229,319,4,190,621,41,179,175,98,27,362,368,-1,-1,-1,-1,-1,-1,-1
13,143,157,199,6,703,60,34,198,97,72,12,215,128,243,-1,-1,-1,-1,-1,-1
14,136,272,265,13,243,28,55,266,300,43,23,308,95,58,376,-1,-1,-1,-1,-1
15,124,170,285,5,255,11,84,143,204,49,11,297,147,57,79,193,-1,-1,-1,-1
16,10,23,28,7,47,4,97,18,12,6,3,77,49,6,7,3,1627,-1,-1,-1
17,0,6,1,5,0,1,4,0,2,0,0,2,0,0,5,0,131,514,-1,-1
18,5,11,6,7,0,0,54,0,1,1,0,0,3,0,5,1,74,65,4418,-1
19,2,26,17,8,0,0,2,0,0,0,0,2,1,0,11,1,78,31,1724,195
