,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,2076,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,2463,1653,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,1826,762,885,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3,1262,534,448,256,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4,1499,2362,434,38,695,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5,1256,1193,342,18,317,454,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
6,821,679,253,6,358,166,747,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7,715,556,204,22,273,52,435,942,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8,629,469,210,14,252,47,122,451,610,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
9,564,551,225,16,258,35,45,310,289,830,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10,772,1110,213,29,205,43,78,191,177,236,591,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,770,697,187,13,213,430,60,674,172,278,173,2131,-1,-1,-1,-1,-1,-1,-1,-1
12,709,816,316,16,188,16,25,192,194,194,130,427,410,-1,-1,-1,-1,-1,-1,-1
13,805,739,196,11,691,61,24,211,142,126,216,488,131,701,-1,-1,-1,-1,-1,-1
14,838,873,258,21,243,27,178,290,342,81,176,571,113,88,360,-1,-1,-1,-1,-1
15,692,788,301,6,257,11,83,167,254,99,182,591,74,57,79,111,-1,-1,-1,-1
16,45,63,28,9,47,4,204,19,22,65,17,51,46,6,7,2,431,-1,-1,-1
17,0,6,141,5,0,1,4,0,4,30,0,2,0,0,5,0,131,2272,-1,-1
18,2,11,6,7,0,0,54,0,1,1,1,0,4,20,5,1,87,104,835,-1
19,2,28,15,8,0,0,2,0,5,0,0,2,1,10,11,1,101,55,639,189
