,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,1143,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,761,1127,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,501,663,1018,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3,289,472,448,266,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4,385,431,404,21,724,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5,312,489,338,15,323,2920,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
6,207,361,277,7,361,553,684,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7,220,281,199,20,278,392,373,966,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8,198,198,209,13,255,315,76,418,465,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
9,162,210,220,3,260,357,46,294,218,269,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10,166,456,216,16,203,713,51,254,109,137,645,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,157,181,188,2,213,584,143,196,117,133,38,1168,-1,-1,-1,-1,-1,-1,-1,-1
12,157,227,318,4,188,621,44,179,173,98,27,294,784,-1,-1,-1,-1,-1,-1,-1
13,143,157,197,6,690,62,25,198,97,72,12,210,128,232,-1,-1,-1,-1,-1,-1
14,136,272,263,13,243,28,166,266,300,43,23,305,295,60,1300,-1,-1,-1,-1,-1
15,124,166,304,5,255,11,85,143,202,49,11,293,76,57,250,193,-1,-1,-1,-1
16,10,23,28,7,47,4,97,18,12,6,3,75,11,6,21,3,343,-1,-1,-1
17,0,6,141,5,0,1,4,0,2,0,0,2,0,0,5,0,131,590,-1,-1
18,5,11,6,7,0,0,54,0,1,1,0,0,3,0,6,1,87,100,4286,-1
19,2,26,17,8,0,0,2,0,0,0,0,2,1,0,11,1,65,47,621,195
