,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,34,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,28,23,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,26,19,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3,25,17,9,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4,24,16,10,9,15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5,23,16,10,8,13,15,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
6,22,14,10,6,13,15,19,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7,22,13,8,6,12,14,13,22,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8,21,13,8,6,11,13,11,19,11,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
9,21,13,8,6,13,11,9,19,10,16,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10,21,14,7,6,12,11,11,17,8,12,11,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,21,14,7,6,13,10,10,18,7,11,10,12,-1,-1,-1,-1,-1,-1,-1,-1
12,21,14,7,6,12,9,10,17,7,13,9,12,16,-1,-1,-1,-1,-1,-1,-1
13,21,14,7,6,12,9,10,16,7,13,8,11,16,12,-1,-1,-1,-1,-1,-1
14,22,15,7,6,12,9,12,16,7,13,7,12,16,10,11,-1,-1,-1,-1,-1
15,22,15,7,6,12,8,12,16,7,13,7,12,12,8,10,10,-1,-1,-1,-1
16,20,15,7,6,12,8,13,16,7,13,7,11,13,8,9,10,16,-1,-1,-1
17,20,15,7,6,11,8,13,15,7,13,7,11,13,7,9,9,11,15,-1,-1
18,19,15,6,6,12,8,13,15,7,12,7,11,13,8,9,9,8,12,15,-1
19,19,15,6,6,12,8,13,15,7,12,7,11,13,8,9,10,9,11,13,11
