,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,1946,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,830,1268,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,528,676,958,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3,289,477,458,473,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4,385,442,404,74,512,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5,312,490,355,15,324,2937,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
6,207,362,281,7,376,551,645,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7,221,282,210,20,284,390,371,1091,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8,198,198,212,13,257,315,72,497,636,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
9,162,252,221,19,262,356,96,311,285,266,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10,166,460,216,31,206,712,37,264,177,142,277,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,157,182,191,13,213,584,104,211,171,112,38,1521,-1,-1,-1,-1,-1,-1,-1,-1
12,157,345,319,4,190,621,41,190,164,98,29,368,368,-1,-1,-1,-1,-1,-1,-1
13,143,157,199,6,703,652,34,209,86,72,12,215,128,997,-1,-1,-1,-1,-1,-1
14,136,272,265,13,243,28,72,290,898,43,23,308,111,213,423,-1,-1,-1,-1,-1
15,124,293,305,5,255,11,84,169,178,49,11,297,76,228,79,193,-1,-1,-1,-1
16,10,23,28,7,47,4,97,20,719,6,3,77,11,20,7,3,1680,-1,-1,-1
17,0,6,141,5,0,1,4,0,4,0,0,2,0,0,5,0,131,632,-1,-1
18,5,11,6,7,0,0,54,0,2,1,0,0,3,1,5,1,87,100,4326,-1
19,2,26,17,8,0,0,2,0,0,0,0,2,1,0,11,1,65,47,1709,195
