,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,1141,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,763,1250,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,502,676,1112,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3,288,477,463,438,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4,396,442,434,73,361,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5,312,495,340,129,323,3221,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
6,207,362,283,7,374,566,576,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7,220,282,212,20,332,390,373,901,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8,198,254,212,0,257,350,71,418,498,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
9,162,211,222,3,242,389,101,283,220,269,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10,166,460,217,16,205,715,48,254,109,137,443,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,157,182,191,2,213,586,32,196,119,134,46,1369,-1,-1,-1,-1,-1,-1,-1,-1
12,157,229,319,4,190,21,36,179,175,83,29,360,394,-1,-1,-1,-1,-1,-1,-1
13,143,157,201,6,701,61,33,198,97,102,17,245,129,349,-1,-1,-1,-1,-1,-1
14,136,272,265,13,243,33,50,266,300,43,26,310,95,67,273,-1,-1,-1,-1,-1
15,124,170,285,5,255,13,82,143,204,49,15,295,147,63,76,218,-1,-1,-1,-1
16,10,23,28,7,47,4,97,18,12,6,5,75,49,9,4,3,1642,-1,-1,-1
17,0,6,1,5,0,1,4,0,0,0,0,2,0,0,5,0,133,3059,-1,-1
18,5,11,6,7,0,0,54,0,1,1,0,0,3,0,5,1,89,1108,682,-1
19,2,26,17,8,0,0,2,0,0,0,0,2,1,4,7,1,80,1094,641,322
