,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,2059,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,2425,1708,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,1787,801,885,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3,1225,571,448,256,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4,1465,2396,434,38,431,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5,1218,1231,342,20,317,454,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
6,777,641,253,6,376,166,709,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7,678,593,204,22,276,52,430,910,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8,589,509,210,14,255,47,115,454,620,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
9,544,571,225,16,274,35,44,310,289,877,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10,761,1121,213,29,205,409,78,190,177,237,591,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,754,713,187,13,253,61,17,672,172,278,173,1913,-1,-1,-1,-1,-1,-1,-1,-1
12,692,833,316,16,188,13,24,190,194,194,130,420,453,-1,-1,-1,-1,-1,-1,-1
13,787,757,196,11,691,61,22,210,142,128,222,482,132,788,-1,-1,-1,-1,-1,-1
14,846,889,258,21,243,27,176,292,342,81,176,563,118,132,141,-1,-1,-1,-1,-1
15,681,799,301,6,257,11,82,167,254,99,182,587,74,79,51,263,-1,-1,-1,-1
16,45,63,28,9,47,4,97,126,22,65,17,49,46,9,1,9,400,-1,-1,-1
17,0,6,141,5,0,1,4,0,4,30,0,2,0,6,0,0,131,2264,-1,-1
18,2,11,6,7,53,0,1,0,1,1,1,0,4,25,0,0,74,103,865,-1
19,1,29,15,8,2,0,0,0,5,0,0,2,1,16,1,41,101,55,640,211
