,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,2850,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,2537,2188,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,2404,1984,2248,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3,2307,1836,2112,1829,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4,2242,1750,2034,1683,1909,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5,2114,1628,1970,1564,1760,2146,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
6,2094,1502,1804,1411,1583,1719,1904,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7,2074,1496,1789,1389,1489,1581,1743,1919,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8,2050,1481,1783,1370,1470,1557,1659,1728,1906,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
9,2032,1419,1719,1296,1388,1469,1547,1552,1764,1841,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10,2010,1393,1468,1126,1261,1366,1447,1482,1699,1704,1653,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,1989,1389,1460,1112,1251,1353,1432,1458,1671,1684,1590,1728,-1,-1,-1,-1,-1,-1,-1,-1
12,1975,1376,1452,1108,1238,1343,1420,1448,1658,1655,1539,1692,1886,-1,-1,-1,-1,-1,-1,-1
13,1968,1370,1432,1092,1195,1305,1405,1430,1640,1644,1513,1653,1843,1634,-1,-1,-1,-1,-1,-1
14,1961,1361,1422,1085,1180,1289,1390,1411,1627,1632,1495,1627,1769,1558,1879,-1,-1,-1,-1,-1
15,1954,1355,1419,1080,1176,1281,1377,1406,1617,1620,1479,1603,1721,1521,1825,1739,-1,-1,-1,-1
16,1911,1307,1382,1047,1147,1261,1352,1380,1549,1578,1442,1399,1602,1434,1767,1659,2280,-1,-1,-1
17,1899,1296,1288,964,1058,1170,1290,1302,1450,1520,1395,1355,1470,1301,1683,1601,1936,2097,-1,-1
18,1886,1290,1287,964,1058,1166,1288,1293,1447,1517,1390,1354,1468,1298,1676,1598,1852,1980,2128,-1
19,1870,1284,1286,964,1056,1165,1284,1289,1445,1515,1389,1352,1465,1296,1675,1585,1824,1962,2007,2438
