,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,3034,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1,2709,2512,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2,2549,2307,2547,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
3,2466,2197,2428,2035,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4,2405,2115,2353,1866,2224,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5,2380,2087,2324,1779,2075,2335,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
6,2255,1858,2122,1607,1871,1959,2042,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7,2235,1851,2105,1580,1768,1768,1841,2098,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
8,2202,1787,2045,1509,1694,1679,1673,1821,2143,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
9,2192,1774,2033,1491,1673,1645,1643,1773,2002,2372,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
10,2170,1564,1896,1407,1567,1559,1567,1678,1920,2201,2313,-1,-1,-1,-1,-1,-1,-1,-1,-1
11,2148,1560,1888,1393,1557,1546,1552,1646,1886,2177,2250,2149,-1,-1,-1,-1,-1,-1,-1,-1
12,2135,1547,1880,1388,1544,1536,1540,1637,1875,2162,2215,2115,2185,-1,-1,-1,-1,-1,-1,-1
13,2128,1541,1860,1372,1501,1498,1525,1620,1858,2072,2133,2038,2108,2424,-1,-1,-1,-1,-1,-1
14,2121,1532,1849,1367,1486,1482,1510,1607,1844,2062,2117,2019,2084,2366,2459,-1,-1,-1,-1,-1
15,2112,1526,1846,1361,1480,1473,1494,1599,1828,2048,2097,1988,2015,2221,2386,2269,-1,-1,-1,-1
16,2045,1478,1807,1328,1451,1453,1470,1575,1763,2009,2059,1951,1980,2189,2361,2230,1248,-1,-1,-1
17,2036,1470,1805,1327,1444,1452,1467,1569,1759,2002,2056,1942,1978,2102,2319,2191,1010,1389,-1,-1
18,2002,1464,1804,1327,1444,1444,1464,1558,1755,1857,1959,1775,1889,2046,2283,2148,884,937,2360,-1
19,1987,1456,1711,1249,1359,1357,1402,1479,1660,1807,1917,1734,1759,2008,2244,2118,850,916,1174,1583
